# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  739       2.812506452692e-10       4.139047025520e-12      -1.825708520002e-11       0.000000000000e+00       1.884807401280e-14       5.590227195917e-15      -5.341059455590e-16 
  740       2.823999652160e-10       4.104750453968e-12      -1.830136994097e-11       0.000000000000e+00       1.875406064814e-14       5.590375907235e-15      -5.300440109445e-16 
  741       2.835512252063e-10       4.070087176449e-12      -1.834056995519e-11       0.000000000000e+00       1.866061542910e-14       5.590172698193e-15      -5.259486040744e-16 
  742       2.847039641881e-10       4.035072113573e-12      -1.837469450453e-11       0.000000000000e+00       1.856773630304e-14       5.589619143657e-15      -5.218202735474e-16 
  743       2.858577161705e-10       3.999720361085e-12      -1.840375328680e-11       0.000000000000e+00       1.847542112830e-14       5.588716856321e-15      -5.176595748969e-16 
  744       2.870120102072e-10       3.964047190464e-12      -1.842775643762e-11       0.000000000000e+00       1.838366767380e-14       5.587467486851e-15      -5.134670706149e-16 
  745       2.881663703795e-10       3.928068049522e-12      -1.844671453221e-11       0.000000000000e+00       1.829247361861e-14       5.585872724037e-15      -5.092433301760e-16 
  746       2.893203157805e-10       3.891798563006e-12      -1.846063858727e-11       0.000000000000e+00       1.820183655160e-14       5.583934294942e-15      -5.049889300606e-16 
  747       2.904733604979e-10       3.855254533194e-12      -1.846954006286e-11       0.000000000000e+00       1.811175397105e-14       5.581653965049e-15      -5.007044537792e-16 
  748       2.916250135979e-10       3.818451940497e-12      -1.847343086415e-11       0.000000000000e+00       1.802222328419e-14       5.579033538411e-15      -4.963904918958e-16 
  749       2.927747791083e-10       3.781406944055e-12      -1.847232334334e-11       0.000000000000e+00       1.793324180690e-14       5.576074857797e-15      -4.920476420516e-16 
  750       2.939221560024e-10       3.744135882339e-12      -1.846623030149e-11       0.000000000000e+00       1.784480676323e-14       5.572779804845e-15      -4.876765089892e-16 
  751       2.950666381822e-10       3.706655273750e-12      -1.845516499033e-11       0.000000000000e+00       1.775691528507e-14       5.569150300207e-15      -4.832777045760e-16 
  752       2.962077144618e-10       3.668981817218e-12      -1.843914111414e-11       0.000000000000e+00       1.766956441171e-14       5.565188303700e-15      -4.788518478277e-16 
  753       2.973448685511e-10       3.631132392800e-12      -1.841817283157e-11       0.000000000000e+00       1.758275108948e-14       5.560895814452e-15      -4.743995649328e-16 
  754       2.984775790391e-10       3.593124062279e-12      -1.839227475749e-11       0.000000000000e+00       1.749647217135e-14       5.556274871053e-15      -4.699214892755e-16 
  755       2.996053193774e-10       3.554974069768e-12      -1.836146196486e-11       0.000000000000e+00       1.741072441652e-14       5.551327551706e-15      -4.654182614602e-16 
  756       3.007275578638e-10       3.516699842303e-12      -1.832574998650e-11       0.000000000000e+00       1.732550449002e-14       5.546055974368e-15      -4.608905293346e-16 
  757       3.018437576255e-10       3.478318990446e-12      -1.828515481702e-11       0.000000000000e+00       1.724080896236e-14       5.540462296906e-15      -4.563389480139e-16 
  758       3.029533766029e-10       3.439849308882e-12      -1.823969291462e-11       0.000000000000e+00       1.715663430909e-14       5.534548717243e-15      -4.517641799044e-16 
  759       3.040558675327e-10       3.401308777022e-12      -1.818938120292e-11       0.000000000000e+00       1.707297691042e-14       5.528317473506e-15      -4.471668947273e-16 
  760       3.051506779318e-10       3.362715559598e-12      -1.813423707283e-11       0.000000000000e+00       1.698983305086e-14       5.521770844176e-15      -4.425477695423e-16 
  761       3.062372500803e-10       3.324088007265e-12      -1.807427838437e-11       0.000000000000e+00       1.690719891875e-14       5.514911148235e-15      -4.379074887714e-16 
  762       3.073150210054e-10       3.285444657198e-12      -1.800952346856e-11       0.000000000000e+00       1.682507060596e-14       5.507740745318e-15      -4.332467442229e-16 
  763       3.083834224646e-10       3.246804233694e-12      -1.793999112920e-11       0.000000000000e+00       1.674344410741e-14       5.500262035857e-15      -4.285662351148e-16 
  764       3.094418809290e-10       3.208185648770e-12      -1.786570064474e-11       0.000000000000e+00       1.666231532074e-14       5.492477461233e-15      -4.238666680986e-16 
  765       3.104898175675e-10       3.169608002760e-12      -1.778667177014e-11       0.000000000000e+00       1.658168004588e-14       5.484389503925e-15      -4.191487572834e-16 
  766       3.115266482294e-10       3.131090584919e-12      -1.770292473871e-11       0.000000000000e+00       1.650153398467e-14       5.476000687655e-15      -4.144132242592e-16 
  767       3.125517834284e-10       3.092652874019e-12      -1.761448026391e-11       0.000000000000e+00       1.642187274047e-14       5.467313577540e-15      -4.096607981209e-16 
  768       3.135646283257e-10       3.054314538948e-12      -1.752135954125e-11       0.000000000000e+00       1.634269181773e-14       5.458330780242e-15      -4.048922154920e-16 
  769       3.145645827141e-10       3.016095439310e-12      -1.742358425010e-11       0.000000000000e+00       1.626398662168e-14       5.449054944111e-15      -4.001082205484e-16 
  770       3.155510410006e-10       2.978015626027e-12      -1.732117655553e-11       0.000000000000e+00       1.618575245783e-14       5.439488759340e-15      -3.953095650420e-16 
  771       3.165233921906e-10       2.940095341933e-12      -1.721415911020e-11       0.000000000000e+00       1.610798453165e-14       5.429634958108e-15      -3.904970083246e-16 
  772       3.174810198711e-10       2.902355022377e-12      -1.710255505612e-11       0.000000000000e+00       1.603067794816e-14       5.419496314734e-15      -3.856713173715e-16 
  773       3.184233021939e-10       2.864815295821e-12      -1.698638802657e-11       0.000000000000e+00       1.595382771152e-14       5.409075645823e-15      -3.808332668054e-16 
  774       3.193496118596e-10       2.827496984440e-12      -1.686568214792e-11       0.000000000000e+00       1.587742872466e-14       5.398375810412e-15      -3.759836389201e-16 
  775       3.202593161008e-10       2.790421104721e-12      -1.674046204144e-11       0.000000000000e+00       1.580147578886e-14       5.387399710126e-15      -3.711232237043e-16 
  776       3.211517766652e-10       2.753608868061e-12      -1.661075282519e-11       0.000000000000e+00       1.572596360336e-14       5.376150289317e-15      -3.662528188652e-16 
  777       3.220263498000e-10       2.717081681369e-12      -1.647658011585e-11       0.000000000000e+00       1.565088676501e-14       5.364630535223e-15      -3.613732298524e-16 
  778       3.228824556864e-10       2.680859421252e-12      -1.633797642224e-11       0.000000000000e+00       1.557624046550e-14       5.352843118485e-15      -3.564852133786e-16 
  779       3.237197882089e-10       2.644955219892e-12      -1.619500045385e-11       0.000000000000e+00       1.550202259841e-14       5.340789307037e-15      -3.515893067738e-16 
  780       3.245381090874e-10       2.609380582575e-12      -1.604771817804e-11       0.000000000000e+00       1.542823169093e-14       5.328470032150e-15      -3.466859954777e-16 
  781       3.253371787789e-10       2.574147105504e-12      -1.589619646430e-11       0.000000000000e+00       1.535486620948e-14       5.315886246278e-15      -3.417757692662e-16 
  782       3.261167564746e-10       2.539266476056e-12      -1.574050308734e-11       0.000000000000e+00       1.528192455948e-14       5.303038923145e-15      -3.368591222630e-16 
  783       3.268766000971e-10       2.504750473035e-12      -1.558070673017e-11       0.000000000000e+00       1.520940508505e-14       5.289929057817e-15      -3.319365529527e-16 
  784       3.276164662979e-10       2.470610966936e-12      -1.541687698725e-11       0.000000000000e+00       1.513730606881e-14       5.276557666780e-15      -3.270085641933e-16 
  785       3.283361104541e-10       2.436859920195e-12      -1.524908436758e-11       0.000000000000e+00       1.506562573157e-14       5.262925788020e-15      -3.220756632286e-16 
  786       3.290352866663e-10       2.403509387454e-12      -1.507740029779e-11       0.000000000000e+00       1.499436223213e-14       5.249034481095e-15      -3.171383617008e-16 
  787       3.297137477551e-10       2.370571515813e-12      -1.490189712528e-11       0.000000000000e+00       1.492351366696e-14       5.234884827221e-15      -3.121971756633e-16 
  788       3.303712452589e-10       2.338058545089e-12      -1.472264812131e-11       0.000000000000e+00       1.485307807001e-14       5.220477929342e-15      -3.072526255928e-16 
  789       3.310075294307e-10       2.305982808075e-12      -1.453972748413e-11       0.000000000000e+00       1.478305341240e-14       5.205814912209e-15      -3.023052364024e-16 
  790       3.316223492358e-10       2.274356730795e-12      -1.435321034206e-11       0.000000000000e+00       1.471343760220e-14       5.190896922460e-15      -2.973555374539e-16 
  791       3.322154523484e-10       2.243192832763e-12      -1.416317275660e-11       0.000000000000e+00       1.464422848416e-14       5.175725128697e-15      -2.924040625700e-16 
  792       3.327865851493e-10       2.212503727240e-12      -1.396969172559e-11       0.000000000000e+00       1.457542383946e-14       5.160300721561e-15      -2.874513500476e-16 
  793       3.333354927231e-10       2.182302121491e-12      -1.377284518623e-11       0.000000000000e+00       1.450702138543e-14       5.144624913811e-15      -2.824979426698e-16 
  794       3.338619188550e-10       2.152600817043e-12      -1.357271201827e-11       0.000000000000e+00       1.443901877536e-14       5.128698940402e-15      -2.775443877188e-16 
  795       3.343656060285e-10       2.123412709943e-12      -1.336937204708e-11       0.000000000000e+00       1.437141359814e-14       5.112524058561e-15      -2.725912369881e-16 
  796       3.348462954224e-10       2.094750791014e-12      -1.316290604677e-11       0.000000000000e+00       1.430420337812e-14       5.096101547867e-15      -2.676390467955e-16 
  797       3.353037269081e-10       2.066628146113e-12      -1.295339574327e-11       0.000000000000e+00       1.423738557475e-14       5.079432710325e-15      -2.626883779951e-16 
  798       3.357376390466e-10       2.039057956390e-12      -1.274092381749e-11       0.000000000000e+00       1.417095758241e-14       5.062518870446e-15      -2.577397959905e-16 
  799       3.361477690861e-10       2.012053498543e-12      -1.252557390839e-11       0.000000000000e+00       1.410491673009e-14       5.045361375325e-15      -2.527938707470e-16 
  800       3.365338529589e-10       1.985628145076e-12      -1.230743061610e-11       0.000000000000e+00       1.403926028118e-14       5.027961594714e-15      -2.478511768041e-16 
  801       3.368956252787e-10       1.959795364558e-12      -1.208657950503e-11       0.000000000000e+00       1.397398543318e-14       5.010320921107e-15      -2.429122932883e-16 
  802       3.372328193379e-10       1.934568721878e-12      -1.186310710697e-11       0.000000000000e+00       1.390908931748e-14       4.992440769810e-15      -2.379778039254e-16 
  803       3.375451671048e-10       1.909961878505e-12      -1.163710092423e-11       0.000000000000e+00       1.384456899905e-14       4.974322579023e-15      -2.330482970533e-16 
  804       3.378323992208e-10       1.885988592745e-12      -1.140864943270e-11       0.000000000000e+00       1.378042147626e-14       4.955967809914e-15      -2.281243656344e-16 
  805       3.380942449975e-10       1.862662719995e-12      -1.117784208498e-11       0.000000000000e+00       1.371664368055e-14       4.937377946703e-15      -2.232066072684e-16 
  806       3.383304324141e-10       1.839998213006e-12      -1.094476931351e-11       0.000000000000e+00       1.365323247622e-14       4.918554496730e-15      -2.182956242045e-16 
  807       3.385406881146e-10       1.818009122135e-12      -1.070952253366e-11       0.000000000000e+00       1.359018466016e-14       4.899498990540e-15      -2.133920233541e-16 
  808       3.387247374049e-10       1.796709595607e-12      -1.047219414682e-11       0.000000000000e+00       1.352749696160e-14       4.880212981959e-15      -2.084964163036e-16 
  809       3.388823042501e-10       1.776113879770e-12      -1.023287754356e-11       0.000000000000e+00       1.346516604184e-14       4.860698048168e-15      -2.036094193267e-16 
  810       3.390131112718e-10       1.756236319352e-12      -9.991667106667e-12       0.000000000000e+00       1.340318849401e-14       4.840955789785e-15      -1.987316533969e-16 
  811       3.391168797450e-10       1.737091357719e-12      -9.748658214324e-12       0.000000000000e+00       1.334156084281e-14       4.820987830938e-15      -1.938637442005e-16 
  812       3.391933295959e-10       1.718693537135e-12      -9.503947243177e-12       0.000000000000e+00       1.328027954425e-14       4.800795819348e-15      -1.890063221485e-16 
  813       3.392421793986e-10       1.701057499014e-12      -9.257631571456e-12       0.000000000000e+00       1.321934098540e-14       4.780381426401e-15      -1.841600223898e-16 
  814       3.392631463723e-10       1.684197984184e-12      -9.009809582080e-12       0.000000000000e+00       1.315874148414e-14       4.759746347228e-15      -1.793254848233e-16 
  815       3.392559463791e-10       1.668129833138e-12      -8.760580665773e-12       0.000000000000e+00       1.309847728887e-14       4.738892300783e-15      -1.745033541107e-16 
  816       3.392202939205e-10       1.652867986297e-12      -8.510045224163e-12       0.000000000000e+00       1.303854457830e-14       4.717821029919e-15      -1.696942796891e-16 
  817       3.391559674834e-10       1.638425103993e-12      -8.258301112268e-12       0.000000000000e+00       1.297893994224e-14       4.696534751267e-15      -1.648988248781e-16 
  818       3.390630068617e-10       1.624804379310e-12      -8.005432889978e-12       0.000000000000e+00       1.291966183389e-14       4.675037513517e-15      -1.601171923966e-16 
  819       3.389415193535e-10       1.612006597375e-12      -7.751522384740e-12       0.000000000000e+00       1.286070914300e-14       4.653333863552e-15      -1.553494939680e-16 
  820       3.387916147415e-10       1.600032503828e-12      -7.496652237257e-12       0.000000000000e+00       1.280208071696e-14       4.631428399006e-15      -1.505958407779e-16 
  821       3.386134053015e-10       1.588882804653e-12      -7.240905903959e-12       0.000000000000e+00       1.274377536066e-14       4.609325768416e-15      -1.458563434697e-16 
  822       3.384070058115e-10       1.578558166004e-12      -6.984367659467e-12       0.000000000000e+00       1.268579183628e-14       4.587030671390e-15      -1.411311121413e-16 
  823       3.381725335610e-10       1.569059214040e-12      -6.727122599069e-12       0.000000000000e+00       1.262812886314e-14       4.564547858754e-15      -1.364202563412e-16 
  824       3.379101083594e-10       1.560386534750e-12      -6.469256641185e-12       0.000000000000e+00       1.257078511756e-14       4.541882132721e-15      -1.317238850648e-16 
  825       3.376198525454e-10       1.552540673789e-12      -6.210856529837e-12       0.000000000000e+00       1.251375923265e-14       4.519038347042e-15      -1.270421067503e-16 
  826       3.373018909956e-10       1.545522136300e-12      -5.952009837121e-12       0.000000000000e+00       1.245704979816e-14       4.496021407165e-15      -1.223750292755e-16 
  827       3.369563511338e-10       1.539331386754e-12      -5.692804965671e-12       0.000000000000e+00       1.240065536029e-14       4.472836270397e-15      -1.177227599536e-16 
  828       3.365833629398e-10       1.533968848770e-12      -5.433331151135e-12       0.000000000000e+00       1.234457442156e-14       4.449487946060e-15      -1.130854055297e-16 
  829       3.361830589581e-10       1.529434904954e-12      -5.173678464639e-12       0.000000000000e+00       1.228880544061e-14       4.425981495648e-15      -1.084630721768e-16 
  830       3.357555743073e-10       1.525729896720e-12      -4.913937815259e-12       0.000000000000e+00       1.223334683202e-14       4.402322032985e-15      -1.038558654923e-16 
  831       3.353010466888e-10       1.522854124129e-12      -4.654200952489e-12       0.000000000000e+00       1.217819696619e-14       4.378514724389e-15      -9.926389049404e-17 
  832       3.348196163958e-10       1.520807845713e-12      -4.394560468710e-12       0.000000000000e+00       1.212335416913e-14       4.354564788821e-15      -9.468725161655e-17 
  833       3.343114263223e-10       1.519591278308e-12      -4.135109801664e-12       0.000000000000e+00       1.206881672228e-14       4.330477498052e-15      -9.012605270745e-17 
  834       3.337766219719e-10       1.519204596881e-12      -3.875943236914e-12       0.000000000000e+00       1.201458286238e-14       4.306258176815e-15      -8.558039702351e-17 
  835       3.332153514670e-10       1.519647934364e-12      -3.617155910325e-12       0.000000000000e+00       1.196065078129e-14       4.281912202966e-15      -8.105038722701e-17 
  836       3.326277655574e-10       1.520921381481e-12      -3.358843810523e-12       0.000000000000e+00       1.190701862579e-14       4.257445007641e-15      -7.653612538191e-17 
  837       3.320140176298e-10       1.523024986580e-12      -3.101103781369e-12       0.000000000000e+00       1.185368449746e-14       4.232862075418e-15      -7.203771295011e-17 
  838       3.313742637161e-10       1.525958755460e-12      -2.844033524430e-12       0.000000000000e+00       1.180064645245e-14       4.208168944469e-15      -6.755525078769e-17 
  839       3.307086625029e-10       1.529722651206e-12      -2.587731601446e-12       0.000000000000e+00       1.174790250137e-14       4.183371206723e-15      -6.308883914116e-17 
  840       3.300173753401e-10       1.534316594015e-12      -2.332297436796e-12       0.000000000000e+00       1.169545060909e-14       4.158474508023e-15      -5.863857764368e-17 
  841       3.293005662500e-10       1.539740461026e-12      -2.077831319976e-12       0.000000000000e+00       1.164328869459e-14       4.133484548283e-15      -5.420456531132e-17 
  842       3.285584019364e-10       1.545994086153e-12      -1.824434408061e-12       0.000000000000e+00       1.159141463074e-14       4.108407081647e-15      -4.978690053925e-17 
  843       3.277910517933e-10       1.553077259912e-12      -1.572208728175e-12       0.000000000000e+00       1.153982624420e-14       4.083247916649e-15      -4.538568109807e-17 
  844       3.269986879138e-10       1.560989729254e-12      -1.321257179965e-12       0.000000000000e+00       1.148852131522e-14       4.058012916368e-15      -4.100100412994e-17 
  845       3.261814850993e-10       1.569731197391e-12      -1.071683538065e-12       0.000000000000e+00       1.143749757744e-14       4.032707998589e-15      -3.663296614491e-17 
  846       3.253396208686e-10       1.579301323632e-12      -8.235924545696e-13       0.000000000000e+00       1.138675271777e-14       4.007339135960e-15      -3.228166301711e-17 
  847       3.244732754662e-10       1.589699723205e-12      -5.770894614992e-13       0.000000000000e+00       1.133628437621e-14       3.981912356149e-15      -2.794718998099e-17 
  848       3.235826318719e-10       1.600925967095e-12      -3.322809732729e-13       0.000000000000e+00       1.128609014566e-14       3.956433742006e-15      -2.362964162760e-17 
  849       3.226678758096e-10       1.612979581870e-12      -8.927428917609e-14       0.000000000000e+00       1.123616757174e-14       3.930909431717e-15      -1.932911190076e-17 
  850       3.217291957560e-10       1.625860049510e-12       1.518224041698e-13       0.000000000000e+00       1.118651415269e-14       3.905345618964e-15      -1.504569409338e-17 
  851       3.207667829497e-10       1.639566807239e-12       3.909000303380e-13       0.000000000000e+00       1.113712733911e-14       3.879748553085e-15      -1.077948084362e-17 
  852       3.197808314004e-10       1.654099247357e-12       6.278486206273e-13       0.000000000000e+00       1.108800453386e-14       3.854124539228e-15      -6.530564131185e-18 
  853       3.187715378974e-10       1.669456717064e-12       8.625573115924e-13       0.000000000000e+00       1.103914309185e-14       3.828479938514e-15      -2.299035273547e-18 
  854       3.177391020190e-10       1.685638518297e-12       1.094914342575e-12       0.000000000000e+00       1.099054031990e-14       3.802821168192e-15       1.915015077825e-18 
  855       3.166837261411e-10       1.702643907556e-12       1.324807053233e-12       0.000000000000e+00       1.094219347655e-14       3.777154701798e-15       6.111496941216e-18 
  856       3.156056409361e-10       1.720470505537e-12       1.552132893349e-12       0.000000000000e+00       1.089410010837e-14       3.751486303038e-15       1.029021525174e-17 
  857       3.145051823276e-10       1.739109496655e-12       1.776832663021e-12       0.000000000000e+00       1.084625906560e-14       3.725818712789e-15       1.445055061824e-17 
  858       3.133827158658e-10       1.758550347327e-12       1.998857834393e-12       0.000000000000e+00       1.079866950349e-14       3.700153922972e-15       1.859177313004e-17 
  859       3.122386113695e-10       1.778782388319e-12       2.218159590084e-12       0.000000000000e+00       1.075133054729e-14       3.674493939281e-15       2.271314760676e-17 
  860       3.110732429394e-10       1.799794814316e-12       2.434688822516e-12       0.000000000000e+00       1.070424129213e-14       3.648840781221e-15       2.681393358479e-17 
  861       3.098869889712e-10       1.821576683496e-12       2.648396133248e-12       0.000000000000e+00       1.065740080292e-14       3.623196482137e-15       3.089338530374e-17 
  862       3.086802321688e-10       1.844116917092e-12       2.859231832306e-12       0.000000000000e+00       1.061080811420e-14       3.597563089249e-15       3.495075169288e-17 
  863       3.074533595571e-10       1.867404298971e-12       3.067145937521e-12       0.000000000000e+00       1.056446223005e-14       3.571942663685e-15       3.898527635765e-17 
  864       3.062067624954e-10       1.891427475197e-12       3.272088173854e-12       0.000000000000e+00       1.051836212400e-14       3.546337280514e-15       4.299619756609e-17 
  865       3.049408366907e-10       1.916174953604e-12       3.474007972731e-12       0.000000000000e+00       1.047250673885e-14       3.520749028776e-15       4.698274823532e-17 
  866       3.036559822104e-10       1.941635103365e-12       3.672854471375e-12       0.000000000000e+00       1.042689498662e-14       3.495180011518e-15       5.094415591797e-17 
  867       3.023526034955e-10       1.967796154563e-12       3.868576512139e-12       0.000000000000e+00       1.038152574842e-14       3.469632345826e-15       5.487964278867e-17 
  868       3.010311093742e-10       1.994646197760e-12       4.061122641837e-12       0.000000000000e+00       1.033639787430e-14       3.444108162859e-15       5.878842563051e-17 
  869       2.996919130743e-10       2.022173183566e-12       4.250441111075e-12       0.000000000000e+00       1.029151018318e-14       3.418609607880e-15       6.266971582147e-17 
  870       2.983354322370e-10       2.050364922212e-12       4.436479873584e-12       0.000000000000e+00       1.024686146271e-14       3.393138840289e-15       6.652271932094e-17 
  871       2.969620889295e-10       2.079209083116e-12       4.619186585553e-12       0.000000000000e+00       1.020245046917e-14       3.367698033656e-15       7.034663665612e-17 
  872       2.955723096583e-10       2.108693194455e-12       4.798508604961e-12       0.000000000000e+00       1.015827592734e-14       3.342289375757e-15       7.414066290852e-17 
  873       2.941665253827e-10       2.138804642736e-12       4.974392990905e-12       0.000000000000e+00       1.011433653040e-14       3.316915068601e-15       7.790398770041e-17 
  874       2.927451715271e-10       2.169530672364e-12       5.146786502940e-12       0.000000000000e+00       1.007063093983e-14       3.291577328470e-15       8.163579518128e-17 
  875       2.913086879951e-10       2.200858385213e-12       5.315635600402e-12       0.000000000000e+00       1.002715778524e-14       3.266278385943e-15       8.533526401430e-17 
  876       2.898575191817e-10       2.232774740194e-12       5.480886441746e-12       0.000000000000e+00       9.983915664329e-15       3.241020485940e-15       8.900156736278e-17 
  877       2.883921139872e-10       2.265266552828e-12       5.642484883877e-12       0.000000000000e+00       9.940903142706e-15       3.215805887743e-15       9.263387287666e-17 
  878       2.869129258298e-10       2.298320494814e-12       5.800376481481e-12       0.000000000000e+00       9.898118753819e-15       3.190636865039e-15       9.623134267891e-17 
  879       2.854204126588e-10       2.331923093599e-12       5.954506486356e-12       0.000000000000e+00       9.855560998823e-15       3.165515705947e-15       9.979313335206e-17 
  880       2.839150369681e-10       2.366060731949e-12       6.104819846749e-12       0.000000000000e+00       9.813228346468e-15       3.140444713052e-15       1.033183959246e-16 
  881       2.823972658089e-10       2.400719647516e-12       6.251261206680e-12       0.000000000000e+00       9.771119232985e-15       3.115426203439e-15       1.068062758575e-16 
  882       2.808675708030e-10       2.435885932412e-12       6.393774905281e-12       0.000000000000e+00       9.729232061974e-15       3.090462508725e-15       1.102559130307e-16 
  883       2.793264281558e-10       2.471545532776e-12       6.532304976127e-12       0.000000000000e+00       9.687565204287e-15       3.065555975093e-15       1.136664417294e-16 
  884       2.777743186697e-10       2.507684248345e-12       6.666795146563e-12       0.000000000000e+00       9.646116997912e-15       3.040708963322e-15       1.170369906306e-16 
  885       2.762117277569e-10       2.544287732025e-12       6.797188837044e-12       0.000000000000e+00       9.604885747866e-15       3.015923848826e-15       1.203666827898e-16 
  886       2.746391454527e-10       2.581341489457e-12       6.923429160458e-12       0.000000000000e+00       9.563869726073e-15       2.991203021677e-15       1.236546356270e-16 
  887       2.730570664286e-10       2.618830878592e-12       7.045458921467e-12       0.000000000000e+00       9.523067171253e-15       2.966548886649e-15       1.268999609138e-16 
  888       2.714659900055e-10       2.656741109258e-12       7.163220615833e-12       0.000000000000e+00       9.482476288809e-15       2.941963863242e-15       1.301017647590e-16 
  889       2.698664201667e-10       2.695057242729e-12       7.276656429750e-12       0.000000000000e+00       9.442095250712e-15       2.917450385722e-15       1.332591475959e-16 
  890       2.682588655709e-10       2.733764191298e-12       7.385708239181e-12       0.000000000000e+00       9.401922195382e-15       2.893010903146e-15       1.363712041683e-16 
  891       2.666438395657e-10       2.772846717844e-12       7.490317609185e-12       0.000000000000e+00       9.361955227584e-15       2.868647879402e-15       1.394370235170e-16 
  892       2.650218602004e-10       2.812289435405e-12       7.590425793252e-12       0.000000000000e+00       9.322192418302e-15       2.844363793240e-15       1.424556889664e-16 
  893       2.633934502393e-10       2.852076806744e-12       7.685973732633e-12       0.000000000000e+00       9.282631804635e-15       2.820161138302e-15       1.454262781110e-16 
  894       2.617591371747e-10       2.892193143922e-12       7.776902055673e-12       0.000000000000e+00       9.243271389674e-15       2.796042423157e-15       1.483478628014e-16 
  895       2.601194292610e-10       2.932622752739e-12       7.863162803843e-12       0.000000000000e+00       9.204109381243e-15       2.772009632050e-15       1.512197803364e-16 
  896       2.584747431619e-10       2.973350369506e-12       7.944754820801e-12       0.000000000000e+00       9.165144912582e-15       2.748062597441e-15       1.540424519123e-16 
  897       2.568254751491e-10       3.014360730543e-12       8.021688939292e-12       0.000000000000e+00       9.126377333191e-15       2.724200600979e-15       1.568165774971e-16 
  898       2.551720249836e-10       3.055638427550e-12       8.093976307857e-12       0.000000000000e+00       9.087805970971e-15       2.700422910340e-15       1.595428658635e-16 
  899       2.535147959256e-10       3.097167907191e-12       8.161628391922e-12       0.000000000000e+00       9.049430132140e-15       2.676728779172e-15       1.622220346149e-16 
  900       2.518541947437e-10       3.138933470694e-12       8.224656974883e-12       0.000000000000e+00       9.011249101160e-15       2.653117447051e-15       1.648548102133e-16 
  901       2.501906317248e-10       3.180919273435e-12       8.283074159193e-12       0.000000000000e+00       8.973262140654e-15       2.629588139434e-15       1.674419280060e-16 
  902       2.485245206833e-10       3.223109324536e-12       8.336892367448e-12       0.000000000000e+00       8.935468491332e-15       2.606140067608e-15       1.699841322524e-16 
  903       2.468562789709e-10       3.265487486451e-12       8.386124343476e-12       0.000000000000e+00       8.897867371911e-15       2.582772428646e-15       1.724821761518e-16 
  904       2.451863274858e-10       3.308037474562e-12       8.430783153424e-12       0.000000000000e+00       8.860457979033e-15       2.559484405354e-15       1.749368218693e-16 
  905       2.435150906827e-10       3.350742856768e-12       8.470882186841e-12       0.000000000000e+00       8.823239487192e-15       2.536275166229e-15       1.773488405642e-16 
  906       2.418429965819e-10       3.393587053078e-12       8.506435157769e-12       0.000000000000e+00       8.786211048650e-15       2.513143865407e-15       1.797190124157e-16 
  907       2.401704767792e-10       3.436553335202e-12       8.537456105827e-12       0.000000000000e+00       8.749371793365e-15       2.490089642617e-15       1.820481266510e-16 
  908       2.384979664550e-10       3.479624826142e-12       8.563959397301e-12       0.000000000000e+00       8.712720828905e-15       2.467111623133e-15       1.843369815719e-16 
  909       2.368259043843e-10       3.522784499784e-12       8.585959726228e-12       0.000000000000e+00       8.676257240376e-15       2.444208917726e-15       1.865863845816e-16 
  910       2.351547329459e-10       3.566015180491e-12       8.603472115483e-12       0.000000000000e+00       8.639980090341e-15       2.421380622616e-15       1.887971522123e-16 
  911       2.334848981321e-10       3.609299542693e-12       8.616511917867e-12       0.000000000000e+00       8.603888418738e-15       2.398625819425e-15       1.909701101519e-16 
  912       2.318168495583e-10       3.652620110479e-12       8.625094817194e-12       0.000000000000e+00       8.567981242809e-15       2.375943575127e-15       1.931060932710e-16 
  913       2.301510404723e-10       3.695959257188e-12       8.629236829376e-12       0.000000000000e+00       8.532257557014e-15       2.353332942005e-15       1.952059456502e-16 
  914       2.284879277639e-10       3.739299205001e-12       8.628954303512e-12       0.000000000000e+00       8.496716332957e-15       2.330792957595e-15       1.972705206069e-16 
  915       2.268279719748e-10       3.782622024534e-12       8.624263922975e-12       0.000000000000e+00       8.461356519308e-15       2.308322644649e-15       1.993006807225e-16 
  916       2.251716373074e-10       3.825909634428e-12       8.615182706494e-12       0.000000000000e+00       8.426177041720e-15       2.285921011076e-15       2.012972978693e-16 
  917       2.235193916352e-10       3.869143800940e-12       8.601728009249e-12       0.000000000000e+00       8.391176802754e-15       2.263587049902e-15       2.032612532378e-16 
  918       2.218717065116e-10       3.912306137538e-12       8.583917523951e-12       0.000000000000e+00       8.356354681802e-15       2.241319739222e-15       2.051934373634e-16 
  919       2.202290571799e-10       3.955378104487e-12       8.561769281930e-12       0.000000000000e+00       8.321709535002e-15       2.219118042144e-15       2.070947501537e-16 
  920       2.185919225826e-10       3.998341008446e-12       8.535301654226e-12       0.000000000000e+00       8.287240195169e-15       2.196980906754e-15       2.089661009156e-16 
  921       2.169607853711e-10       4.041176002056e-12       8.504533352671e-12       0.000000000000e+00       8.252945471706e-15       2.174907266055e-15       2.108084083820e-16 
