# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.045e-06 to 1.08254 h/Mpc,
# number of wavenumbers equal to 603
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       3.653021668233e-02       8.121177222094e-02      -4.387393071784e+03      -4.415834430401e+03       8.273547122322e-02      -4.410138766922e+03       1.721646307383e-01       1.721646307383e-01 
       3.669926881760e-02       8.085260272136e-02      -4.408424267493e+03      -4.437103002346e+03       8.236956221763e-02      -4.431364379874e+03       1.714031567057e-01       1.714031567057e-01 
       3.686938928832e-02       8.049401146677e-02      -4.429571120913e+03      -4.458486983486e+03       8.200424234322e-02      -4.452705406562e+03       1.706429111903e-01       1.706429111903e-01 
       3.704061276955e-02       8.013597010336e-02      -4.450838953722e+03      -4.479991653665e+03       8.163948271458e-02      -4.474167131750e+03       1.698838341091e-01       1.698838341091e-01 
       3.721297541440e-02       7.977844972641e-02      -4.472233340018e+03      -4.501622543325e+03       8.127525388503e-02      -4.495755091008e+03       1.691258642124e-01       1.691258642124e-01 
       3.738651493656e-02       7.942142030964e-02      -4.493760089960e+03      -4.523385417614e+03       8.091152526534e-02      -4.517475054750e+03       1.683689378744e-01       1.683689378744e-01 
       3.756127069862e-02       7.906485045348e-02      -4.515425251588e+03      -4.545286278196e+03       8.054826486721e-02      -4.539333030052e+03       1.676129885585e-01       1.676129885585e-01 
       3.773728380669e-02       7.870870822932e-02      -4.537235177418e+03      -4.567331429044e+03       8.018544016341e-02      -4.561335326543e+03       1.668579486085e-01       1.668579486085e-01 
       3.791459721184e-02       7.835296006284e-02      -4.559196479153e+03      -4.589527431903e+03       7.982301695014e-02      -4.583488511766e+03       1.661037468802e-01       1.661037468802e-01 
       3.809325581900e-02       7.799757131036e-02      -4.581316081613e+03      -4.611881159538e+03       7.946095993421e-02      -4.605799464521e+03       1.653503099641e-01       1.653503099641e-01 
       3.827330660393e-02       7.764250596809e-02      -4.603601227971e+03      -4.634399801024e+03       7.909923243677e-02      -4.628275380136e+03       1.645975615688e-01       1.645975615688e-01 
       3.845479873899e-02       7.728772648739e-02      -4.626059492381e+03      -4.657090874350e+03       7.873779620521e-02      -4.650923783080e+03       1.638454221294e-01       1.638454221294e-01 
       3.863778372858e-02       7.693319421897e-02      -4.648698832791e+03      -4.679962278621e+03       7.837661186564e-02      -4.673752579239e+03       1.630938097495e-01       1.630938097495e-01 
       3.882231555503e-02       7.657886873061e-02      -4.671527577650e+03      -4.703022281098e+03       7.801563822780e-02      -4.696770042908e+03       1.623426387547e-01       1.623426387547e-01 
       3.900845083599e-02       7.622470770005e-02      -4.694554448812e+03      -4.726279539927e+03       7.765483217593e-02      -4.719984839544e+03       1.615918194655e-01       1.615918194655e-01 
       3.919624899445e-02       7.587066762671e-02      -4.717788638676e+03      -4.749743180316e+03       7.729414939390e-02      -4.743406102068e+03       1.608412597067e-01       1.608412597067e-01 
       3.938577244254e-02       7.551670306849e-02      -4.741239798510e+03      -4.773422783346e+03       7.693354358769e-02      -4.767043419600e+03       1.600908631896e-01       1.600908631896e-01 
       3.957708678044e-02       7.516276623187e-02      -4.764918050345e+03      -4.797328397800e+03       7.657296606772e-02      -4.790906849302e+03       1.593405286423e-01       1.593405286423e-01 
       3.977026101202e-02       7.480880778369e-02      -4.788834080563e+03      -4.821470632619e+03       7.621236657594e-02      -4.815007008977e+03       1.585901515317e-01       1.585901515317e-01 
       3.996536777884e-02       7.445477588764e-02      -4.812999123689e+03      -4.845860641211e+03       7.585169230422e-02      -4.839355061302e+03       1.578396220207e-01       1.578396220207e-01 
       4.016248361431e-02       7.410061647968e-02      -4.837425029408e+03      -4.870510187741e+03       7.549088817495e-02      -4.863962780212e+03       1.570888255522e-01       1.570888255522e-01 
       4.036168922034e-02       7.374627314763e-02      -4.862124308943e+03      -4.895431693183e+03       7.512989671836e-02      -4.888842596995e+03       1.563376425944e-01       1.563376425944e-01 
       4.056306976856e-02       7.339168674633e-02      -4.887110168650e+03      -4.920638268653e+03       7.476865768045e-02      -4.914007633642e+03       1.555859478244e-01       1.555859478244e-01 
       4.076671522915e-02       7.303679544722e-02      -4.912396577771e+03      -4.946143782596e+03       7.440710807356e-02      -4.939471770117e+03       1.548336102344e-01       1.548336102344e-01 
       4.097272072990e-02       7.268153433134e-02      -4.937998311665e+03      -4.971962903720e+03       7.404518176166e-02      -4.965249687315e+03       1.540804922683e-01       1.540804922683e-01 
       4.118118694924e-02       7.232583536979e-02      -4.963931027935e+03      -4.998111176422e+03       7.368280944049e-02      -4.991356942574e+03       1.533264497812e-01       1.533264497812e-01 
       4.139222054687e-02       7.196962711834e-02      -4.990211330649e+03      -5.024605084548e+03       7.331991832645e-02      -5.017810033495e+03       1.525713313919e-01       1.525713313919e-01 
       4.160593463646e-02       7.161283444112e-02      -5.016856844792e+03      -5.051462125202e+03       7.295643187511e-02      -5.044626471819e+03       1.518149778973e-01       1.518149778973e-01 
       4.182244930534e-02       7.125537828870e-02      -5.043886303822e+03      -5.078700895633e+03       7.259226955508e-02      -5.071824870402e+03       1.510572218025e-01       1.510572218025e-01 
       4.204189218688e-02       7.089717545189e-02      -5.071319646351e+03      -5.106341189066e+03       7.222734659725e-02      -5.099425039140e+03       1.502978867992e-01       1.502978867992e-01 
       4.226439909188e-02       7.053813814321e-02      -5.099178112272e+03      -5.134404090035e+03       7.186157356842e-02      -5.127448080403e+03       1.495367868787e-01       1.495367868787e-01 
       4.249011470651e-02       7.017817370174e-02      -5.127484360957e+03      -5.162912091648e+03       7.149485607056e-02      -5.155916506407e+03       1.487737257066e-01       1.487737257066e-01 
       4.271919336514e-02       6.981718416897e-02      -5.156262595310e+03      -5.191889218558e+03       7.112709430877e-02      -5.184854362319e+03       1.480084957238e-01       1.480084957238e-01 
       4.295179990778e-02       6.945506587041e-02      -5.185538703181e+03      -5.221361167228e+03       7.075818266501e-02      -5.214287366655e+03       1.472408772607e-01       1.472408772607e-01 
       4.318811063338e-02       6.909170900144e-02      -5.215340418666e+03      -5.251355465859e+03       7.038800927616e-02      -5.244243071373e+03       1.464706376590e-01       1.464706376590e-01 
       4.342831436189e-02       6.872699697394e-02      -5.245697487285e+03      -5.281901638245e+03       7.001645536850e-02      -5.274751025891e+03       1.456975298873e-01       1.456975298873e-01 
       4.367261362007e-02       6.836080589177e-02      -5.276641865917e+03      -5.313031401988e+03       6.964339472324e-02      -5.305842975503e+03       1.449212914300e-01       1.449212914300e-01 
       4.392122596848e-02       6.799300397479e-02      -5.308207947765e+03      -5.344778891590e+03       6.926869308981e-02      -5.337553084695e+03       1.441416430668e-01       1.441416430668e-01 
       4.417438548989e-02       6.762345070110e-02      -5.340432798222e+03      -5.377180892365e+03       6.889220731199e-02      -5.369918171295e+03       1.433582870546e-01       1.433582870546e-01 
       4.443234446291e-02       6.725199604979e-02      -5.373356436183e+03      -5.410277119377e+03       6.851378455650e-02      -5.402977985695e+03       1.425709055237e-01       1.425709055237e-01 
       4.469537524857e-02       6.687847958705e-02      -5.407022146529e+03      -5.444110527345e+03       6.813326138192e-02      -5.436775521062e+03       1.417791585403e-01       1.417791585403e-01 
       4.496377242255e-02       6.650272946497e-02      -5.441476835995e+03      -5.478727663507e+03       6.775046271876e-02      -5.471357366562e+03       1.409826819857e-01       1.409826819857e-01 
       4.523785519170e-02       6.612456120339e-02      -5.476771429526e+03      -5.514179060708e+03       6.736520062845e-02      -5.506774100844e+03       1.401810849744e-01       1.401810849744e-01 
       4.551797014047e-02       6.574377636985e-02      -5.512961325763e+03      -5.550519689119e+03       6.697727295853e-02      -5.543080744199e+03       1.393739470570e-01       1.393739470570e-01 
       4.580449436161e-02       6.536016124120e-02      -5.550106930370e+03      -5.587809485124e+03       6.658646197920e-02      -5.580337287991e+03       1.385608153836e-01       1.385608153836e-01 
       4.609783903582e-02       6.497348487484e-02      -5.588274231814e+03      -5.626113922428e+03       6.619253241836e-02      -5.618609266308e+03       1.377412006168e-01       1.377412006168e-01 
       4.639845353793e-02       6.458349737612e-02      -5.627535502157e+03      -5.665504707086e+03       6.579522969652e-02      -5.657968451684e+03       1.369145732594e-01       1.369145732594e-01 
       4.670683016277e-02       6.418992755549e-02      -5.667970073247e+03      -5.706060547439e+03       6.539427754001e-02      -5.698493625777e+03       1.360803586896e-01       1.360803586896e-01 
       4.702350958312e-02       6.379248048855e-02      -5.709665255447e+03      -5.747868065447e+03       6.498937549533e-02      -5.740271491577e+03       1.352379319895e-01       1.352379319895e-01 
       4.734908717592e-02       6.339083444379e-02      -5.752717379656e+03      -5.791022830486e+03       6.458019579918e-02      -5.783397708169e+03       1.343866114341e-01       1.343866114341e-01 
       4.768422038252e-02       6.298463764796e-02      -5.797233038628e+03      -5.835630590877e+03       6.416638008321e-02      -5.827978123418e+03       1.335256516355e-01       1.335256516355e-01 
       4.802963730540e-02       6.257350413154e-02      -5.843330500210e+03      -5.881808676294e+03       6.374753514158e-02      -5.874130177638e+03       1.326542347370e-01       1.326542347370e-01 
       4.838614678980e-02       6.215700923429e-02      -5.891141396064e+03      -5.929687673649e+03       6.332322835221e-02      -5.921984580971e+03       1.317714608873e-01       1.317714608873e-01 
       4.875465029651e-02       6.173468408458e-02      -5.940812684871e+03      -5.979413375793e+03       6.289298205251e-02      -5.971687263758e+03       1.308763365380e-01       1.308763365380e-01 
       4.913615594494e-02       6.130600921539e-02      -5.992508981714e+03      -6.031149094077e+03       6.245626703565e-02      -6.023401691024e+03       1.299677609116e-01       1.299677609116e-01 
       4.953179519762e-02       6.087040688166e-02      -6.046415307213e+03      -6.085078388236e+03       6.201249472379e-02      -6.077311594536e+03       1.290445097156e-01       1.290445097156e-01 
       4.994284277446e-02       6.042723201041e-02      -6.102740367695e+03      -6.141408324530e+03       6.156100794838e-02      -6.133624233394e+03       1.281052159575e-01       1.281052159575e-01 
       5.037074053392e-02       5.997576126840e-02      -6.161720462976e+03      -6.200373358450e+03       6.110106981275e-02      -6.192574279478e+03       1.271483467681e-01       1.271483467681e-01 
       5.081712624805e-02       5.951517989644e-02      -6.223624169597e+03      -6.262239989595e+03       6.063185027931e-02      -6.254428475341e+03       1.261721754889e-01       1.261721754889e-01 
       5.128386844024e-02       5.904456571766e-02      -6.288757967757e+03      -6.327312357105e+03       6.015240987779e-02      -6.319491232868e+03       1.251747477661e-01       1.251747477661e-01 
       5.177310876232e-02       5.856286965506e-02      -6.357473028175e+03      -6.395938991988e+03       5.966167985708e-02      -6.388111388970e+03       1.241538402404e-01       1.241538402404e-01 
       5.228731377699e-02       5.806889162479e-02      -6.430173391742e+03      -6.468520960572e+03       5.915843762605e-02      -6.460690352232e+03       1.231069094288e-01       1.231069094288e-01 
       5.282933849962e-02       5.756125101836e-02      -6.507325892280e+03      -6.545521751037e+03       5.864127668169e-02      -6.537691992154e+03       1.220310291277e-01       1.220310291277e-01 
       5.340250465290e-02       5.703834959589e-02      -6.589472109374e+03      -6.627479194811e+03       5.810856880570e-02      -6.619654561901e+03       1.209228117160e-01       1.209228117160e-01 
       5.401069730223e-02       5.649832517733e-02      -6.677242788041e+03      -6.715019866497e+03       5.755841688613e-02      -6.707205097058e+03       1.197783099329e-01       1.197783099329e-01 
       5.465848433890e-02       5.593899334436e-02      -6.771375100539e+03      -6.808876351468e+03       5.698859552449e-02      -6.801076677257e+03       1.185928932152e-01       1.185928932152e-01 
       5.535126406421e-02       5.535777364928e-02      -6.872733041836e+03      -6.909907695550e+03       5.639647585862e-02      -6.902128861469e+03       1.173610911516e-01       1.173610911516e-01 
       5.609544665679e-02       5.475159579097e-02      -6.982330958530e+03      -7.019123076636e+03       5.577892997595e-02      -7.011371330599e+03       1.160763944135e-01       1.160763944135e-01 
       5.689867503489e-02       5.411678089869e-02      -7.101359648379e+03      -7.137708202408e+03       5.513220996656e-02      -7.129990231336e+03       1.147310028349e-01       1.147310028349e-01 
       5.777008844238e-02       5.344889157025e-02      -7.231213028715e+03      -7.267052546020e+03       5.445179514259e-02      -7.259375316103e+03       1.133155071329e-01       1.133155071329e-01 
       5.872062581347e-02       5.274254512790e-02      -7.373510801856e+03      -7.408773035023e+03       5.373220178292e-02      -7.401143466725e+03       1.118184924817e-01       1.118184924817e-01 
       5.976335158407e-02       5.199118824860e-02      -7.530107752693e+03      -7.564725131752e+03       5.296675352433e-02      -7.557149495836e+03       1.102260599609e-01       1.102260599609e-01 
       6.091375723611e-02       5.118683984813e-02      -7.703071656930e+03      -7.736983754063e+03       5.214731940624e-02      -7.729466607306e+03       1.085212803879e-01       1.085212803879e-01 
       6.218993722181e-02       5.031983376468e-02      -7.894598180206e+03      -7.927763094212e+03       5.126405170614e-02      -7.920305477772e+03       1.066836473501e-01       1.066836473501e-01 
       6.361244697822e-02       4.937864177757e-02      -8.106811873817e+03      -8.139225275612e+03       5.030520561276e-02      -8.131821784731e+03       1.046887002115e-01       1.046887002115e-01 
       6.520352441264e-02       4.834994879106e-02      -8.341383400919e+03      -8.373108639365e+03       4.925721579500e-02      -8.365742891643e+03       1.025081816682e-01       1.025081816682e-01 
       6.698524232683e-02       4.721929128542e-02      -8.598895825650e+03      -8.630107997074e+03       4.810534681778e-02      -8.622746123126e+03       1.001113902253e-01       1.001113902253e-01 
       6.897621259809e-02       4.597270645874e-02      -8.877964750426e+03      -8.909008021827e+03       4.683537324573e-02      -8.901590360623e+03       9.746867778172e-02       9.746867778172e-02 
       7.118696510608e-02       4.459979795776e-02      -9.174319547040e+03      -9.205767936302e+03       4.543670298075e-02      -9.198200464663e+03       9.455795509348e-02       9.455795509348e-02 
       7.361525102553e-02       4.309809175342e-02      -9.480364648871e+03      -9.513062387096e+03       4.390681503583e-02      -9.505211441872e+03       9.137393847192e-02       9.137393847192e-02 
       7.624371338323e-02       4.147743854180e-02      -9.785901426224e+03      -9.820948500526e+03       4.225574476211e-02      -9.812643783289e+03       8.793749905108e-02       8.793749905108e-02 
       7.904209482764e-02       3.976226496518e-02      -1.008028118527e+04      -1.011893782614e+04       4.050837748972e-02      -1.010998733545e+04       8.430044837603e-02       8.430044837603e-02 
       8.197359076513e-02       3.799001808700e-02      -1.035531008800e+04      -1.039882563454e+04       3.870286384098e-02      -1.038904146306e+04       8.054224243818e-02       8.054224243818e-02 
       8.500216449796e-02       3.620621132732e-02      -1.060759227563e+04      -1.065699927007e+04       3.688557255299e-02      -1.064622810138e+04       7.675946747576e-02       7.675946747576e-02 
       8.809755816322e-02       3.445813399508e-02      -1.083937198011e+04      -1.089529944718e+04       3.510468171483e-02      -1.088344983252e+04       7.305248486520e-02       7.305248486520e-02 
       9.123701290836e-02       3.278918266734e-02      -1.105784448302e+04      -1.112039188526e+04       3.340440352164e-02      -1.110745232064e+04       6.951339449547e-02       6.951339449547e-02 
       9.440466834718e-02       3.123470926092e-02      -1.127348475619e+04      -1.134217616718e+04       3.182075424960e-02      -1.132822123120e+04       6.621721865025e-02       6.621721865025e-02 
       9.759002126123e-02       2.981948011453e-02      -1.149799721565e+04      -1.157181706012e+04       3.037896555681e-02      -1.155700151487e+04       6.321650759830e-02       6.321650759830e-02 
       1.007863421125e-01       2.855657591064e-02      -1.174231879317e+04      -1.181981887758e+04       2.909236373618e-02      -1.180436130912e+04       6.053900537477e-02       6.053900537477e-02 
       1.039894083319e-01       2.744753588205e-02      -1.201494130362e+04      -1.209440180294e+04       2.796251665898e-02      -1.207856039389e+04       5.818795775558e-02       5.818795775558e-02 
       1.071966045593e-01       2.648353626206e-02      -1.232070647395e+04      -1.240032922920e+04       2.698043440977e-02      -1.238437287837e+04       5.614461587402e-02       5.614461587402e-02 
       1.104063237269e-01       2.564735614986e-02      -1.266014912848e+04      -1.273825948452e+04       2.612857213723e-02      -1.272243779622e+04       5.437241107418e-02       5.437241107418e-02 
       1.136175830472e-01       2.491585382316e-02      -1.302940339581e+04      -1.310463692378e+04       2.538335294204e-02      -1.308915256680e+04       5.282221281432e-02       5.282221281432e-02 
       1.168297831787e-01       2.426267910276e-02      -1.342064022380e+04      -1.349209313260e+04       2.471793124582e-02      -1.347707969720e+04       5.143808699703e-02       5.143808699703e-02 
       1.200425591671e-01       2.366097332179e-02      -1.382296693941e+04      -1.389029361285e+04       2.410494352133e-02      -1.387580139677e+04       5.016302724622e-02       5.016302724622e-02 
       1.232556889190e-01       2.308583797673e-02      -1.422368338087e+04      -1.428713081196e+04       2.351902334499e-02      -1.427312201548e+04       4.894419440798e-02       4.894419440798e-02 
       1.264690372696e-01       2.251637982037e-02      -1.460975163594e+04      -1.467012786238e+04       2.293888491944e-02      -1.465648157858e+04       4.773725631349e-02       4.773725631349e-02 
       1.296825218995e-01       2.193717131177e-02      -1.496930300323e+04      -1.502788413399e+04       2.234881095563e-02      -1.501441041198e+04       4.650948609611e-02       4.650948609611e-02 
       1.328960926029e-01       2.133902043437e-02      -1.529299328229e+04      -1.535138050073e+04       2.173943693710e-02      -1.533784176224e+04       4.524139436600e-02       4.524139436600e-02 
       1.361097186874e-01       2.071902354077e-02      -1.557503617511e+04      -1.563497943289e+04       2.110780493332e-02      -1.562111674674e+04       4.392683959147e-02       4.392683959147e-02 
       1.393233813221e-01       2.007996773153e-02      -1.581379641460e+04      -1.587700484947e+04       2.045675472228e-02      -1.586256608901e+04       4.257175803367e-02       4.257175803367e-02 
       1.425370688908e-01       1.942922669512e-02      -1.601189340830e+04      -1.607985346911e+04       1.979379885629e-02      -1.606462024503e+04       4.119181882414e-02       4.119181882414e-02 
       1.457507741702e-01       1.877733705151e-02      -1.617583384169e+04      -1.624965468929e+04       1.912967223009e-02      -1.623346516372e+04       3.980940122843e-02       3.980940122843e-02 
       1.489644926167e-01       1.813644390840e-02      -1.631524093524e+04      -1.639554313576e+04       1.847674840803e-02      -1.637830835446e+04       3.845029466304e-02       3.845029466304e-02 
       1.521782213255e-01       1.751878132045e-02      -1.644177978633e+04      -1.652863813304e+04       1.784749151551e-02      -1.651035028572e+04       3.714047317192e-02       3.714047317192e-02 
       1.553919583975e-01       1.693531658923e-02      -1.656789327434e+04      -1.666083838164e+04       1.725307505667e-02      -1.664157032655e+04       3.590321805679e-02       3.590321805679e-02 
       1.586057025546e-01       1.639466087519e-02      -1.670547932919e+04      -1.680355620591e+04       1.670227205513e-02      -1.678345255367e+04       3.475680612874e-02       3.475680612874e-02 
       1.618194529049e-01       1.590231903344e-02      -1.686464673704e+04      -1.696652250973e+04       1.620069079933e-02      -1.694578345662e+04       3.371291826160e-02       3.371291826160e-02 
       1.650332087999e-01       1.546032448046e-02      -1.705268688716e+04      -1.715679487863e+04       1.575040285895e-02      -1.713565470843e+04       3.277586534637e-02       3.277586534637e-02 
       1.682469697463e-01       1.506726703513e-02      -1.727337785983e+04      -1.737808179779e+04       1.534997146285e-02      -1.735678446876e+04       3.194264836866e-02       3.194264836866e-02 
       1.714607353526e-01       1.471867745825e-02      -1.752669460634e+04      -1.763045516077e+04       1.499484327962e-02      -1.760922961691e+04       3.120377549992e-02       3.120377549992e-02 
       1.746745052953e-01       1.440769250506e-02      -1.780894380126e+04      -1.791047003370e+04       1.467802598196e-02      -1.788950781435e+04       3.054467442478e-02       3.054467442478e-02 
       1.778882792984e-01       1.412589661406e-02      -1.811328494471e+04      -1.821165549036e+04       1.439094576495e-02      -1.819109287680e+04       2.994747939252e-02       2.994747939252e-02 
       1.811020571202e-01       1.386422903750e-02      -1.843055576358e+04      -1.852529833588e+04       1.412437153358e-02      -1.850520471365e+04       2.939295697223e-02       2.939295697223e-02 
       1.843158385450e-01       1.361484940944e-02      -1.875167717913e+04      -1.884279107862e+04       1.387031551568e-02      -1.882316542523e+04       2.886446405506e-02       2.886446405506e-02 
       1.875296233772e-01       1.336976687555e-02      -1.906593861947e+04      -1.915388580472e+04       1.362063667676e-02      -1.913465855238e+04       2.834504207188e-02       2.834504207188e-02 
       1.907434114377e-01       1.312157204415e-02      -1.936202043983e+04      -1.944766905852e+04       1.336778642483e-02      -1.942871102316e+04       2.781897019472e-02       2.781897019472e-02 
       1.939572025616e-01       1.286568494818e-02      -1.963156279516e+04      -1.971607691221e+04       1.310709877533e-02      -1.969721551129e+04       2.727653280424e-02       2.727653280424e-02 
       1.971709965959e-01       1.259979886929e-02      -1.986896266856e+04      -1.995367390465e+04       1.283622373139e-02      -1.993471223768e+04       2.671283979402e-02       2.671283979402e-02 
       2.003847933982e-01       1.232392202081e-02      -2.007200443740e+04      -2.015827231582e+04       1.255516974001e-02      -2.013900980939e+04       2.612791430176e-02       2.612791430176e-02 
       2.035985928357e-01       1.204011883301e-02      -2.024201262869e+04      -2.033108826137e+04       1.226604010756e-02      -2.031134075188e+04       2.552614311028e-02       2.552614311028e-02 
       2.068123947843e-01       1.175198906572e-02      -2.038348223191e+04      -2.047638886030e+04       1.197250231886e-02      -2.045600617354e+04       2.491517091287e-02       2.491517091287e-02 
       2.100261991274e-01       1.146399925364e-02      -2.050328964746e+04      -2.060073115189e+04       1.167910691630e-02      -2.057961058049e+04       2.430448137821e-02       2.430448137821e-02 
       2.132400057558e-01       1.118081414992e-02      -2.060969413550e+04      -2.071199925331e+04       1.139060637783e-02      -2.069009379430e+04       2.370397824971e-02       2.370397824971e-02 
       2.164538145670e-01       1.090675308783e-02      -2.071135967476e+04      -2.081846572367e+04       1.111140125935e-02      -2.079578648172e+04       2.312283146619e-02       2.312283146619e-02 
       2.196676254642e-01       1.064542894205e-02      -2.081655223123e+04      -2.092802801132e+04       1.084517236733e-02      -2.090464076685e+04       2.256871070214e-02       2.256871070214e-02 
       2.228814383567e-01       1.039955476669e-02      -2.093255004067e+04      -2.104765371461e+04       1.059468375918e-02      -2.102367024515e+04       2.204737474994e-02       2.204737474994e-02 
       2.260952531587e-01       1.017085845055e-02      -2.106520815777e+04      -2.118297264837e+04       1.036169579295e-02      -2.115853791374e+04       2.156249027922e-02       2.156249027922e-02 
       2.293090697894e-01       9.960045796764e-03      -2.121859336975e+04      -2.133792947460e+04       1.014692751484e-02      -2.131320616411e+04       2.111555361171e-02       2.111555361171e-02 
       2.325228881723e-01       9.766788221554e-03      -2.139465710460e+04      -2.151446330905e+04       9.950044132114e-03      -2.148961544670e+04       2.070586499752e-02       2.070586499752e-02 
       2.357367082354e-01       9.589754117457e-03      -2.159299935737e+04      -2.171226728196e+04       9.769688973141e-03      -2.168744457756e+04       2.033059570715e-02       2.033059570715e-02 
       2.389505299104e-01       9.426724355151e-03      -2.181083554607e+04      -2.192874102844e+04       9.603601167149e-03      -2.190406546435e+04       1.998503367224e-02       1.998503367224e-02 
       2.421643531327e-01       9.274818921390e-03      -2.204326665467e+04      -2.215923843703e+04       9.448846546625e-03      -2.213479424574e+04       1.966306482967e-02       1.966306482967e-02 
       2.453781778411e-01       9.130821899386e-03      -2.228387067930e+04      -2.239763129111e+04       9.302148737465e-03      -2.237345906758e+04       1.935786296000e-02       1.935786296000e-02 
       2.485920039775e-01       8.991549403325e-03      -2.252552193474e+04      -2.263709832356e+04       9.160264008132e-03      -2.261319358459e+04       1.906267051222e-02       1.906267051222e-02 
       2.518058314871e-01       8.854184259055e-03      -2.276126429752e+04      -2.287096877708e+04       9.020322238951e-03      -2.284728486368e+04       1.877150877962e-02       1.877150877962e-02 
       2.550196603175e-01       8.716513119112e-03      -2.298505673482e+04      -2.309344161659e+04       8.880068492329e-03      -2.306989645528e+04       1.847968103300e-02       1.847968103300e-02 
       2.582334904191e-01       8.577039676318e-03      -2.319227762528e+04      -2.330006925016e+04       8.737978353623e-03      -2.327655515816e+04       1.818401275545e-02       1.818401275545e-02 
       2.614473217447e-01       8.434989540310e-03      -2.337997492172e+04      -2.348799450980e+04       8.593262899161e-03      -2.346438996937e+04       1.788286197973e-02       1.788286197973e-02 
       2.646611542495e-01       8.290249120778e-03      -2.354693190681e+04      -2.365601156343e+04       8.445806430043e-03      -2.363219372745e+04       1.757598952606e-02       1.757598952606e-02 
       2.678749878908e-01       8.143279913596e-03      -2.369363732895e+04      -2.380453960249e+04       8.296079145249e-03      -2.378039625846e+04       1.726437694334e-02       1.726437694334e-02 
       2.710888226280e-01       7.995028090171e-03      -2.382220692698e+04      -2.393555552844e+04       8.145045028415e-03      -2.391099535592e+04       1.695003439158e-02       1.695003439158e-02 
       2.743026584222e-01       7.846823373396e-03      -2.393623538587e+04      -2.405246315905e+04       7.994058819483e-03      -2.402742335761e+04       1.663578575916e-02       1.663578575916e-02 
       2.775164952366e-01       7.700248313839e-03      -2.404051429569e+04      -2.415983246725e+04       7.844732831105e-03      -2.413428316974e+04       1.632499102172e-02       1.632499102172e-02 
       2.807303330360e-01       7.556967205135e-03      -2.414056671009e+04      -2.426295710932e+04       7.698762647479e-03      -2.423690237264e+04       1.602118307233e-02       1.602118307233e-02 
       2.839441717866e-01       7.418526885877e-03      -2.424201737353e+04      -2.436724695899e+04       7.557724183233e-03      -2.434072248327e+04       1.572764502613e-02       1.572764502613e-02 
       2.871580114563e-01       7.286165572329e-03      -2.434990406514e+04      -2.447755898746e+04       7.422878925309e-03      -2.445062701025e+04       1.544700465804e-02       1.544700465804e-02 
       2.903718520146e-01       7.160673578599e-03      -2.446808280924e+04      -2.459761754128e+04       7.295032037659e-03      -2.457035957169e+04       1.518093897132e-02       1.518093897132e-02 
       2.935856934320e-01       7.042338074821e-03      -2.459886513038e+04      -2.472966105961e+04       7.174476082633e-03      -2.470216925281e+04       1.493005706266e-02       1.493005706266e-02 
       2.967995356805e-01       6.930975920195e-03      -2.474294527764e+04      -2.487437261521e+04       7.061024471489e-03      -2.484674065428e+04       1.469396983152e-02       1.469396983152e-02 
       3.000133787332e-01       6.826030206299e-03      -2.489957523956e+04      -2.503105216917e+04       6.954109821955e-03      -2.500336652330e+04       1.447149485531e-02       1.447149485531e-02 
       3.032272225645e-01       6.726690942334e-03      -2.506687465546e+04      -2.519791828032e+04       6.852906911612e-03      -2.517025064296e+04       1.426091251111e-02       1.426091251111e-02 
       3.064410671497e-01       6.632004256745e-03      -2.524215363628e+04      -2.537241839541e+04       6.756443932574e-03      -2.534481996921e+04       1.406019778100e-02       1.406019778100e-02 
       3.096549124651e-01       6.540953977015e-03      -2.542217985861e+04      -2.555148055966e+04       6.663685606034e-03      -2.552397864677e+04       1.386719349568e-02       1.386719349568e-02 
       3.128687584883e-01       6.452520769001e-03      -2.560339530543e+04      -2.573171358785e+04       6.573593434928e-03      -2.570431068405e+04       1.367973597607e-02       1.367973597607e-02 
       3.160826051975e-01       6.365736323432e-03      -2.578214082959e+04      -2.590961555406e+04       6.485180910166e-03      -2.588229086768e+04       1.349577012905e-02       1.349577012905e-02 
       3.192964525718e-01       6.279746742703e-03      -2.595494412614e+04      -2.608184770058e+04       6.397578089020e-03      -2.605456076599e+04       1.331348399073e-02       1.331348399073e-02 
       3.225103005914e-01       6.193884436155e-03      -2.611887351133e+04      -2.624557735655e+04       6.310104840720e-03      -2.621827322667e+04       1.313146124283e-02       1.313146124283e-02 
       3.257241492369e-01       6.107732382287e-03      -2.627189327634e+04      -2.639882642089e+04       6.222336314815e-03      -2.637144181993e+04       1.294881747831e-02       1.294881747831e-02 
       3.289379984900e-01       6.021157573932e-03      -2.641311490078e+04      -2.654072002362e+04       6.134137013355e-03      -2.651318982154e+04       1.276527106717e-02       1.276527106717e-02 
       3.321518483330e-01       5.934298266850e-03      -2.654285760133e+04      -2.667154875785e+04       6.045647798858e-03      -2.664381216622e+04       1.258111602498e-02       1.258111602498e-02 
