# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.045e-06 to 1.08254 h/Mpc,
# number of wavenumbers equal to 603
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       1.417816798249e-02       1.546421888990e-01      -1.263942367266e+03      -1.265804097286e+03       1.575440526337e-01      -1.265144362720e+03       3.278658396313e-01       3.278658396313e-01 
       1.430735095468e-02       1.540703268466e-01      -1.282294068387e+03      -1.284213203066e+03       1.569614573150e-01      -1.283539183881e+03       3.266532532437e-01       3.266532532437e-01 
       1.443657109185e-02       1.535000672957e-01      -1.300702234362e+03      -1.302680005345e+03       1.563804945547e-01      -1.301991494108e+03       3.254440632943e-01       3.254440632943e-01 
       1.456582862474e-02       1.529314064399e-01      -1.319165376460e+03      -1.321203022023e+03       1.558011604806e-01      -1.320499810712e+03       3.242382620483e-01       3.242382620483e-01 
       1.469512380555e-02       1.523643407855e-01      -1.337682022613e+03      -1.339780786756e+03       1.552234515390e-01      -1.339062666893e+03       3.230358423736e-01       3.230358423736e-01 
       1.482445690778e-02       1.517988677856e-01      -1.356250722955e+03      -1.358411854799e+03       1.546473651397e-01      -1.357678617540e+03       3.218367990606e-01       3.218367990606e-01 
       1.495382822600e-02       1.512349851996e-01      -1.374870044136e+03      -1.377094797867e+03       1.540728990035e-01      -1.376346234003e+03       3.206411274365e-01       3.206411274365e-01 
       1.508323807577e-02       1.506726916037e-01      -1.393538574117e+03      -1.395828209066e+03       1.535000516821e-01      -1.395064109006e+03       3.194488244387e-01       3.194488244387e-01 
       1.521268679347e-02       1.501119867011e-01      -1.412254925536e+03      -1.414610706436e+03       1.529288228738e-01      -1.413830860159e+03       3.182598892613e-01       3.182598892613e-01 
       1.534217473623e-02       1.495528705474e-01      -1.431017728464e+03      -1.433440926261e+03       1.523592126338e-01      -1.432645123185e+03       3.170743216574e-01       3.170743216574e-01 
       1.547170228185e-02       1.489953443308e-01      -1.449825635648e+03      -1.452317531079e+03       1.517912221674e-01      -1.451505559502e+03       3.158921235301e-01       3.158921235301e-01 
       1.560126982875e-02       1.484394055809e-01      -1.468677269759e+03      -1.471239164588e+03       1.512248489462e-01      -1.470410809953e+03       3.147132888373e-01       3.147132888373e-01 
       1.573087779595e-02       1.478850440855e-01      -1.487571181358e+03      -1.490204410613e+03       1.506600825535e-01      -1.489359453635e+03       3.135377955595e-01       3.135377955595e-01 
       1.586052662306e-02       1.473322448157e-01      -1.506505891440e+03      -1.509211817504e+03       1.500969076778e-01      -1.508350035093e+03       3.123656126268e-01       3.123656126268e-01 
       1.599021677031e-02       1.467809963512e-01      -1.525479982747e+03      -1.528259976818e+03       1.495353126957e-01      -1.527381144935e+03       3.111967170896e-01       3.111967170896e-01 
       1.611994871858e-02       1.462312951289e-01      -1.544492133405e+03      -1.547347567333e+03       1.489752939864e-01      -1.546451462226e+03       3.100311019956e-01       3.100311019956e-01 
       1.624972296943e-02       1.456831406483e-01      -1.563541063026e+03      -1.566473311749e+03       1.484168510425e-01      -1.565559709563e+03       3.088687662692e-01       3.088687662692e-01 
       1.637954004522e-02       1.451365323058e-01      -1.582625502422e+03      -1.585635947035e+03       1.478599832492e-01      -1.584704623334e+03       3.077097084677e-01       3.077097084677e-01 
       1.650940048917e-02       1.445914681241e-01      -1.601744181715e+03      -1.604834211088e+03       1.473046885919e-01      -1.603884940605e+03       3.065539242903e-01       3.065539242903e-01 
       1.663930486550e-02       1.440479460762e-01      -1.620895845325e+03      -1.624066856423e+03       1.467509650057e-01      -1.623099413004e+03       3.054014094008e-01       3.054014094008e-01 
       1.676925375955e-02       1.435059626985e-01      -1.640079235904e+03      -1.643332634191e+03       1.461988089620e-01      -1.642346790735e+03       3.042521564583e-01       3.042521564583e-01 
       1.689924777790e-02       1.429655156561e-01      -1.659293123632e+03      -1.662630322546e+03       1.456482180826e-01      -1.661625851077e+03       3.031061605377e-01       3.031061605377e-01 
       1.702928754860e-02       1.424266015766e-01      -1.678536281014e+03      -1.681958702160e+03       1.450991889321e-01      -1.680935373799e+03       3.019634145226e-01       3.019634145226e-01 
       1.715937372130e-02       1.418892174725e-01      -1.697807499491e+03      -1.701316572282e+03       1.445517184676e-01      -1.700274157293e+03       3.008239121166e-01       3.008239121166e-01 
       1.728950696746e-02       1.413533605996e-01      -1.717105588003e+03      -1.720702749397e+03       1.440058038936e-01      -1.719641017225e+03       2.996876475401e-01       2.996876475401e-01 
       1.741968798061e-02       1.408190273910e-01      -1.736429359845e+03      -1.740116054370e+03       1.434614415768e-01      -1.739034773636e+03       2.985546132688e-01       2.985546132688e-01 
       1.754991747651e-02       1.402862157589e-01      -1.755777661413e+03      -1.759555340490e+03       1.429186293906e-01      -1.758454279085e+03       2.974248049145e-01       2.974248049145e-01 
       1.768019619348e-02       1.397549226592e-01      -1.775149341966e+03      -1.779019464010e+03       1.423773642343e-01      -1.777898389080e+03       2.962982160601e-01       2.962982160601e-01 
       1.781052489261e-02       1.392251451647e-01      -1.794543266972e+03      -1.798507297123e+03       1.418376431261e-01      -1.797365975105e+03       2.951748405357e-01       2.951748405357e-01 
       1.794090435808e-02       1.386968807137e-01      -1.813958321603e+03      -1.818017731360e+03       1.412994634565e-01      -1.816855928033e+03       2.940546729454e-01       2.940546729454e-01 
       1.807133539745e-02       1.381701270471e-01      -1.833393410268e+03      -1.837549677182e+03       1.407628229246e-01      -1.836367157708e+03       2.929377085345e-01       2.929377085345e-01 
       1.820181884196e-02       1.376448807926e-01      -1.852847437474e+03      -1.857102045295e+03       1.402277180952e-01      -1.855898574199e+03       2.918239401866e-01       2.918239401866e-01 
       1.833235554691e-02       1.371211403888e-01      -1.872319347710e+03      -1.876673785502e+03       1.396941473777e-01      -1.875449126795e+03       2.907133646247e-01       2.907133646247e-01 
       1.846294639197e-02       1.365989029572e-01      -1.891808082887e+03      -1.896263845298e+03       1.391621078403e-01      -1.895017762435e+03       2.896059757784e-01       2.896059757784e-01 
       1.859359228155e-02       1.360781663088e-01      -1.911312610026e+03      -1.915871196775e+03       1.386315972531e-01      -1.914603452730e+03       2.885017690386e-01       2.885017690386e-01 
       1.872429414521e-02       1.355589277569e-01      -1.930831904694e+03      -1.935494820506e+03       1.381026128795e-01      -1.934205177779e+03       2.874007387398e-01       2.874007387398e-01 
       1.885505293805e-02       1.350411856650e-01      -1.950364973469e+03      -1.955133727451e+03       1.375751530525e-01      -1.953821948152e+03       2.863028814435e-01       2.863028814435e-01 
       1.898586964114e-02       1.345249371732e-01      -1.969910820973e+03      -1.974786926849e+03       1.370492148589e-01      -1.973452772667e+03       2.852081911154e-01       2.852081911154e-01 
       1.911674526193e-02       1.340101806424e-01      -1.989468485948e+03      -1.994453461297e+03       1.365247966292e-01      -1.993096693606e+03       2.841166643101e-01       2.841166643101e-01 
       1.924768083471e-02       1.334969137981e-01      -2.009037013894e+03      -2.014132380205e+03       1.360018960465e-01      -2.012752760052e+03       2.830282962341e-01       2.830282962341e-01 
       1.937867742114e-02       1.329851347998e-01      -2.028615473307e+03      -2.033822755514e+03       1.354805112364e-01      -2.032420043687e+03       2.819430830140e-01       2.819430830140e-01 
       1.950973611064e-02       1.324748409772e-01      -2.048202936175e+03      -2.053523662735e+03       1.349606394784e-01      -2.052097619749e+03       2.808610190150e-01       2.808610190150e-01 
       1.964085802099e-02       1.319660310851e-01      -2.067798513411e+03      -2.073234215484e+03       1.344422795045e-01      -2.071784601695e+03       2.797821016254e-01       2.797821016254e-01 
       1.977204429881e-02       1.314587030721e-01      -2.087401320144e+03      -2.092953531682e+03       1.339254292251e-01      -2.091480107274e+03       2.787063265221e-01       2.787063265221e-01 
       1.990329612010e-02       1.309528543377e-01      -2.107010479313e+03      -2.112680736953e+03       1.334100859911e-01      -2.111183261951e+03       2.776336882179e-01       2.776336882179e-01 
       2.003461469086e-02       1.304484840685e-01      -2.126625160059e+03      -2.132415002205e+03       1.328962489743e-01      -2.130893236606e+03       2.765641850146e-01       2.765641850146e-01 
       2.016600124761e-02       1.299455897924e-01      -2.146244521602e+03      -2.152155488800e+03       1.323839156565e-01      -2.150609192513e+03       2.754978116961e-01       2.754978116961e-01 
       2.029745705802e-02       1.294441699660e-01      -2.165867755847e+03      -2.171901390150e+03       1.318730844656e-01      -2.170330323090e+03       2.744345650156e-01       2.744345650156e-01 
       2.042898342158e-02       1.289442224365e-01      -2.185494061874e+03      -2.191651906791e+03       1.313637532086e-01      -2.190055828883e+03       2.733744404327e-01       2.733744404327e-01 
       2.056058167016e-02       1.284457461204e-01      -2.205122674851e+03      -2.211406274669e+03       1.308559207822e-01      -2.209784945940e+03       2.723174356755e-01       2.723174356755e-01 
       2.069225316877e-02       1.279487386091e-01      -2.224752824786e+03      -2.231163724829e+03       1.303495847328e-01      -2.229516905373e+03       2.712635456603e-01       2.712635456603e-01 
       2.082399931617e-02       1.274531984803e-01      -2.244383776852e+03      -2.250923522780e+03       1.298447436116e-01      -2.249250972853e+03       2.702127673956e-01       2.702127673956e-01 
       2.095582154567e-02       1.269591243556e-01      -2.264014815391e+03      -2.270684952938e+03       1.293413960147e-01      -2.268986432997e+03       2.691650979823e-01       2.691650979823e-01 
       2.108772132576e-02       1.264665142910e-01      -2.283645232927e+03      -2.290447307829e+03       1.288395399619e-01      -2.288722578538e+03       2.681205333213e-01       2.681205333213e-01 
       2.121970016099e-02       1.259753664004e-01      -2.303274341305e+03      -2.310209899012e+03       1.283391735320e-01      -2.308458721281e+03       2.670790694364e-01       2.670790694364e-01 
       2.135175959265e-02       1.254856792778e-01      -2.322901479937e+03      -2.329972065098e+03       1.278402952928e-01      -2.328194200154e+03       2.660407033686e-01       2.660407033686e-01 
       2.148390119964e-02       1.249974515149e-01      -2.342526007241e+03      -2.349733163445e+03       1.273429038100e-01      -2.347928372870e+03       2.650054321542e-01       2.650054321542e-01 
       2.161612659928e-02       1.245106809094e-01      -2.362147285475e+03      -2.369492555318e+03       1.268469968401e-01      -2.367660601033e+03       2.639732511453e-01       2.639732511453e-01 
       2.174843744821e-02       1.240253661765e-01      -2.381764713644e+03      -2.389249637985e+03       1.263525730746e-01      -2.387390282357e+03       2.629441576392e-01       2.629441576392e-01 
       2.188083544321e-02       1.235415058316e-01      -2.401377706456e+03      -2.409003824276e+03       1.258596310012e-01      -2.407116830136e+03       2.619181485095e-01       2.619181485095e-01 
       2.201332232218e-02       1.230590980760e-01      -2.420985692066e+03      -2.428754540289e+03       1.253681687877e-01      -2.426839670955e+03       2.608952199631e-01       2.608952199631e-01 
       2.214589986505e-02       1.225781410490e-01      -2.440588116990e+03      -2.448501230231e+03       1.248781845388e-01      -2.446558249539e+03       2.598753680752e-01       2.598753680752e-01 
       2.227856989477e-02       1.220986332501e-01      -2.460184454972e+03      -2.468243365046e+03       1.243896767260e-01      -2.466272037422e+03       2.588585896847e-01       2.588585896847e-01 
       2.241133427832e-02       1.216205733109e-01      -2.479774202808e+03      -2.487980438417e+03       1.239026439558e-01      -2.485980528918e+03       2.578448819109e-01       2.578448819109e-01 
       2.254419492773e-02       1.211439588475e-01      -2.499356856568e+03      -2.507711943452e+03       1.234170837993e-01      -2.505683217741e+03       2.568342397177e-01       2.568342397177e-01 
       2.267715380116e-02       1.206687888256e-01      -2.518931961053e+03      -2.527437421058e+03       1.229329952034e-01      -2.525379645534e+03       2.558266609330e-01       2.558266609330e-01 
       2.281021290399e-02       1.201950613696e-01      -2.538499064340e+03      -2.547156415532e+03       1.224503762575e-01      -2.545069357315e+03       2.548221415985e-01       2.548221415985e-01 
       2.294337429000e-02       1.197227744652e-01      -2.558057732363e+03      -2.566868488791e+03       1.219692249096e-01      -2.564751915748e+03       2.538206774625e-01       2.538206774625e-01 
       2.307664006247e-02       1.192519265085e-01      -2.577607561129e+03      -2.586573232302e+03       1.214895395261e-01      -2.584426913124e+03       2.528222651432e-01       2.528222651432e-01 
       2.321001237546e-02       1.187825160796e-01      -2.597148172362e+03      -2.606270262892e+03       1.210113186606e-01      -2.604093967140e+03       2.518269016487e-01       2.518269016487e-01 
       2.334349343502e-02       1.183145402571e-01      -2.616679175955e+03      -2.625959185976e+03       1.205345593371e-01      -2.623752684019e+03       2.508345808025e-01       2.508345808025e-01 
       2.347708550048e-02       1.178479983276e-01      -2.636200253158e+03      -2.645639676888e+03       1.200592608292e-01      -2.643402740105e+03       2.498453011109e-01       2.498453011109e-01 
       2.361079088580e-02       1.173828879743e-01      -2.655711071430e+03      -2.665311397750e+03       1.195854207766e-01      -2.663043798445e+03       2.488590576792e-01       2.488590576792e-01 
       2.374461196091e-02       1.169192072348e-01      -2.675211328591e+03      -2.684974040491e+03       1.191130371805e-01      -2.682675551970e+03       2.478758463645e-01       2.478758463645e-01 
       2.387855115313e-02       1.164569541253e-01      -2.694700744587e+03      -2.704627318910e+03       1.186421080201e-01      -2.702297715513e+03       2.468956629779e-01       2.468956629779e-01 
       2.401261094865e-02       1.159961261781e-01      -2.714179050775e+03      -2.724270958116e+03       1.181726307815e-01      -2.721910015231e+03       2.459185023044e-01       2.459185023044e-01 
       2.414679389402e-02       1.155367221582e-01      -2.733646031054e+03      -2.743904734837e+03       1.177046042068e-01      -2.741512229025e+03       2.449443617428e-01       2.449443617428e-01 
       2.428110259770e-02       1.150787396715e-01      -2.753101465340e+03      -2.763528422137e+03       1.172380258572e-01      -2.761104131087e+03       2.439732362340e-01       2.439732362340e-01 
       2.441553973167e-02       1.146221754771e-01      -2.772545136142e+03      -2.783141795758e+03       1.167728924312e-01      -2.780685498271e+03       2.430051189224e-01       2.430051189224e-01 
       2.455010803308e-02       1.141670289003e-01      -2.791976913012e+03      -2.802744716833e+03       1.163092032416e-01      -2.800256193051e+03       2.420400083949e-01       2.420400083949e-01 
       2.468481030596e-02       1.137132966626e-01      -2.811396625724e+03      -2.822337007818e+03       1.158469549488e-01      -2.819816039070e+03       2.410778977163e-01       2.410778977163e-01 
       2.481964942300e-02       1.132609769238e-01      -2.830804164400e+03      -2.841918550401e+03       1.153861456779e-01      -2.839364919355e+03       2.401187830009e-01       2.401187830009e-01 
       2.495462832734e-02       1.128100665716e-01      -2.850199411839e+03      -2.861489219340e+03       1.149267722587e-01      -2.858902709941e+03       2.391626576655e-01       2.391626576655e-01 
       2.508975003449e-02       1.123605635512e-01      -2.869582303002e+03      -2.881048940627e+03       1.144688325980e-01      -2.878429338232e+03       2.382095173699e-01       2.382095173699e-01 
       2.522501763426e-02       1.119124654812e-01      -2.888952790281e+03      -2.900597657591e+03       1.140123242698e-01      -2.897944748975e+03       2.372593570802e-01       2.372593570802e-01 
       2.536043429276e-02       1.114657691377e-01      -2.908310829782e+03      -2.920135317422e+03       1.135572439900e-01      -2.917448890753e+03       2.363121699765e-01       2.363121699765e-01 
       2.549600325449e-02       1.110204719822e-01      -2.927656421766e+03      -2.939661910705e+03       1.131035891727e-01      -2.936941755652e+03       2.353679506920e-01       2.353679506920e-01 
       2.563172784448e-02       1.105765715400e-01      -2.946989595027e+03      -2.959177456275e+03       1.126513572969e-01      -2.956423364040e+03       2.344266939948e-01       2.344266939948e-01 
       2.576761147053e-02       1.101340644918e-01      -2.966310382539e+03      -2.978681977280e+03       1.122005449812e-01      -2.975893740580e+03       2.334883928622e-01       2.334883928622e-01 
       2.590365762547e-02       1.096929482777e-01      -2.985618865300e+03      -2.998175544138e+03       1.117511496179e-01      -2.995352957304e+03       2.325530418815e-01       2.325530418815e-01 
       2.603986988957e-02       1.092532189272e-01      -3.004915112960e+03      -3.017658216395e+03       1.113031671620e-01      -3.014801075303e+03       2.316206326488e-01       2.316206326488e-01 
       2.617625193297e-02       1.088148741112e-01      -3.024199268916e+03      -3.037130126080e+03       1.108565952412e-01      -3.034238228327e+03       2.306911602409e-01       2.306911602409e-01 
       2.631280751822e-02       1.083779104841e-01      -3.043471476981e+03      -3.056591405914e+03       1.104114304472e-01      -3.053664550772e+03       2.297646175789e-01       2.297646175789e-01 
       2.644954050296e-02       1.079423239057e-01      -3.062731886881e+03      -3.076042194678e+03       1.099676685622e-01      -3.073080183072e+03       2.288409958983e-01       2.288409958983e-01 
       2.658645484256e-02       1.075081116899e-01      -3.081980719542e+03      -3.095482701114e+03       1.095253068498e-01      -3.092485335791e+03       2.279202895186e-01       2.279202895186e-01 
       2.672355459301e-02       1.070752700440e-01      -3.101218193978e+03      -3.114913132452e+03       1.090843414466e-01      -3.111880217921e+03       2.270024904128e-01       2.270024904128e-01 
       2.686084391378e-02       1.066437951560e-01      -3.120444558810e+03      -3.134333725182e+03       1.086447684691e-01      -3.131265067760e+03       2.260875905120e-01       2.260875905120e-01 
       2.699832707089e-02       1.062136833633e-01      -3.139660097949e+03      -3.153744750670e+03       1.082065841860e-01      -3.150640158534e+03       2.251755820648e-01       2.251755820648e-01 
       2.713600844003e-02       1.057849301419e-01      -3.158865100651e+03      -3.173146485800e+03       1.077697839889e-01      -3.170005768957e+03       2.242664554930e-01       2.242664554930e-01 
       2.727389250977e-02       1.053575321837e-01      -3.178059924844e+03      -3.192539275065e+03       1.073343645075e-01      -3.189362245501e+03       2.233602037965e-01       2.233602037965e-01 
       2.741198388496e-02       1.049314847275e-01      -3.197244916656e+03      -3.211923451715e+03       1.069003208917e-01      -3.208709923310e+03       2.224568168940e-01       2.224568168940e-01 
       2.755028729023e-02       1.045067838475e-01      -3.216420480814e+03      -3.231299406748e+03       1.064676491420e-01      -3.228049195389e+03       2.215562864752e-01       2.215562864752e-01 
       2.768880757354e-02       1.040834248707e-01      -3.235587032472e+03      -3.250667541715e+03       1.060363444981e-01      -3.247380465277e+03       2.206586026462e-01       2.206586026462e-01 
       2.782754971000e-02       1.036614032722e-01      -3.254745025517e+03      -3.270028296453e+03       1.056064023501e-01      -3.266704174852e+03       2.197637558260e-01       2.197637558260e-01 
       2.796651880572e-02       1.032407145608e-01      -3.273894949880e+03      -3.289382146513e+03       1.051778181228e-01      -3.286020801751e+03       2.188717365059e-01       2.188717365059e-01 
       2.810572010185e-02       1.028213529334e-01      -3.293037288490e+03      -3.308729560888e+03       1.047505859045e-01      -3.305330816985e+03       2.179825323950e-01       2.179825323950e-01 
       2.824515897882e-02       1.024033145986e-01      -3.312172625762e+03      -3.328071108434e+03       1.043247018328e-01      -3.324634791649e+03       2.170961354681e-01       2.170961354681e-01 
       2.838484096061e-02       1.019865936143e-01      -3.331301512892e+03      -3.347407325855e+03       1.039001598541e-01      -3.343933264529e+03       2.162125331393e-01       2.162125331393e-01 
       2.852477171934e-02       1.015711850231e-01      -3.350424570999e+03      -3.366738818745e+03       1.034769549183e-01      -3.363226843445e+03       2.153317149113e-01       2.153317149113e-01 
       2.866495707994e-02       1.011570827484e-01      -3.369542422080e+03      -3.386066193974e+03       1.030550808348e-01      -3.382516137427e+03       2.144536679129e-01       2.144536679129e-01 
       2.880540302503e-02       1.007442817568e-01      -3.388655762499e+03      -3.405390131718e+03       1.026345324761e-01      -3.401801828954e+03       2.135783814857e-01       2.135783814857e-01 
       2.894611569999e-02       1.003327761448e-01      -3.407765299375e+03      -3.424711323138e+03       1.022153038280e-01      -3.421084611454e+03       2.127058431256e-01       2.127058431256e-01 
       2.908710141827e-02       9.992255964326e-02      -3.426871767927e+03      -3.444030487376e+03       1.017973885039e-01      -3.440365206344e+03       2.118360395534e-01       2.118360395534e-01 
       2.922836666682e-02       9.951362558394e-02      -3.445975930885e+03      -3.463348370916e+03       1.013807797106e-01      -3.459644362399e+03       2.109689566438e-01       2.109689566438e-01 
       2.936991811187e-02       9.910596874300e-02      -3.465078644700e+03      -3.482665812663e+03       1.009654721263e-01      -3.478922920994e+03       2.101045833345e-01       2.101045833345e-01 
       2.951176260482e-02       9.869958213063e-02      -3.484180747542e+03      -3.501983634108e+03       1.005514586304e-01      -3.498201705957e+03       2.092429048182e-01       2.092429048182e-01 
       2.965390718845e-02       9.829445856184e-02      -3.503283114854e+03      -3.521302693688e+03       1.001387319031e-01      -3.517481578103e+03       2.083839058739e-01       2.083839058739e-01 
       2.979635910336e-02       9.789059170885e-02      -3.522386698930e+03      -3.540623925731e+03       9.972728549812e-02      -3.536763474266e+03       2.075275730985e-01       2.075275730985e-01 
       2.993912579471e-02       9.748797380720e-02      -3.541492446740e+03      -3.559948259854e+03       9.931711150544e-02      -3.556048326471e+03       2.066738900423e-01       2.066738900423e-01 
       3.008221491919e-02       9.708659770085e-02      -3.560601375512e+03      -3.579276695057e+03       9.890820263490e-02      -3.575337136246e+03       2.058228415459e-01       2.058228415459e-01 
       3.022563435232e-02       9.668645610444e-02      -3.579714547365e+03      -3.598610274956e+03       9.850055146461e-02      -3.594630949760e+03       2.049744121760e-01       2.049744121760e-01 
       3.036939219607e-02       9.628754126432e-02      -3.598833057766e+03      -3.617950076449e+03       9.809415009560e-02      -3.613930846470e+03       2.041285855063e-01       2.041285855063e-01 
       3.051349678683e-02       9.588984446432e-02      -3.617958017382e+03      -3.637297191863e+03       9.768898964830e-02      -3.633237921215e+03       2.032853430692e-01       2.032853430692e-01 
       3.065795670362e-02       9.549335794057e-02      -3.637090626553e+03      -3.656652802024e+03       9.728506221333e-02      -3.652553357494e+03       2.024446684173e-01       2.024446684173e-01 
       3.080278077682e-02       9.509807357108e-02      -3.656232127254e+03      -3.676018129320e+03       9.688235951649e-02      -3.671878380366e+03       2.016065443435e-01       2.016065443435e-01 
       3.094797809716e-02       9.470398193948e-02      -3.675383767400e+03      -3.695394402524e+03       9.648087196485e-02      -3.691214221202e+03       2.007709508961e-01       2.007709508961e-01 
       3.109355802519e-02       9.431107460651e-02      -3.694546891272e+03      -3.714782945577e+03       9.608059096098e-02      -3.710562206702e+03       1.999378701958e-01       1.999378701958e-01 
       3.123953020114e-02       9.391934187298e-02      -3.713722853055e+03      -3.734185092814e+03       9.568150662387e-02      -3.729923673877e+03       1.991072816916e-01       1.991072816916e-01 
       3.138590455522e-02       9.352877429693e-02      -3.732913078563e+03      -3.753602249469e+03       9.528360933454e-02      -3.749300030733e+03       1.982791653782e-01       1.982791653782e-01 
       3.153269131846e-02       9.313936246245e-02      -3.752119058381e+03      -3.773035885100e+03       9.488688950060e-02      -3.768692749647e+03       1.974535013058e-01       1.974535013058e-01 
       3.167990103397e-02       9.275109623175e-02      -3.771342319341e+03      -3.792487505524e+03       9.449133679418e-02      -3.788103339245e+03       1.966302679942e-01       1.966302679942e-01 
       3.182754456878e-02       9.236396452803e-02      -3.790584416552e+03      -3.811958645014e+03       9.409693993084e-02      -3.807533336571e+03       1.958094419719e-01       1.958094419719e-01 
       3.197563312625e-02       9.197795752895e-02      -3.809847026951e+03      -3.831450958164e+03       9.370368890408e-02      -3.826984399190e+03       1.949910024282e-01       1.949910024282e-01 
       3.212417825901e-02       9.159306428086e-02      -3.829131852621e+03      -3.850966125079e+03       9.331157255492e-02      -3.846458210112e+03       1.941749261535e-01       1.941749261535e-01 
       3.227319188263e-02       9.120927296067e-02      -3.848440632836e+03      -3.870505863122e+03       9.292057883860e-02      -3.865956489583e+03       1.933611880949e-01       1.933611880949e-01 
       3.242268628984e-02       9.082657253893e-02      -3.867775217619e+03      -3.890071999215e+03       9.253069651888e-02      -3.885481067564e+03       1.925497648826e-01       1.925497648826e-01 
       3.257267416553e-02       9.044495052689e-02      -3.887137473679e+03      -3.909666377509e+03       9.214191287287e-02      -3.905033791150e+03       1.917406300529e-01       1.917406300529e-01 
       3.272316860247e-02       9.006439501936e-02      -3.906529375311e+03      -3.929290948621e+03       9.175421577220e-02      -3.924616614051e+03       1.909337583798e-01       1.909337583798e-01 
       3.287418311784e-02       8.968489331803e-02      -3.925952947525e+03      -3.948947713891e+03       9.136759228046e-02      -3.944231540677e+03       1.901291229560e-01       1.901291229560e-01 
       3.302573167054e-02       8.930643244984e-02      -3.945410291513e+03      -3.968638750418e+03       9.098202918136e-02      -3.963880651244e+03       1.893266962917e-01       1.893266962917e-01 
       3.317782867949e-02       8.892899890800e-02      -3.964903576244e+03      -3.988366202776e+03       9.059751271488e-02      -3.983566093471e+03       1.885264497660e-01       1.885264497660e-01 
       3.333048904273e-02       8.855257928990e-02      -3.984435070704e+03      -4.008132314777e+03       9.021402922713e-02      -4.003290114401e+03       1.877283549793e-01       1.877283549793e-01 
       3.348372815771e-02       8.817715924816e-02      -4.004007099841e+03      -4.027939386211e+03       8.983156410172e-02      -4.023055017042e+03       1.869323815291e-01       1.869323815291e-01 
       3.363756194247e-02       8.780272349596e-02      -4.023622047419e+03      -4.047789775633e+03       8.945010176519e-02      -4.042863163155e+03       1.861384970212e-01       1.861384970212e-01 
       3.379200685805e-02       8.742925799144e-02      -4.043282461847e+03      -4.067686004444e+03       8.906962791245e-02      -4.062717077576e+03       1.853466717021e-01       1.853466717021e-01 
       3.394707993211e-02       8.705674720747e-02      -4.062990933828e+03      -4.087630636783e+03       8.869012672523e-02      -4.082619327801e+03       1.845568726691e-01       1.845568726691e-01 
       3.410279878382e-02       8.668517489935e-02      -4.082750135545e+03      -4.107626317912e+03       8.831158165423e-02      -4.102572562479e+03       1.837690654987e-01       1.837690654987e-01 
       3.425918165009e-02       8.631452455398e-02      -4.102562846408e+03      -4.127675799691e+03       8.793397587675e-02      -4.122579536920e+03       1.829832151986e-01       1.829832151986e-01 
       3.441624741335e-02       8.594477979689e-02      -4.122431978440e+03      -4.147781965458e+03       8.755729271131e-02      -4.142643138055e+03       1.821992870715e-01       1.821992870715e-01 
       3.457401563078e-02       8.557592260702e-02      -4.142360494633e+03      -4.167947749955e+03       8.718151379893e-02      -4.162766304131e+03       1.814172429287e-01       1.814172429287e-01 
       3.473250656533e-02       8.520793535955e-02      -4.162351513836e+03      -4.188176242368e+03       8.680662118436e-02      -4.182952128016e+03       1.806370454230e-01       1.806370454230e-01 
       3.489174121843e-02       8.484079988056e-02      -4.182408271062e+03      -4.208470647481e+03       8.643259635294e-02      -4.203203818227e+03       1.798586560432e-01       1.798586560432e-01 
       3.505174136469e-02       8.447449689309e-02      -4.202534095690e+03      -4.228834264235e+03       8.605941966623e-02      -4.223524677444e+03       1.790820339401e-01       1.790820339401e-01 
       3.521252958856e-02       8.410900607672e-02      -4.222732419981e+03      -4.249270494070e+03       8.568707042282e-02      -4.243918110874e+03       1.783071360525e-01       1.783071360525e-01 
       3.537412932325e-02       8.374430833730e-02      -4.243006902227e+03      -4.269782962229e+03       8.531552917058e-02      -4.264387747809e+03       1.775339219208e-01       1.775339219208e-01 
       3.553656489198e-02       8.338038218368e-02      -4.263361249635e+03      -4.290375343632e+03       8.494477401536e-02      -4.284937267080e+03       1.767623460029e-01       1.767623460029e-01 
       3.569986155172e-02       8.301720613304e-02      -4.283799348863e+03      -4.311051491173e+03       8.457478307158e-02      -4.305570525675e+03       1.759923627759e-01       1.759923627759e-01 
       3.586404553971e-02       8.265475805732e-02      -4.304325241255e+03      -4.331815411615e+03       8.420553379628e-02      -4.326291534526e+03       1.752239253495e-01       1.752239253495e-01 
       3.602914412280e-02       8.229301445289e-02      -4.324943093010e+03      -4.352671236163e+03       8.383700224512e-02      -4.347104429037e+03       1.744569839175e-01       1.744569839175e-01 
       3.619518564999e-02       8.193195212486e-02      -4.345657294230e+03      -4.373623318099e+03       8.346916478835e-02      -4.368013566908e+03       1.736914893298e-01       1.736914893298e-01 
       3.636219960831e-02       8.157154659972e-02      -4.366472385265e+03      -4.394676160353e+03       8.310199649357e-02      -4.389023455532e+03       1.729273897259e-01       1.729273897259e-01 
