# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:gr.fac. D_wCDM         6:gr.fac. D          
       1.694857289077e+07       2.631118641298e-12       2.734544413397e-02       6.198262757573e+08       5.900201435501e-08       1.869358204015e-04 
       1.683075753959e+07       2.668081989983e-12       2.753685263269e-02       6.112394059302e+08       5.941502860063e-08       1.895618961467e-04 
       1.671376116305e+07       2.705564610595e-12       2.772960085713e-02       6.027714987241e+08       5.983093394801e-08       1.922248617056e-04 
       1.659757806817e+07       2.743573797832e-12       2.792369818235e-02       5.944209060085e+08       6.024975063489e-08       1.949252352602e-04 
       1.648220260156e+07       2.782116948862e-12       2.811915404891e-02       5.861860024868e+08       6.067149904067e-08       1.976635422706e-04 
       1.636762914911e+07       2.821201564767e-12       2.831597796467e-02       5.780651853796e+08       6.109619968741e-08       2.004403155776e-04 
       1.625385213576e+07       2.860835251997e-12       2.851417950660e-02       5.700568741128e+08       6.152387324084e-08       2.032560955057e-04 
       1.614086602519e+07       2.901025723854e-12       2.871376831536e-02       5.621595100100e+08       6.195454051133e-08       2.061114299688e-04 
       1.602866531955e+07       2.941780801992e-12       2.891475409888e-02       5.543715559891e+08       6.238822245493e-08       2.090068745763e-04 
       1.591724455924e+07       2.983108417937e-12       2.911714663242e-02       5.466914962633e+08       6.282494017438e-08       2.119429927416e-04 
       1.580659832258e+07       3.025016614631e-12       2.932095576398e-02       5.391178360457e+08       6.326471492015e-08       2.149203557915e-04 
       1.569672122560e+07       3.067513548001e-12       2.952619140524e-02       5.316491012588e+08       6.370756809145e-08       2.179395430772e-04 
       1.558760792175e+07       3.110607488539e-12       2.973286354245e-02       5.242838382473e+08       6.415352123730e-08       2.210011420872e-04 
       1.547925310164e+07       3.154306822918e-12       2.994098222553e-02       5.170206134950e+08       6.460259605754e-08       2.241057485616e-04 
       1.537165149279e+07       3.198620055619e-12       3.015055758078e-02       5.098580133463e+08       6.505481440393e-08       2.272539666078e-04 
       1.526479785937e+07       3.243555810590e-12       3.036159980184e-02       5.027946437308e+08       6.551019828119e-08       2.304464088180e-04 
       1.515868700196e+07       3.289122832918e-12       3.057411915506e-02       4.958291298916e+08       6.596876984808e-08       2.336836963887e-04 
       1.505331375726e+07       3.335329990538e-12       3.078812597596e-02       4.889601161183e+08       6.643055141844e-08       2.369664592411e-04 
       1.494867299787e+07       3.382186275954e-12       3.100363067642e-02       4.821862654828e+08       6.689556546234e-08       2.402953361439e-04 
       1.484475963205e+07       3.429700807988e-12       3.122064373929e-02       4.755062595792e+08       6.736383460714e-08       2.436709748373e-04 
       1.474156860343e+07       3.477882833559e-12       3.143917571833e-02       4.689187982671e+08       6.783538163857e-08       2.470940321594e-04 
       1.463909489079e+07       3.526741729476e-12       3.165923724555e-02       4.624225994186e+08       6.831022950188e-08       2.505651741735e-04 
       1.453733350784e+07       3.576287004269e-12       3.188083902751e-02       4.560163986686e+08       6.878840130292e-08       2.540850762980e-04 
       1.443627950292e+07       3.626528300032e-12       3.210399183808e-02       4.496989491691e+08       6.926992030931e-08       2.576544234376e-04 
       1.433592795881e+07       3.677475394307e-12       3.232870653665e-02       4.434690213460e+08       6.975480995151e-08       2.612739101164e-04 
       1.423627399246e+07       3.729138201980e-12       3.255499405168e-02       4.373254026603e+08       7.024309382401e-08       2.649442406135e-04 
       1.413731275478e+07       3.781526777214e-12       3.278286538989e-02       4.312668973717e+08       7.073479568648e-08       2.686661290994e-04 
       1.403903943037e+07       3.834651315403e-12       3.301233163620e-02       4.252923263058e+08       7.122993946487e-08       2.724402997751e-04 
       1.394144923731e+07       3.888522155158e-12       3.324340395375e-02       4.194005266251e+08       7.172854925264e-08       2.762674870131e-04 
       1.384453742692e+07       3.943149780316e-12       3.347609357843e-02       4.135903516022e+08       7.223064931189e-08       2.801484355002e-04 
       1.374829928354e+07       3.998544821982e-12       3.371041183345e-02       4.078606703969e+08       7.273626407457e-08       2.840839003820e-04 
       1.365273012427e+07       4.054718060596e-12       3.394637011115e-02       4.022103678356e+08       7.324541814365e-08       2.880746474105e-04 
       1.355782529878e+07       4.111680428034e-12       3.418397989481e-02       3.966383441949e+08       7.375813629431e-08       2.921214530923e-04 
       1.346358018906e+07       4.169443009730e-12       3.442325273681e-02       3.911435149872e+08       7.427444347516e-08       2.962251048398e-04 
       1.336999020920e+07       4.228017046835e-12       3.466420027871e-02       3.857248107497e+08       7.479436480947e-08       3.003864011249e-04 
       1.327705080516e+07       4.287413938406e-12       3.490683423843e-02       3.803811768360e+08       7.531792559635e-08       3.046061516334e-04 
       1.318475745458e+07       4.347645243622e-12       3.515116641938e-02       3.751115732113e+08       7.584515131201e-08       3.088851774233e-04 
       1.309310566652e+07       4.408722684034e-12       3.539720870685e-02       3.699149742495e+08       7.637606761100e-08       3.132243110839e-04 
       1.300209098125e+07       4.470658145845e-12       3.564497306616e-02       3.647903685339e+08       7.691070032745e-08       3.176243968982e-04 
       1.291170897006e+07       4.533463682223e-12       3.589447154991e-02       3.597367586601e+08       7.744907547634e-08       3.220862910068e-04 
       1.282195523502e+07       4.597151515645e-12       3.614571629441e-02       3.547531610422e+08       7.799121925473e-08       3.266108615744e-04 
       1.273282540876e+07       4.661734040277e-12       3.639871951782e-02       3.498386057210e+08       7.853715804308e-08       3.311989889588e-04 
       1.264431515428e+07       4.727223824386e-12       3.665349352923e-02       3.449921361752e+08       7.908691840652e-08       3.358515658821e-04 
       1.255642016473e+07       4.793633612782e-12       3.691005071960e-02       3.402128091357e+08       7.964052709611e-08       3.405694976042e-04 
       1.246913616319e+07       4.860976329302e-12       3.716840356719e-02       3.354996944016e+08       8.019801105018e-08       3.453537020990e-04 
       1.238245890248e+07       4.929265079320e-12       3.742856463941e-02       3.308518746589e+08       8.075939739566e-08       3.502051102330e-04 
       1.229638416493e+07       4.998513152301e-12       3.769054658915e-02       3.262684453028e+08       8.132471344931e-08       3.551246659459e-04 
       1.221090776219e+07       5.068734024384e-12       3.795436216024e-02       3.217485142607e+08       8.189398671916e-08       3.601133264349e-04 
       1.212602553505e+07       5.139941361007e-12       3.822002418383e-02       3.172912018192e+08       8.246724490578e-08       3.651720623401e-04 
       1.204173335318e+07       5.212149019560e-12       3.848754558203e-02       3.128956404527e+08       8.304451590362e-08       3.703018579338e-04 
       1.195802711498e+07       5.285371052087e-12       3.875693936425e-02       3.085609746543e+08       8.362582780244e-08       3.755037113118e-04 
       1.187490274735e+07       5.359621708020e-12       3.902821863812e-02       3.042863607697e+08       8.421120888858e-08       3.807786345873e-04 
       1.179235620552e+07       5.434915436945e-12       3.930139659496e-02       3.000709668327e+08       8.480068764642e-08       3.861276540880e-04 
       1.171038347281e+07       5.511266891421e-12       3.957648652249e-02       2.959139724033e+08       8.539429275972e-08       3.915518105555e-04 
       1.162898056049e+07       5.588690929825e-12       3.985350179937e-02       2.918145684082e+08       8.599205311303e-08       3.970521593480e-04 
       1.154814350754e+07       5.667202619248e-12       4.013245590249e-02       2.877719569831e+08       8.659399779307e-08       4.026297706450e-04 
       1.146786838048e+07       5.746817238422e-12       4.041336239607e-02       2.837853513176e+08       8.720015609021e-08       4.082857296560e-04 
       1.138815127317e+07       5.827550280695e-12       4.069623494433e-02       2.798539755018e+08       8.781055749982e-08       4.140211368311e-04 
       1.130898830663e+07       5.909417457045e-12       4.098108730614e-02       2.759770643756e+08       8.842523172374e-08       4.198371080755e-04 
       1.123037562883e+07       5.992434699135e-12       4.126793333671e-02       2.721538633794e+08       8.904420867175e-08       4.257347749659e-04 
       1.115230941453e+07       6.076618162418e-12       4.155678698407e-02       2.683836284077e+08       8.966751846298e-08       4.317152849709e-04 
       1.107478586508e+07       6.161984229271e-12       4.184766230173e-02       2.646656256638e+08       9.029519142738e-08       4.377798016742e-04 
       1.099780120823e+07       6.248549512194e-12       4.214057343415e-02       2.609991315173e+08       9.092725810725e-08       4.439295050008e-04 
       1.092135169795e+07       6.336330857029e-12       4.243553462766e-02       2.573834323631e+08       9.156374925865e-08       4.501655914464e-04 
       1.084543361425e+07       6.425345346250e-12       4.273256022861e-02       2.538178244825e+08       9.220469585295e-08       4.564892743101e-04 
       1.077004326301e+07       6.515610302278e-12       4.303166468526e-02       2.503016139065e+08       9.285012907832e-08       4.629017839303e-04 
       1.069517697579e+07       6.607143290853e-12       4.333286254223e-02       2.468341162802e+08       9.350008034124e-08       4.694043679241e-04 
       1.062083110962e+07       6.699962124456e-12       4.363616845148e-02       2.434146567300e+08       9.415458126805e-08       4.759982914298e-04 
       1.054700204690e+07       6.794084865766e-12       4.394159716139e-02       2.400425697324e+08       9.481366370647e-08       4.826848373529e-04 
       1.047368619514e+07       6.889529831183e-12       4.424916352946e-02       2.367171989838e+08       9.547735972715e-08       4.894653066156e-04 
       1.040087998684e+07       6.986315594386e-12       4.455888251323e-02       2.334378972735e+08       9.614570162524e-08       4.963410184098e-04 
       1.032857987929e+07       7.084460989949e-12       4.487076917758e-02       2.302040263572e+08       9.681872192195e-08       5.033133104536e-04 
       1.025678235441e+07       7.183985117002e-12       4.518483868924e-02       2.270149568331e+08       9.749645336615e-08       5.103835392515e-04 
       1.018548391859e+07       7.284907342953e-12       4.550110632408e-02       2.238700680193e+08       9.817892893595e-08       5.175530803579e-04 
       1.011468110247e+07       7.387247307248e-12       4.581958746348e-02       2.207687478328e+08       9.886618184031e-08       5.248233286449e-04 
       1.004437046085e+07       7.491024925199e-12       4.614029759796e-02       2.177103926707e+08       9.955824552063e-08       5.321956985736e-04 
       9.974548572451e+06       7.596260391853e-12       4.646325232352e-02       2.146944072924e+08       1.002551536524e-07       5.396716244685e-04 
       9.905212039778e+06       7.702974185926e-12       4.678846734896e-02       2.117202047040e+08       1.009569401470e-07       5.472525607972e-04 
       9.836357488960e+06       7.811187073784e-12       4.711595848858e-02       2.087872060438e+08       1.016636391529e-07       5.549399824528e-04 
       9.767981569579e+06       7.920920113480e-12       4.744574167125e-02       2.058948404701e+08       1.023752850578e-07       5.627353850407e-04 
       9.700080954503e+06       8.032194658859e-12       4.777783293684e-02       2.030425450493e+08       1.030919124901e-07       5.706402851695e-04 
       9.632652339731e+06       8.145032363705e-12       4.811224843434e-02       2.002297646471e+08       1.038135563205e-07       5.786562207458e-04 
       9.565692444227e+06       8.259455185956e-12       4.844900442731e-02       1.974559518202e+08       1.045402516640e-07       5.867847512733e-04 
       9.499198009765e+06       8.375485391977e-12       4.878811729577e-02       1.947205667095e+08       1.052720338812e-07       5.950274581560e-04 
       9.433165800766e+06       8.493145560891e-12       4.912960353067e-02       1.920230769353e+08       1.060089385803e-07       6.033859450057e-04 
       9.367592604143e+06       8.612458588971e-12       4.947347973939e-02       1.893629574936e+08       1.067510016188e-07       6.118618379538e-04 
       9.302475229145e+06       8.733447694094e-12       4.981976264389e-02       1.867396906538e+08       1.074982591051e-07       6.204567859675e-04 
       9.237810507201e+06       8.856136420259e-12       5.016846908984e-02       1.841527658584e+08       1.082507474006e-07       6.291724611702e-04 
       9.173595291765e+06       8.980548642167e-12       5.051961603021e-02       1.816016796228e+08       1.090085031208e-07       6.380105591671e-04 
       9.109826458165e+06       9.106708569867e-12       5.087322054715e-02       1.790859354381e+08       1.097715631380e-07       6.469727993743e-04 
       9.046500903447e+06       9.234640753460e-12       5.122929983372e-02       1.766050436741e+08       1.105399645822e-07       6.560609253534e-04 
       8.983615546231e+06       9.364370087884e-12       5.158787120854e-02       1.741585214838e+08       1.113137448436e-07       6.652767051508e-04 
       8.921167326552e+06       9.495921817750e-12       5.194895211025e-02       1.717458927100e+08       1.120929415740e-07       6.746219316406e-04 
       8.859153205719e+06       9.629321542254e-12       5.231256009756e-02       1.693666877920e+08       1.128775926888e-07       6.840984228741e-04 
       8.797570166163e+06       9.764595220161e-12       5.267871285287e-02       1.670204436746e+08       1.136677363687e-07       6.937080224327e-04 
       8.736415211291e+06       9.901769174850e-12       5.304742818407e-02       1.647067037179e+08       1.144634110618e-07       7.034525997865e-04 
       8.675685365341e+06       1.004087009944e-11       5.341872402096e-02       1.624250176084e+08       1.152646554853e-07       7.133340506579e-04 
       8.615377673236e+06       1.018192506197e-11       5.379261842063e-02       1.601749412711e+08       1.160715086275e-07       7.233542973898e-04 
       8.555489200441e+06       1.032496151069e-11       5.416912956753e-02       1.579560367835e+08       1.168840097495e-07       7.335152893198e-04 
       8.496017032819e+06       1.047000727938e-11       5.454827576796e-02       1.557678722902e+08       1.177021983872e-07       7.438190031588e-04 
       8.436958276491e+06       1.061709059275e-11       5.493007546465e-02       1.536100219186e+08       1.185261143534e-07       7.542674433755e-04 
       8.378310057695e+06       1.076624007199e-11       5.531454722041e-02       1.514820656965e+08       1.193557977394e-07       7.648626425859e-04 
       8.320069522645e+06       1.091748474025e-11       5.570170973442e-02       1.493835894698e+08       1.201912889174e-07       7.756066619487e-04 
       8.262233837391e+06       1.107085402838e-11       5.609158183506e-02       1.473141848224e+08       1.210326285419e-07       7.865015915660e-04 
       8.204800187686e+06       1.122637778058e-11       5.648418247802e-02       1.452734489963e+08       1.218798575523e-07       7.975495508894e-04 
       8.147765778842e+06       1.138408626023e-11       5.687953075903e-02       1.432609848134e+08       1.227330171743e-07       8.087526891321e-04 
       8.091127835602e+06       1.154401015581e-11       5.727764590301e-02       1.412764005983e+08       1.235921489224e-07       8.201131856869e-04 
       8.034883601997e+06       1.170618058681e-11       5.767854726764e-02       1.393193101019e+08       1.244572946015e-07       8.316332505497e-04 
       7.979030341217e+06       1.187062910984e-11       5.808225435067e-02       1.373893324261e+08       1.253284963094e-07       8.433151247493e-04 
       7.923565335477e+06       1.203738772474e-11       5.848878678262e-02       1.354860919500e+08       1.262057964382e-07       8.551610807828e-04 
       7.868485885885e+06       1.220648888078e-11       5.889816433228e-02       1.336092182567e+08       1.270892376772e-07       8.671734230574e-04 
       7.813789312308e+06       1.237796548304e-11       5.931040690666e-02       1.317583460609e+08       1.279788630141e-07       8.793544883387e-04 
       7.759472953245e+06       1.255185089874e-11       5.972553455467e-02       1.299331151381e+08       1.288747157379e-07       8.917066462047e-04 
       7.705534165695e+06       1.272817896379e-11       6.014356745982e-02       1.281331702545e+08       1.297768394403e-07       9.042322995061e-04 
       7.651970325029e+06       1.290698398931e-11       6.056452595112e-02       1.263581610978e+08       1.306852780184e-07       9.169338848343e-04 
       7.598778824865e+06       1.308830076837e-11       6.098843050131e-02       1.246077422087e+08       1.316000756763e-07       9.298138729939e-04 
       7.545957076936e+06       1.327216458271e-11       6.141530171953e-02       1.228815729143e+08       1.325212769279e-07       9.428747694840e-04 
       7.493502510969e+06       1.345861120962e-11       6.184516036592e-02       1.211793172612e+08       1.334489265984e-07       9.561191149846e-04 
       7.441412574557e+06       1.364767692889e-11       6.227802734065e-02       1.195006439504e+08       1.343830698268e-07       9.695494858507e-04 
       7.389684733036e+06       1.383939852989e-11       6.271392369490e-02       1.178452262730e+08       1.353237520683e-07       9.831684946130e-04 
       7.338316469361e+06       1.403381331872e-11       6.315287062353e-02       1.162127420461e+08       1.362710190960e-07       9.969787904860e-04 
       7.287305283984e+06       1.423095912542e-11       6.359488947055e-02       1.146028735505e+08       1.372249170037e-07       1.010983059882e-03 
       7.236648694731e+06       1.443087431140e-11       6.404000173097e-02       1.130153074686e+08       1.381854922075e-07       1.025184026936e-03 
       7.186344236685e+06       1.463359777687e-11       6.448822904531e-02       1.114497348237e+08       1.391527914489e-07       1.039584454030e-03 
       7.136389462062e+06       1.483916896838e-11       6.493959321233e-02       1.099058509198e+08       1.401268617961e-07       1.054187142336e-03 
       7.086781940092e+06       1.504762788653e-11       6.539411617814e-02       1.083833552819e+08       1.411077506470e-07       1.068994932357e-03 
       7.037519256905e+06       1.525901509374e-11       6.585182004164e-02       1.068819515981e+08       1.420955057314e-07       1.084010704478e-03 
       6.988599015408e+06       1.547337172214e-11       6.631272706181e-02       1.054013476615e+08       1.430901751131e-07       1.099237379529e-03 
       6.940018835174e+06       1.569073948157e-11       6.677685964860e-02       1.039412553135e+08       1.440918071922e-07       1.114677919352e-03 
       6.891776352319e+06       1.591116066769e-11       6.724424037020e-02       1.025013903879e+08       1.451004507079e-07       1.130335327373e-03 
       6.843869219395e+06       1.613467817019e-11       6.771489195125e-02       1.010814726550e+08       1.461161547404e-07       1.146212649193e-03 
       6.796295105270e+06       1.636133548118e-11       6.818883727647e-02       9.968122576776e+07       1.471389687134e-07       1.162312973172e-03 
       6.749051695017e+06       1.659117670361e-11       6.866609939243e-02       9.830037720757e+07       1.481689423967e-07       1.178639431035e-03 
       6.702136689800e+06       1.682424655984e-11       6.914670150400e-02       9.693865823134e+07       1.492061259084e-07       1.195195198476e-03 
       6.655547806765e+06       1.706059040039e-11       6.963066697972e-02       9.559580381919e+07       1.502505697176e-07       1.211983495781e-03 
       6.609282778925e+06       1.730025421270e-11       7.011801935187e-02       9.427155262286e+07       1.513023246465e-07       1.229007588447e-03 
       6.563339355052e+06       1.754328463012e-11       7.060878231459e-02       9.296564691487e+07       1.523614418731e-07       1.246270787825e-03 
       6.517715299568e+06       1.778972894096e-11       7.110297972940e-02       9.167783253829e+07       1.534279729337e-07       1.263776451754e-03 
       6.472408392434e+06       1.803963509767e-11       7.160063562878e-02       9.040785885736e+07       1.545019697254e-07       1.281527985220e-03 
       6.427416429044e+06       1.829305172621e-11       7.210177420529e-02       8.915547870863e+07       1.555834845083e-07       1.299528841018e-03 
       6.382737220116e+06       1.855002813549e-11       7.260641982793e-02       8.792044835290e+07       1.566725699087e-07       1.317782520419e-03 
       6.338368591589e+06       1.881061432694e-11       7.311459702942e-02       8.670252742777e+07       1.577692789210e-07       1.336292573853e-03 
       6.294308384510e+06       1.907486100424e-11       7.362633052253e-02       8.550147890083e+07       1.588736649109e-07       1.355062601598e-03 
       6.250554454940e+06       1.934281958322e-11       7.414164518377e-02       8.431706902358e+07       1.599857816172e-07       1.374096254482e-03 
       6.207104673837e+06       1.961454220182e-11       7.466056606972e-02       8.314906728587e+07       1.611056831552e-07       1.393397234589e-03 
       6.163956926962e+06       1.989008173023e-11       7.518311841159e-02       8.199724637109e+07       1.622334240190e-07       1.412969295981e-03 
       6.121109114773e+06       2.016949178120e-11       7.570932761155e-02       8.086138211190e+07       1.633690590840e-07       1.432816245425e-03 
       6.078559152321e+06       2.045282672046e-11       7.623921925733e-02       7.974125344660e+07       1.645126436099e-07       1.452941943137e-03 
       6.036304969151e+06       2.074014167725e-11       7.677281910946e-02       7.863664237609e+07       1.656642332431e-07       1.473350303526e-03 
       5.994344509201e+06       2.103149255512e-11       7.731015311219e-02       7.754733392147e+07       1.668238840195e-07       1.494045295962e-03 
       5.952675730701e+06       2.132693604275e-11       7.785124738803e-02       7.647311608220e+07       1.679916523675e-07       1.515030945542e-03 
       5.911296606074e+06       2.162652962496e-11       7.839612824682e-02       7.541377979479e+07       1.691675951102e-07       1.536311333871e-03 
       5.870205121836e+06       2.193033159394e-11       7.894482217671e-02       7.436911889215e+07       1.703517694686e-07       1.557890599861e-03 
       5.829399278502e+06       2.223840106057e-11       7.949735585680e-02       7.333893006347e+07       1.715442330642e-07       1.579772940531e-03 
       5.788877090484e+06       2.255079796589e-11       8.005375614630e-02       7.232301281460e+07       1.727450439221e-07       1.601962611824e-03 
       5.748636585997e+06       2.286758309278e-11       8.061405009721e-02       7.132116942908e+07       1.739542604731e-07       1.624463929431e-03 
       5.708675806964e+06       2.318881807778e-11       8.117826495072e-02       7.033320492964e+07       1.751719415575e-07       1.647281269636e-03 
       5.668992808918e+06       2.351456542308e-11       8.174642813356e-02       6.935892704022e+07       1.763981464271e-07       1.670419070158e-03 
       5.629585660908e+06       2.384488850866e-11       8.231856727070e-02       6.839814614860e+07       1.776329347488e-07       1.693881831021e-03 
       5.590452445406e+06       2.417985160464e-11       8.289471017633e-02       6.745067526945e+07       1.788763666070e-07       1.717674115423e-03 
       5.551591258215e+06       2.451951988375e-11       8.347488485924e-02       6.651633000796e+07       1.801285025067e-07       1.741800550625e-03 
       5.513000208373e+06       2.486395943402e-11       8.405911952468e-02       6.559492852395e+07       1.813894033764e-07       1.766265828850e-03 
       5.474677418064e+06       2.521323727165e-11       8.464744257435e-02       6.468629149646e+07       1.826591305711e-07       1.791074708194e-03 
       5.436621022523e+06       2.556742135400e-11       8.523988261186e-02       6.379024208887e+07       1.839377458755e-07       1.816232013550e-03 
       5.398829169950e+06       2.592658059286e-11       8.583646843545e-02       6.290660591446e+07       1.852253115065e-07       1.841742637548e-03 
       5.361300021418e+06       2.629078486779e-11       8.643722905072e-02       6.203521100250e+07       1.865218901168e-07       1.867611541501e-03 
       5.324031750780e+06       2.666010503976e-11       8.704219365973e-02       6.117588776473e+07       1.878275447974e-07       1.893843756373e-03 
       5.287022544586e+06       2.703461296492e-11       8.765139167190e-02       6.032846896240e+07       1.891423390811e-07       1.920444383755e-03 
       5.250270601990e+06       2.741438150854e-11       8.826485270401e-02       5.949278967371e+07       1.904663369455e-07       1.947418596856e-03 
       5.213774134665e+06       2.779948455922e-11       8.888260657659e-02       5.866868726166e+07       1.917996028159e-07       1.974771641508e-03 
       5.177531366716e+06       2.818999704326e-11       8.950468331932e-02       5.785600134249e+07       1.931422015685e-07       2.002508837184e-03 
       5.141540534593e+06       2.858599493918e-11       9.013111317472e-02       5.705457375436e+07       1.944941985340e-07       2.030635578035e-03 
       5.105799887002e+06       2.898755529255e-11       9.076192659450e-02       5.626424852666e+07       1.958556595001e-07       2.059157333933e-03 
       5.070307684828e+06       2.939475623096e-11       9.139715424135e-02       5.548487184957e+07       1.972266507151e-07       2.088079651538e-03 
       5.035062201039e+06       2.980767697918e-11       9.203682699626e-02       5.471629204420e+07       1.986072388910e-07       2.117408155372e-03 
       5.000061720614e+06       3.022639787461e-11       9.268097595123e-02       5.395835953299e+07       1.999974912069e-07       2.147148548915e-03 
       4.965304540451e+06       3.065100038289e-11       9.332963242196e-02       5.321092681068e+07       2.013974753121e-07       2.177306615710e-03 
       4.930788969285e+06       3.108156711371e-11       9.398282793882e-02       5.247384841553e+07       2.028072593295e-07       2.207888220486e-03 
       4.896513327612e+06       3.151818183690e-11       9.464059425045e-02       5.174698090104e+07       2.042269118587e-07       2.238899310303e-03 
       4.862475947599e+06       3.196092949875e-11       9.530296333469e-02       5.103018280804e+07       2.056565019797e-07       2.270345915698e-03 
       4.828675173008e+06       3.240989623845e-11       9.596996738401e-02       5.032331463713e+07       2.070960992559e-07       2.302234151865e-03 
       4.795109359115e+06       3.286516940493e-11       9.664163882553e-02       4.962623882156e+07       2.085457737379e-07       2.334570219838e-03 
       4.761776872627e+06       3.332683757376e-11       9.731801030284e-02       4.893881970041e+07       2.100055959663e-07       2.367360407696e-03 
       4.728676091607e+06       3.379499056444e-11       9.799911469599e-02       4.826092349225e+07       2.114756369757e-07       2.400611091787e-03 
       4.695805405390e+06       3.426971945784e-11       9.868498511241e-02       4.759241826904e+07       2.129559682981e-07       2.434328737963e-03 
       4.663163214510e+06       3.475111661389e-11       9.937565488690e-02       4.693317393048e+07       2.144466619658e-07       2.468519902838e-03 
       4.630747930617e+06       3.523927568957e-11       1.000711575944e-01       4.628306217869e+07       2.159477905158e-07       2.503191235059e-03 
       4.598557976404e+06       3.573429165711e-11       1.007715270371e-01       4.564195649325e+07       2.174594269925e-07       2.538349476603e-03 
       4.566591785527e+06       3.623626082246e-11       1.014767972611e-01       4.500973210653e+07       2.189816449519e-07       2.574001464080e-03 
       4.534847802531e+06       3.674528084399e-11       1.021870025434e-01       4.438626597946e+07       2.205145184646e-07       2.610154130064e-03 
       4.503324482774e+06       3.726145075153e-11       1.029021774048e-01       4.377143677755e+07       2.220581221200e-07       2.646814504438e-03 
       4.472020292350e+06       3.778487096557e-11       1.036223566061e-01       4.316512484728e+07       2.236125310294e-07       2.683989715762e-03 
       4.440933708017e+06       3.831564331683e-11       1.043475751503e-01       4.256721219282e+07       2.251778208301e-07       2.721686992655e-03 
       4.410063217120e+06       3.885387106603e-11       1.050778682893e-01       4.197758245306e+07       2.267540676886e-07       2.759913665199e-03 
       4.379407317521e+06       3.939965892397e-11       1.058132715134e-01       4.139612087895e+07       2.283413483048e-07       2.798677166362e-03 
       4.348964517522e+06       3.995311307191e-11       1.065538205694e-01       4.082271431119e+07       2.299397399154e-07       2.837985033446e-03 
       4.318733335795e+06       4.051434118220e-11       1.072995514478e-01       4.025725115818e+07       2.315493202978e-07       2.877844909542e-03 
       4.288712301309e+06       4.108345243920e-11       1.080505003956e-01       3.969962137432e+07       2.331701677738e-07       2.918264545024e-03 
       4.258899953261e+06       4.166055756055e-11       1.088067039072e-01       3.914971643859e+07       2.348023612135e-07       2.959251799047e-03 
       4.229294840998e+06       4.224576881864e-11       1.095681987372e-01       3.860742933340e+07       2.364459800391e-07       3.000814641077e-03 
       4.199895523955e+06       4.283920006250e-11       1.103350218946e-01       3.807265452381e+07       2.381011042287e-07       3.042961152437e-03 
       4.170700571579e+06       4.344096673989e-11       1.111072106487e-01       3.754528793696e+07       2.397678143204e-07       3.085699527874e-03 
       4.141708563261e+06       4.405118591976e-11       1.118848025289e-01       3.702522694179e+07       2.414461914159e-07       3.129038077157e-03 
       4.112918088268e+06       4.466997631500e-11       1.126678353230e-01       3.651237032912e+07       2.431363171846e-07       3.172985226682e-03 
       4.084327745674e+06       4.529745830555e-11       1.134563470896e-01       3.600661829192e+07       2.448382738679e-07       3.217549521116e-03 
       4.055936144290e+06       4.593375396177e-11       1.142503761494e-01       3.550787240587e+07       2.465521442826e-07       3.262739625050e-03 
       4.027741902598e+06       4.657898706819e-11       1.150499610885e-01       3.501603561023e+07       2.482780118252e-07       3.308564324686e-03 
       3.999743648683e+06       4.723328314758e-11       1.158551407680e-01       3.453101218896e+07       2.500159604762e-07       3.355032529537e-03 
       3.971940020169e+06       4.789676948533e-11       1.166659543160e-01       3.405270775203e+07       2.517660748038e-07       3.402153274166e-03 
       3.944329664146e+06       4.856957515421e-11       1.174824411391e-01       3.358102921713e+07       2.535284399683e-07       3.449935719931e-03 
       3.916911237114e+06       4.925183103949e-11       1.183046409133e-01       3.311588479147e+07       2.553031417260e-07       3.498389156769e-03 
       3.889683404906e+06       4.994366986433e-11       1.191325935961e-01       3.265718395400e+07       2.570902664336e-07       3.547523004997e-03 
       3.862644842635e+06       5.064522621562e-11       1.199663394218e-01       3.220483743772e+07       2.588899010523e-07       3.597346817144e-03 
       3.835794234621e+06       5.135663657014e-11       1.208059189103e-01       3.175875721233e+07       2.607021331520e-07       3.647870279801e-03 
       3.809130274329e+06       5.207803932108e-11       1.216513728559e-01       3.131885646713e+07       2.625270509156e-07       3.699103215507e-03 
       3.782651664307e+06       5.280957480495e-11       1.225027423479e-01       3.088504959406e+07       2.643647431434e-07       3.751055584651e-03 
       3.756357116122e+06       5.355138532886e-11       1.233600687574e-01       3.045725217109e+07       2.662152992570e-07       3.803737487408e-03 
       3.730245350299e+06       5.430361519820e-11       1.242233937428e-01       3.003538094577e+07       2.680788093043e-07       3.857159165699e-03 
       3.704315096254e+06       5.506641074466e-11       1.250927592591e-01       2.961935381902e+07       2.699553639634e-07       3.911331005182e-03 
       3.678565092238e+06       5.583992035470e-11       1.259682075506e-01       2.920908982917e+07       2.718450545472e-07       3.966263537263e-03 
       3.652994085271e+06       5.662429449840e-11       1.268497811561e-01       2.880450913618e+07       2.737479730077e-07       4.021967441144e-03 
       3.627600831083e+06       5.741968575868e-11       1.277375229147e-01       2.840553300611e+07       2.756642119407e-07       4.078453545895e-03 
       3.602384094055e+06       5.822624886098e-11       1.286314759636e-01       2.801208379581e+07       2.775938645900e-07       4.135732832555e-03 
