# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:gr.fac. D_wCDM         6:gr.fac. D          
       7.059942917592e+12       1.516468685762e-23       6.565096555278e-08       1.075381181877e+20       1.416442047298e-13       1.077500605862e-15 
       7.010866849645e+12       1.537773554326e-23       6.610935088247e-08       1.060482463746e+20       1.426357141629e-13       1.092638411871e-15 
       6.962131926161e+12       1.559377734989e-23       6.657319318037e-08       1.045790157820e+20       1.436341641620e-13       1.107988888917e-15 
       6.913735775731e+12       1.581285432786e-23       6.703885446768e-08       1.031301404392e+20       1.446396033111e-13       1.123555024814e-15 
       6.865676043427e+12       1.603500911830e-23       6.750815373380e-08       1.017013383371e+20       1.456520805343e-13       1.139339849355e-15 
       6.817950390692e+12       1.626028496138e-23       6.798109097872e-08       1.002923313738e+20       1.466716450981e-13       1.155346434896e-15 
       6.770556495226e+12       1.648872570478e-23       6.845584721304e-08       9.890284530032e+19       1.476983466138e-13       1.171577896957e-15 
       6.723492050870e+12       1.672037581219e-23       6.893606041558e-08       9.753260966728e+19       1.487322350401e-13       1.188037394828e-15 
       6.676754767497e+12       1.695528037196e-23       6.941809260752e-08       9.618135777211e+19       1.497733606853e-13       1.204728132185e-15 
       6.630342370901e+12       1.719348510588e-23       6.990376277827e-08       9.484882660727e+19       1.508217742101e-13       1.221653357711e-15 
       6.584252602682e+12       1.743503637811e-23       7.039307092782e-08       9.353475680903e+19       1.518775266296e-13       1.238816365731e-15 
       6.538483220141e+12       1.767998120417e-23       7.088601705618e-08       9.223889260696e+19       1.529406693160e-13       1.256220496850e-15 
       6.493031996168e+12       1.792836726009e-23       7.138260116335e-08       9.096098177419e+19       1.540112540012e-13       1.273869138607e-15 
       6.447896719134e+12       1.818024289170e-23       7.188282324933e-08       8.970077557825e+19       1.550893327792e-13       1.291765726132e-15 
       6.403075192784e+12       1.843565712406e-23       7.238486432470e-08       8.845802873275e+19       1.561749581087e-13       1.309913742815e-15 
       6.358565236131e+12       1.869465967098e-23       7.289236236829e-08       8.723249934955e+19       1.572681828155e-13       1.328316720984e-15 
       6.314364683348e+12       1.895730094467e-23       7.340167940129e-08       8.602394889174e+19       1.583690600952e-13       1.346978242594e-15 
       6.270471383662e+12       1.922363206562e-23       7.391645340249e-08       8.483214212715e+19       1.594776435158e-13       1.365901939920e-15 
       6.226883201253e+12       1.949370487248e-23       7.443304639310e-08       8.365684708265e+19       1.605939870204e-13       1.385091496271e-15 
       6.183598015147e+12       1.976757193221e-23       7.495509635191e-08       8.249783499891e+19       1.617181449296e-13       1.404550646698e-15 
       6.140613719113e+12       2.004528655026e-23       7.547896530014e-08       8.135488028593e+19       1.628501719441e-13       1.424283178730e-15 
       6.097928221562e+12       2.032690278098e-23       7.600829121657e-08       8.022776047911e+19       1.639901231477e-13       1.444292933104e-15 
       6.055539445444e+12       2.061247543812e-23       7.653943612240e-08       7.911625619597e+19       1.651380540097e-13       1.464583804517e-15 
       6.013445328147e+12       2.090206010553e-23       7.707603799645e-08       7.802015109342e+19       1.662940203878e-13       1.485159742383e-15 
       5.971643821397e+12       2.119571314792e-23       7.761445885990e-08       7.693923182565e+19       1.674580785305e-13       1.506024751599e-15 
       5.930132891159e+12       2.149349172191e-23       7.815833669156e-08       7.587328800265e+19       1.686302850802e-13       1.527182893330e-15 
       5.888910517536e+12       2.179545378708e-23       7.870585250203e-08       7.482211214922e+19       1.698106970758e-13       1.548638285794e-15 
       5.847974694673e+12       2.210165811731e-23       7.925700629130e-08       7.378549966458e+19       1.709993719553e-13       1.570395105067e-15 
       5.807323430659e+12       2.241216431217e-23       7.981179805938e-08       7.276324878259e+19       1.721963675590e-13       1.592457585893e-15 
       5.766954747427e+12       2.272703280856e-23       8.037022780627e-08       7.175516053241e+19       1.734017421319e-13       1.614830022513e-15 
       5.726866680662e+12       2.304632489245e-23       8.093229553197e-08       7.076103869987e+19       1.746155543269e-13       1.637516769495e-15 
       5.687057279704e+12       2.337010271084e-23       8.149982022587e-08       6.978068978917e+19       1.758378632071e-13       1.660522242584e-15 
       5.647524607452e+12       2.369842928379e-23       8.206916390918e-08       6.881392298529e+19       1.770687282496e-13       1.683850919566e-15 
       5.608266740270e+12       2.403136851676e-23       8.264396456070e-08       6.786055011684e+19       1.783082093473e-13       1.707507341130e-15 
       5.569281767895e+12       2.436898521302e-23       8.322240319103e-08       6.692038561942e+19       1.795563668128e-13       1.731496111760e-15 
       5.530567793341e+12       2.471134508624e-23       8.380447980016e-08       6.599324649949e+19       1.808132613805e-13       1.755821900629e-15 
       5.492122932811e+12       2.505851477332e-23       8.439201337751e-08       6.507895229878e+19       1.820789542101e-13       1.780489442505e-15 
       5.453945315602e+12       2.541056184734e-23       8.498318493366e-08       6.417732505917e+19       1.833535068896e-13       1.805503538678e-15 
       5.416033084014e+12       2.576755483069e-23       8.557799446862e-08       6.328818928800e+19       1.846369814378e-13       1.830869057887e-15 
       5.378384393261e+12       2.612956320847e-23       8.617644198239e-08       6.241137192398e+19       1.859294403079e-13       1.856590937276e-15 
       5.340997411381e+12       2.649665744195e-23       8.678034646437e-08       6.154670230346e+19       1.872309463901e-13       1.882674183348e-15 
       5.303870319147e+12       2.686890898231e-23       8.738788892515e-08       6.069401212722e+19       1.885415630148e-13       1.909123872944e-15 
       5.267001309978e+12       2.724639028456e-23       8.799906936474e-08       5.985313542773e+19       1.898613539559e-13       1.935945154228e-15 
       5.230388589849e+12       2.762917482163e-23       8.861388778314e-08       5.902390853683e+19       1.911903834336e-13       1.963143247694e-15 
       5.194030377208e+12       2.801733709866e-23       8.923416316975e-08       5.820617005387e+19       1.925287161176e-13       1.990723447175e-15 
       5.157924902888e+12       2.841095266751e-23       8.985989552457e-08       5.739976081433e+19       1.938764171305e-13       2.018691120877e-15 
       5.122070410018e+12       2.881009814150e-23       9.048926585820e-08       5.660452385877e+19       1.952335520504e-13       2.047051712428e-15 
       5.086465153940e+12       2.921485121024e-23       9.112227417063e-08       5.582030440235e+19       1.966001869147e-13       2.075810741929e-15 
       5.051107402125e+12       2.962529065485e-23       9.176073945127e-08       5.504694980467e+19       1.979763882231e-13       2.104973807036e-15 
       5.015995434086e+12       3.004149636321e-23       9.240284271073e-08       5.428430954007e+19       1.993622229407e-13       2.134546584044e-15 
       4.981127541297e+12       3.046354934557e-23       9.304858394898e-08       5.353223516832e+19       2.007577585013e-13       2.164534828996e-15 
       4.946502027107e+12       3.089153175028e-23       9.369978215545e-08       5.279058030573e+19       2.021630628108e-13       2.194944378801e-15 
       4.912117206661e+12       3.132552687979e-23       9.435643733013e-08       5.205920059668e+19       2.035782042505e-13       2.225781152371e-15 
       4.877971406813e+12       3.176561920687e-23       9.501673048362e-08       5.133795368548e+19       2.050032516802e-13       2.257051151773e-15 
       4.844062966051e+12       3.221189439106e-23       9.568248060532e-08       5.062669918870e+19       2.064382744420e-13       2.288760463397e-15 
       4.810390234410e+12       3.266443929530e-23       9.635186870582e-08       4.992529866784e+19       2.078833423631e-13       2.320915259139e-15 
       4.776951573396e+12       3.312334200291e-23       9.702671377454e-08       4.923361560236e+19       2.093385257596e-13       2.353521797607e-15 
       4.743745355905e+12       3.358869183465e-23       9.770519682206e-08       4.855151536315e+19       2.108038954399e-13       2.386586425333e-15 
       4.710769966141e+12       3.406057936618e-23       9.838913683780e-08       4.787886518627e+19       2.122795227080e-13       2.420115578014e-15 
       4.678023799545e+12       3.453909644564e-23       9.907853382174e-08       4.721553414715e+19       2.137654793670e-13       2.454115781761e-15 
       4.645505262706e+12       3.502433621154e-23       9.977156878449e-08       4.656139313512e+19       2.152618377225e-13       2.488593654370e-15 
       4.613212773293e+12       3.551639311092e-23       1.004700607155e-07       4.591631482821e+19       2.167686705866e-13       2.523555906611e-15 
       4.581144759973e+12       3.601536291767e-23       1.011740096146e-07       4.528017366846e+19       2.182860512807e-13       2.559009343534e-15 
       4.549299662336e+12       3.652134275124e-23       1.018815964926e-07       4.465284583741e+19       2.198140536397e-13       2.594960865792e-15 
       4.517675930820e+12       3.703443109549e-23       1.025946403388e-07       4.403420923203e+19       2.213527520152e-13       2.631417470986e-15 
       4.486272026634e+12       3.755472781788e-23       1.033131411532e-07       4.342414344094e+19       2.229022212793e-13       2.668386255026e-15 
       4.455086421682e+12       3.808233418893e-23       1.040352799464e-07       4.282252972100e+19       2.244625368282e-13       2.705874413513e-15 
       4.424117598493e+12       3.861735290188e-23       1.047646946972e-07       4.222925097418e+19       2.260337745860e-13       2.743889243138e-15 
       4.393364050142e+12       3.915988809273e-23       1.054977474269e-07       4.164419172475e+19       2.276160110081e-13       2.782438143105e-15 
       4.362824280180e+12       3.971004536048e-23       1.062362571247e-07       4.106723809684e+19       2.292093230852e-13       2.821528616566e-15 
       4.332496802562e+12       4.026793178767e-23       1.069802237907e-07       4.049827779225e+19       2.308137883468e-13       2.861168272090e-15 
       4.302380141571e+12       4.083365596128e-23       1.077278284356e-07       3.993720006860e+19       2.324294848652e-13       2.901364825133e-15 
       4.272472831749e+12       4.140732799381e-23       1.084827090381e-07       3.938389571777e+19       2.340564912593e-13       2.942126099550e-15 
       4.242773417824e+12       4.198905954472e-23       1.092412276193e-07       3.883825704466e+19       2.356948866981e-13       2.983460029111e-15 
       4.213280454642e+12       4.257896384218e-23       1.100070221582e-07       3.830017784620e+19       2.373447509050e-13       3.025374659048e-15 
       4.183992507092e+12       4.317715570512e-23       1.107764546759e-07       3.776955339073e+19       2.390061641613e-13       3.067878147621e-15 
       4.154908150042e+12       4.378375156554e-23       1.115531631513e-07       3.724628039753e+19       2.406792073105e-13       3.110978767705e-15 
       4.126025968264e+12       4.439886949120e-23       1.123335096054e-07       3.673025701680e+19       2.423639617616e-13       3.154684908399e-15 
       4.097344556369e+12       4.502262920860e-23       1.131193130277e-07       3.622138280981e+19       2.440605094940e-13       3.199005076665e-15 
       4.068862518738e+12       4.565515212626e-23       1.139105734183e-07       3.571955872933e+19       2.457689330604e-13       3.243947898974e-15 
       4.040578469452e+12       4.629656135839e-23       1.147091097664e-07       3.522468710036e+19       2.474893155918e-13       3.289522122993e-15 
       4.012491032226e+12       4.694698174882e-23       1.155112840934e-07       3.473667160114e+19       2.492217408010e-13       3.335736619285e-15 
       3.984598840344e+12       4.760653989532e-23       1.163207343780e-07       3.425541724438e+19       2.509662929866e-13       3.382600383035e-15 
       3.956900536587e+12       4.827536417421e-23       1.171338226413e-07       3.378083035877e+19       2.527230570375e-13       3.430122535802e-15 
       3.929394773175e+12       4.895358476540e-23       1.179541868623e-07       3.331281857077e+19       2.544921184368e-13       3.478312327293e-15 
       3.902080211693e+12       4.964133367767e-23       1.187800080515e-07       3.285129078661e+19       2.562735632658e-13       3.527179137165e-15 
       3.874955523032e+12       5.033874477441e-23       1.196112862090e-07       3.239615717456e+19       2.580674782087e-13       3.576732476847e-15 
       3.848019387321e+12       5.104595379964e-23       1.204480213346e-07       3.194732914747e+19       2.598739505562e-13       3.626981991399e-15 
       3.821270493864e+12       5.176309840446e-23       1.212920324178e-07       3.150471934548e+19       2.616930682101e-13       3.677937461380e-15 
       3.794707541076e+12       5.249031817384e-23       1.221415004693e-07       3.106824161907e+19       2.635249196875e-13       3.729608804759e-15 
       3.768329236421e+12       5.322775465375e-23       1.229964254890e-07       3.063781101226e+19       2.653695941254e-13       3.782006078841e-15 
       3.742134296347e+12       5.397555137877e-23       1.238568074768e-07       3.021334374607e+19       2.672271812842e-13       3.835139482225e-15 
       3.716121446223e+12       5.473385389998e-23       1.247244654223e-07       2.979475720223e+19       2.690977715532e-13       3.889019356794e-15 
       3.690289420281e+12       5.550280981330e-23       1.255975803360e-07       2.938196990710e+19       2.709814559541e-13       3.943656189720e-15 
       3.664636961550e+12       5.628256878825e-23       1.264761522179e-07       2.897490151580e+19       2.728783261458e-13       3.999060615511e-15 
       3.639162821797e+12       5.707328259703e-23       1.273620000575e-07       2.857347279657e+19       2.747884744288e-13       4.055243418080e-15 
       3.613865761467e+12       5.787510514411e-23       1.282533048652e-07       2.817760561537e+19       2.767119937498e-13       4.112215532842e-15 
       3.588744549620e+12       5.868819249615e-23       1.291500666412e-07       2.778722292065e+19       2.786489777061e-13       4.169988048844e-15 
       3.563797963873e+12       5.951270291240e-23       1.300541043747e-07       2.740224872836e+19       2.805995205500e-13       4.228572210923e-15 
       3.539024790340e+12       6.034879687549e-23       1.309654180659e-07       2.702260810715e+19       2.825637171939e-13       4.287979421894e-15 
       3.514423823575e+12       6.119663712265e-23       1.318821887253e-07       2.664822716382e+19       2.845416632142e-13       4.348221244772e-15 
       3.489993866509e+12       6.205638867745e-23       1.328044163529e-07       2.627903302889e+19       2.865334548567e-13       4.409309405019e-15 
       3.465733730397e+12       6.292821888184e-23       1.337357389275e-07       2.591495384244e+19       2.885391890407e-13       4.471255792828e-15 
       3.441642234753e+12       6.381229742877e-23       1.346706994809e-07       2.555591874015e+19       2.905589633640e-13       4.534072465440e-15 
       3.417718207302e+12       6.470879639519e-23       1.356129359920e-07       2.520185783945e+19       2.925928761076e-13       4.597771649485e-15 
       3.393960483915e+12       6.561789027560e-23       1.365624484606e-07       2.485270222597e+19       2.946410262403e-13       4.662365743366e-15 
       3.370367908555e+12       6.653975601593e-23       1.375192368869e-07       2.450838394008e+19       2.967035134240e-13       4.727867319671e-15 
       3.346939333222e+12       6.747457304804e-23       1.384814822813e-07       2.416883596371e+19       2.987804380180e-13       4.794289127622e-15 
       3.323673617897e+12       6.842252332463e-23       1.394510036334e-07       2.383399220728e+19       3.008719010841e-13       4.861644095552e-15 
       3.300569630483e+12       6.938379135465e-23       1.404278009431e-07       2.350378749682e+19       3.029780043917e-13       4.929945333425e-15 
       3.277626246756e+12       7.035856423923e-23       1.414100552211e-07       2.317815756132e+19       3.050988504224e-13       4.999206135390e-15 
       3.254842350304e+12       7.134703170805e-23       1.423995854566e-07       2.285703902021e+19       3.072345423754e-13       5.069439982360e-15 
       3.232216832476e+12       7.234938615634e-23       1.433963916497e-07       2.254036937100e+19       3.093851841720e-13       5.140660544646e-15 
       3.209748592330e+12       7.336582268228e-23       1.444004738005e-07       2.222808697714e+19       3.115508804612e-13       5.212881684611e-15 
       3.187436536574e+12       7.439653912496e-23       1.454118319089e-07       2.192013105602e+19       3.137317366245e-13       5.286117459371e-15 
       3.165279579517e+12       7.544173610294e-23       1.464286469854e-07       2.161644166712e+19       3.159278587809e-13       5.360382123530e-15 
       3.143276643016e+12       7.650161705326e-23       1.474545570090e-07       2.131695970037e+19       3.181393537923e-13       5.435690131954e-15 
       3.121426656421e+12       7.757638827105e-23       1.484859240009e-07       2.102162686463e+19       3.203663292689e-13       5.512056142589e-15 
       3.099728556525e+12       7.866625894967e-23       1.495263859397e-07       2.073038567634e+19       3.226088935738e-13       5.589495019307e-15 
       3.078181287513e+12       7.977144122145e-23       1.505723048467e-07       2.044317944835e+19       3.248671558288e-13       5.668021834803e-15 
       3.056783800906e+12       8.089215019896e-23       1.516273187008e-07       2.015995227886e+19       3.271412259196e-13       5.747651873529e-15 
       3.035535055518e+12       8.202860401690e-23       1.526877895230e-07       1.988064904057e+19       3.294312145010e-13       5.828400634668e-15 
       3.014434017396e+12       8.318102387451e-23       1.537573552923e-07       1.960521536992e+19       3.317372330025e-13       5.910283835152e-15 
       2.993479659777e+12       8.434963407871e-23       1.548323780298e-07       1.933359765652e+19       3.340593936336e-13       5.993317412720e-15 
       2.972670963036e+12       8.553466208766e-23       1.559164957143e-07       1.906574303273e+19       3.363978093890e-13       6.077517529017e-15 
       2.952006914634e+12       8.673633855510e-23       1.570078893565e-07       1.880159936335e+19       3.387525940547e-13       6.162900572748e-15 
       2.931486509070e+12       8.795489737522e-23       1.581065589562e-07       1.854111523548e+19       3.411238622131e-13       6.249483162859e-15 
       2.911108747835e+12       8.919057572821e-23       1.592143235030e-07       1.828423994852e+19       3.435117292486e-13       6.337282151778e-15 
       2.890872639360e+12       9.044361412637e-23       1.603293640073e-07       1.803092350428e+19       3.459163113534e-13       6.426314628692e-15 
       2.870777198967e+12       9.171425646098e-23       1.614516804693e-07       1.778111659728e+19       3.483377255328e-13       6.516597922873e-15 
       2.850821448825e+12       9.300275004975e-23       1.625812728889e-07       1.753477060512e+19       3.507760896116e-13       6.608149607053e-15 
       2.831004417900e+12       9.430934568493e-23       1.637199602555e-07       1.729183757904e+19       3.532315222389e-13       6.700987500844e-15 
       2.811325141906e+12       9.563429768220e-23       1.648659235798e-07       1.705227023459e+19       3.557041428945e-13       6.795129674203e-15 
       2.791782663263e+12       9.697786393006e-23       1.660191628616e-07       1.681602194239e+19       3.581940718948e-13       6.890594450956e-15 
       2.772376031046e+12       9.834030594014e-23       1.671814970905e-07       1.658304671911e+19       3.607014303981e-13       6.987400412356e-15 
       2.753104300939e+12       9.972188889801e-23       1.683511072770e-07       1.635329921846e+19       3.632263404109e-13       7.085566400706e-15 
       2.733966535193e+12       1.011228817148e-22       1.695298124105e-07       1.612673472241e+19       3.657689247937e-13       7.185111523027e-15 
       2.714961802575e+12       1.025435570798e-22       1.707176124910e-07       1.590330913248e+19       3.683293072673e-13       7.286055154769e-15 
       2.696089178327e+12       1.039841915129e-22       1.719126885291e-07       1.568297896113e+19       3.709076124182e-13       7.388416943594e-15 
       2.677347744118e+12       1.054450654191e-22       1.731150405249e-07       1.546570132330e+19       3.735039657051e-13       7.492216813188e-15 
       2.658736588002e+12       1.069264631429e-22       1.743264874676e-07       1.525143392812e+19       3.761184934651e-13       7.597474967149e-15 
       2.640254804371e+12       1.084286730233e-22       1.755470293574e-07       1.504013507058e+19       3.787513229193e-13       7.704211892915e-15 
       2.621901493914e+12       1.099519874502e-22       1.767766661942e-07       1.483176362350e+19       3.814025821798e-13       7.812448365749e-15 
       2.603675763569e+12       1.114967029216e-22       1.780135789886e-07       1.462627902948e+19       3.840724002550e-13       7.922205452789e-15 
       2.585576726483e+12       1.130631201006e-22       1.792595867300e-07       1.442364129302e+19       3.867609070568e-13       8.033504517144e-15 
       2.567603501969e+12       1.146515438746e-22       1.805146894185e-07       1.422381097273e+19       3.894682334062e-13       8.146367222054e-15 
       2.549755215461e+12       1.162622834141e-22       1.817788870540e-07       1.402674917366e+19       3.921945110401e-13       8.260815535103e-15 
       2.532030998472e+12       1.178956522334e-22       1.830503606470e-07       1.383241753971e+19       3.949398726174e-13       8.376871732501e-15 
       2.514429988552e+12       1.195519682513e-22       1.843327481765e-07       1.364077824619e+19       3.977044517257e-13       8.494558403415e-15 
       2.496951329247e+12       1.212315538528e-22       1.856224116636e-07       1.345179399245e+19       4.004883828878e-13       8.613898454368e-15 
       2.479594170057e+12       1.229347359525e-22       1.869211700978e-07       1.326542799462e+19       4.032918015680e-13       8.734915113695e-15 
       2.462357666392e+12       1.246618460575e-22       1.882308424683e-07       1.308164397843e+19       4.061148441790e-13       8.857631936068e-15 
       2.445240979535e+12       1.264132203324e-22       1.895477907965e-07       1.290040617218e+19       4.089576480882e-13       8.982072807078e-15 
       2.428243276599e+12       1.281891996644e-22       1.908738340717e-07       1.272167929976e+19       4.118203516249e-13       9.108261947882e-15 
       2.411363730485e+12       1.299901297301e-22       1.922107912833e-07       1.254542857379e+19       4.147030940862e-13       9.236223919925e-15 
       2.394601519846e+12       1.318163610623e-22       1.935568434419e-07       1.237161968884e+19       4.176060157449e-13       9.365983629712e-15 
       2.377955829043e+12       1.336682491184e-22       1.949101715581e-07       1.220021881478e+19       4.205292578551e-13       9.497566333660e-15 
       2.361425848106e+12       1.355461543498e-22       1.962744136108e-07       1.203119259014e+19       4.234729626601e-13       9.630997643014e-15 
       2.345010772697e+12       1.374504422718e-22       1.976495695999e-07       1.186450811568e+19       4.264372733987e-13       9.766303528832e-15 
       2.328709804069e+12       1.393814835348e-22       1.990320015466e-07       1.170013294795e+19       4.294223343125e-13       9.903510327038e-15 
       2.312522149025e+12       1.413396539965e-22       2.004253474297e-07       1.153803509299e+19       4.324282906527e-13       1.004264474355e-14 
       2.296447019886e+12       1.433253347950e-22       2.018296072492e-07       1.137818300008e+19       4.354552886873e-13       1.018373385948e-14 
       2.280483634445e+12       1.453389124231e-22       2.032411430264e-07       1.122054555563e+19       4.385034757081e-13       1.032680513640e-14 
       2.264631215933e+12       1.473807788032e-22       2.046635927400e-07       1.106509207710e+19       4.415730000381e-13       1.047188642168e-14 
       2.248888992983e+12       1.494513313641e-22       2.060969563900e-07       1.091179230703e+19       4.446640110383e-13       1.061900595394e-14 
       2.233256199585e+12       1.515509731179e-22       2.075394149870e-07       1.076061640719e+19       4.477766591156e-13       1.076819236851e-14 
       2.217732075060e+12       1.536801127387e-22       2.089927875204e-07       1.061153495269e+19       4.509110957294e-13       1.091947470301e-14 
       2.202315864012e+12       1.558391646420e-22       2.104552550009e-07       1.046451892635e+19       4.540674733995e-13       1.107288240303e-14 
       2.187006816298e+12       1.580285490655e-22       2.119286364177e-07       1.031953971298e+19       4.572459457133e-13       1.122844532783e-14 
       2.171804186989e+12       1.602486921507e-22       2.134129317710e-07       1.017656909384e+19       4.604466673333e-13       1.138619375615e-14 
       2.156707236334e+12       1.625000260261e-22       2.149063220713e-07       1.003557924114e+19       4.636697940047e-13       1.154615839215e-14 
       2.141715229726e+12       1.647829888912e-22       2.164106263081e-07       9.896542712621e+18       4.669154825627e-13       1.170837037131e-14 
       2.126827437662e+12       1.670980251015e-22       2.179258444812e-07       9.759432446239e+18       4.701838909407e-13       1.187286126656e-14 
       2.112043135712e+12       1.694455852555e-22       2.194501576014e-07       9.624221754859e+18       4.734751781773e-13       1.203966309440e-14 
       2.097361604481e+12       1.718261262821e-22       2.209872036474e-07       9.490884321086e+18       4.767895044245e-13       1.220880832112e-14 
       2.082782129574e+12       1.742401115296e-22       2.225333446404e-07       9.359394192134e+18       4.801270309555e-13       1.238032986912e-14 
       2.068304001563e+12       1.766880108558e-22       2.240922185592e-07       9.229725774778e+18       4.834879201722e-13       1.255426112336e-14 
       2.053926515951e+12       1.791703007197e-22       2.256601874251e-07       9.101853830368e+18       4.868723356134e-13       1.273063593778e-14 
       2.039648973139e+12       1.816874642738e-22       2.272390702274e-07       8.975753469921e+18       4.902804419627e-13       1.290948864196e-14 
       2.025470678390e+12       1.842399914587e-22       2.288306859555e-07       8.851400149276e+18       4.937124050565e-13       1.309085404779e-14 
       2.011390941798e+12       1.868283790979e-22       2.304332156200e-07       8.728769664314e+18       4.971683918919e-13       1.327476745619e-14 
       1.997409078250e+12       1.894531309952e-22       2.320448402315e-07       8.607838146248e+18       5.006485706351e-13       1.346126466408e-14 
       1.983524407398e+12       1.921147580317e-22       2.336691977689e-07       8.488582056981e+18       5.041531106296e-13       1.365038197123e-14 
       1.969736253623e+12       1.948137782666e-22       2.353062882321e-07       8.370978184517e+18       5.076821824040e-13       1.384215618743e-14 
       1.956043946001e+12       1.975507170366e-22       2.369524736423e-07       8.255003638451e+18       5.112359576808e-13       1.403662463958e-14 
       1.942446818273e+12       2.003261070595e-22       2.386113919783e-07       8.140635845507e+18       5.148146093846e-13       1.423382517903e-14 
       1.928944208811e+12       2.031404885367e-22       2.402812242508e-07       8.027852545150e+18       5.184183116503e-13       1.443379618884e-14 
       1.915535460587e+12       2.059944092594e-22       2.419637894491e-07       7.916631785248e+18       5.220472398319e-13       1.463657659137e-14 
       1.902219921139e+12       2.088884247142e-22       2.436572685838e-07       7.806951917804e+18       5.257015705107e-13       1.484220585578e-14 
       1.888996942541e+12       2.118230981921e-22       2.453634806443e-07       7.698791594738e+18       5.293814815043e-13       1.505072400571e-14 
       1.875865881371e+12       2.147990008977e-22       2.470806066412e-07       7.592129763736e+18       5.330871518748e-13       1.526217162714e-14 
       1.862826098681e+12       2.178167120604e-22       2.488104655640e-07       7.486945664148e+18       5.368187619380e-13       1.547658987619e-14 
       1.849876959961e+12       2.208768190472e-22       2.505512384232e-07       7.383218822952e+18       5.405764932716e-13       1.569402048722e-14 
       1.837017835115e+12       2.239799174771e-22       2.523047442082e-07       7.280929050765e+18       5.443605287245e-13       1.591450578090e-14 
       1.824248098426e+12       2.271266113367e-22       2.540709829191e-07       7.180056437915e+18       5.481710524256e-13       1.613808867247e-14 
       1.811567128526e+12       2.303175130984e-22       2.558499545557e-07       7.080581350568e+18       5.520082497925e-13       1.636481268008e-14 
       1.798974308368e+12       2.335532438389e-22       2.576416591182e-07       6.982484426901e+18       5.558723075411e-13       1.659472193327e-14 
       1.786469025191e+12       2.368344333606e-22       2.594442776171e-07       6.885746573338e+18       5.597634136939e-13       1.682786118156e-14 
       1.774050670498e+12       2.401617203138e-22       2.612614480313e-07       6.790348960833e+18       5.636817575898e-13       1.706427580314e-14 
       1.761718640017e+12       2.435357523214e-22       2.630895323819e-07       6.696273021203e+18       5.676275298929e-13       1.730401181373e-14 
       1.749472333682e+12       2.469571861047e-22       2.649303496582e-07       6.603500443517e+18       5.716009226022e-13       1.754711587554e-14 
       1.737311155592e+12       2.504266876111e-22       2.667857188499e-07       6.512013170529e+18       5.756021290604e-13       1.779363530631e-14 
       1.725234513994e+12       2.539449321442e-22       2.686538209673e-07       6.421793395164e+18       5.796313439638e-13       1.804361808855e-14 
       1.713241821246e+12       2.575126044948e-22       2.705328370212e-07       6.332823557055e+18       5.836887633716e-13       1.829711287890e-14 
       1.701332493789e+12       2.611303990741e-22       2.724282239797e-07       6.245086339121e+18       5.877745847152e-13       1.855416901756e-14 
       1.689505952124e+12       2.647990200495e-22       2.743345248746e-07       6.158564664197e+18       5.918890068082e-13       1.881483653790e-14 
       1.677761620779e+12       2.685191814809e-22       2.762553776847e-07       6.073241691713e+18       5.960322298559e-13       1.907916617624e-14 
       1.666098928281e+12       2.722916074603e-22       2.781889634207e-07       5.989100814414e+18       6.002044554649e-13       1.934720938166e-14 
       1.654517307131e+12       2.761170322522e-22       2.801352820825e-07       5.906125655128e+18       6.044058866532e-13       1.961901832606e-14 
       1.643016193774e+12       2.799962004369e-22       2.820961526595e-07       5.824300063577e+18       6.086367278598e-13       1.989464591433e-14 
       1.631595028574e+12       2.839298670555e-22       2.840715751518e-07       5.743608113236e+18       6.128971849548e-13       2.017414579457e-14 
       1.620253255784e+12       2.879187977564e-22       2.860597305698e-07       5.664034098232e+18       6.171874652495e-13       2.045757236863e-14 
       1.608990323519e+12       2.919637689447e-22       2.880624379031e-07       5.585562530285e+18       6.215077775063e-13       2.074498080263e-14 
       1.597805683733e+12       2.960655679331e-22       2.900796971517e-07       5.508178135698e+18       6.258583319488e-13       2.103642703771e-14 
       1.586698792187e+12       3.002249930955e-22       2.921096893260e-07       5.431865852378e+18       6.302393402725e-13       2.133196780094e-14 
       1.575669108428e+12       3.044428540220e-22       2.941542334156e-07       5.356610826912e+18       6.346510156544e-13       2.163166061635e-14 
       1.564716095758e+12       3.087199716766e-22       2.962133294204e-07       5.282398411666e+18       6.390935727640e-13       2.193556381611e-14 
       1.553839221210e+12       3.130571785571e-22       2.982869773405e-07       5.209214161945e+18       6.435672277734e-13       2.224373655193e-14 
       1.543037955521e+12       3.174553188571e-22       3.003751771757e-07       5.137043833173e+18       6.480721983678e-13       2.255623880651e-14 
       1.532311773109e+12       3.219152486301e-22       3.024779289262e-07       5.065873378123e+18       6.526087037564e-13       2.287313140526e-14 
       1.521660152045e+12       3.264378359564e-22       3.045952325920e-07       4.995688944185e+18       6.571769646827e-13       2.319447602812e-14 
       1.511082574026e+12       3.310239611120e-22       3.067270881729e-07       4.926476870668e+18       6.617772034355e-13       2.352033522158e-14 
       1.500578524356e+12       3.356745167400e-22       3.088734956691e-07       4.858223686140e+18       6.664096438596e-13       2.385077241084e-14 
