# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1342       9.666337175151e-11       3.569432759231e-12      -7.280506428062e-12       1.140069144645e-14       1.877153589388e-15       5.255163648593e-16      -8.781577817282e-17 
 1343       9.680264899709e-11       3.551050689515e-12      -7.325660192374e-12       1.139577671235e-14       1.871522461207e-15       5.273021915419e-16      -8.730964907427e-17 
 1344       9.694500339566e-11       3.532381148282e-12      -7.369295567513e-12       1.139094260386e-14       1.865911836178e-15       5.290678319982e-16      -8.679712076670e-17 
 1345       9.709029541702e-11       3.513431924856e-12      -7.411397111755e-12       1.138618790453e-14       1.860321624774e-15       5.308110254220e-16      -8.627830143282e-17 
 1346       9.723838464171e-11       3.494210859753e-12      -7.451949323281e-12       1.138151138847e-14       1.854751736236e-15       5.325294980127e-16      -8.575330000297e-17 
 1347       9.738912975931e-11       3.474725844788e-12      -7.490936640092e-12       1.137691182033e-14       1.849202078569e-15       5.342209629524e-16      -8.522222615661e-17 
 1348       9.754238856679e-11       3.454984823168e-12      -7.528343439915e-12       1.137238795522e-14       1.843672558540e-15       5.358831203813e-16      -8.468519032374e-17 
 1349       9.769801796680e-11       3.434995789590e-12      -7.564154040111e-12       1.136793853880e-14       1.838163081675e-15       5.375136573742e-16      -8.414230368636e-17 
 1350       9.785587396597e-11       3.414766790339e-12      -7.598352697585e-12       1.136356230713e-14       1.832673552256e-15       5.391102479167e-16      -8.359367817990e-17 
 1351       9.801581167324e-11       3.394305923387e-12      -7.630923608695e-12       1.135925798678e-14       1.827203873317e-15       5.406705528815e-16      -8.303942649470e-17 
 1352       9.817768529816e-11       3.373621338491e-12      -7.661850909157e-12       1.135502429471e-14       1.821753946646e-15       5.421922200039e-16      -8.247966207740e-17 
 1353       9.834134814921e-11       3.352721237287e-12      -7.691118673956e-12       1.135085993831e-14       1.816323672774e-15       5.436728838587e-16      -8.191449913242e-17 
 1354       9.850665263212e-11       3.331613873394e-12      -7.718710917257e-12       1.134676361535e-14       1.810912950979e-15       5.451101658360e-16      -8.134405262342e-17 
 1355       9.867345024816e-11       3.310307552506e-12      -7.744611592307e-12       1.134273401397e-14       1.805521679282e-15       5.465016741174e-16      -8.076843827470e-17 
 1356       9.884159159246e-11       3.288810632494e-12      -7.768804591350e-12       1.133876981267e-14       1.800149754441e-15       5.478450036523e-16      -8.018777257271e-17 
 1357       9.901092635231e-11       3.267131523502e-12      -7.791273745531e-12       1.133486968030e-14       1.794797071952e-15       5.491377361338e-16      -7.960217276740e-17 
 1358       9.918130330552e-11       3.245278688044e-12      -7.812002824807e-12       1.133103227598e-14       1.789463526043e-15       5.503774399749e-16      -7.901175687378e-17 
 1359       9.935257031866e-11       3.223260641102e-12      -7.830975537853e-12       1.132725624917e-14       1.784149009673e-15       5.515616702851e-16      -7.841664367327e-17 
 1360       9.952457434544e-11       3.201085950227e-12      -7.848175531973e-12       1.132354023959e-14       1.778853414530e-15       5.526879688459e-16      -7.781695271520e-17 
 1361       9.969716142495e-11       3.178763235634e-12      -7.863586393009e-12       1.131988287720e-14       1.773576631026e-15       5.537538640875e-16      -7.721280431824e-17 
 1362       9.987017668006e-11       3.156301170297e-12      -7.877191645246e-12       1.131628278221e-14       1.768318548294e-15       5.547568710644e-16      -7.660431957182e-17 
 1363       1.000434721206e-10       3.133708304812e-12      -7.888979244937e-12       1.131273850192e-14       1.763079064063e-15       5.556949889763e-16      -7.599161298923e-17 
 1364       1.002169301485e-10       3.110992539703e-12      -7.898955113809e-12       1.130924832047e-14       1.757858114391e-15       5.565681996158e-16      -7.537477037761e-17 
 1365       1.003904403015e-10       3.088161647647e-12      -7.907129750562e-12       1.130581044698e-14       1.752655644241e-15       5.573769849486e-16      -7.475387073338e-17 
 1366       1.005638914698e-10       3.065223448285e-12      -7.913513750634e-12       1.130242307854e-14       1.747471597639e-15       5.581218310367e-16      -7.412899357007e-17 
 1367       1.007371718950e-10       3.042185808313e-12      -7.918117806393e-12       1.129908440011e-14       1.742305917666e-15       5.588032280459e-16      -7.350021891934e-17 
 1368       1.009101691690e-10       3.019056641565e-12      -7.920952707339e-12       1.129579258455e-14       1.737158546458e-15       5.594216702547e-16      -7.286762733185e-17 
 1369       1.010827702324e-10       2.995843909101e-12      -7.922029340302e-12       1.129254579259e-14       1.732029425206e-15       5.599776560624e-16      -7.223129987834e-17 
 1370       1.012548613741e-10       2.972555619292e-12      -7.921358689639e-12       1.128934217278e-14       1.726918494148e-15       5.604716879973e-16      -7.159131815053e-17 
 1371       1.014263282291e-10       2.949199827910e-12      -7.918951837435e-12       1.128617986151e-14       1.721825692575e-15       5.609042727249e-16      -7.094776426210e-17 
 1372       1.015970557781e-10       2.925784638211e-12      -7.914819963699e-12       1.128305698293e-14       1.716750958820e-15       5.612759210566e-16      -7.030072084970e-17 
 1373       1.017669283460e-10       2.902318201023e-12      -7.908974346564e-12       1.127997164898e-14       1.711694230265e-15       5.615871479572e-16      -6.965027107388e-17 
 1374       1.019358296009e-10       2.878808714832e-12      -7.901426362484e-12       1.127692195933e-14       1.706655443328e-15       5.618384725541e-16      -6.899649862007e-17 
 1375       1.021036425526e-10       2.855264425868e-12      -7.892187486437e-12       1.127390600139e-14       1.701634533473e-15       5.620304181449e-16      -6.833948769958e-17 
 1376       1.022702495517e-10       2.831693628194e-12      -7.881269292115e-12       1.127092185025e-14       1.696631435197e-15       5.621635122057e-16      -6.767932305052e-17 
 1377       1.024355322882e-10       2.808104663789e-12      -7.868683452133e-12       1.126796756869e-14       1.691646082034e-15       5.622382864000e-16      -6.701608993881e-17 
 1378       1.025993717906e-10       2.784505922638e-12      -7.854441738220e-12       1.126504120714e-14       1.686678406551e-15       5.622552765861e-16      -6.634987415914e-17 
 1379       1.027616484244e-10       2.760905842816e-12      -7.838556021418e-12       1.126214080364e-14       1.681728340347e-15       5.622150228260e-16      -6.568076203595e-17 
 1380       1.029222418912e-10       2.737312910574e-12      -7.821038272285e-12       1.125926438386e-14       1.676795814049e-15       5.621180693935e-16      -6.500884042438e-17 
 1381       1.030810312273e-10       2.713735660429e-12      -7.801900561089e-12       1.125640996103e-14       1.671880757311e-15       5.619649647824e-16      -6.433419671126e-17 
 1382       1.032378948025e-10       2.690182675246e-12      -7.781155058010e-12       1.125357553595e-14       1.666983098810e-15       5.617562617148e-16      -6.365691881606e-17 
 1383       1.033927103192e-10       2.666662586329e-12      -7.758814033334e-12       1.125075909697e-14       1.662102766247e-15       5.614925171495e-16      -6.297709519189e-17 
 1384       1.035453548109e-10       2.643184073503e-12      -7.734889857658e-12       1.124795861992e-14       1.657239686343e-15       5.611742922900e-16      -6.229481482646e-17 
 1385       1.036957046410e-10       2.619755865205e-12      -7.709395002082e-12       1.124517206814e-14       1.652393784835e-15       5.608021525930e-16      -6.161016724302e-17 
 1386       1.038436355022e-10       2.596386738567e-12      -7.682342038411e-12       1.124239739243e-14       1.647564986479e-15       5.603766677767e-16      -6.092324250140e-17 
 1387       1.039890224144e-10       2.573085519503e-12      -7.653743639354e-12       1.123963253104e-14       1.642753215042e-15       5.598984118289e-16      -6.023413119891e-17 
 1388       1.041317397242e-10       2.549861082799e-12      -7.623612578719e-12       1.123687540963e-14       1.637958393302e-15       5.593679630155e-16      -5.954292447134e-17 
 1389       1.042716611034e-10       2.526722352193e-12      -7.591961731618e-12       1.123412394125e-14       1.633180443047e-15       5.587859038883e-16      -5.884971399395e-17 
 1390       1.044086595481e-10       2.503678300470e-12      -7.558804074656e-12       1.123137602633e-14       1.628419285073e-15       5.581528212941e-16      -5.815459198240e-17 
 1391       1.045426073772e-10       2.480737949538e-12      -7.524152686140e-12       1.122862955266e-14       1.623674839180e-15       5.574693063821e-16      -5.745765119376e-17 
 1392       1.046733762312e-10       2.457910370526e-12      -7.488020746270e-12       1.122588239534e-14       1.618947024169e-15       5.567359546127e-16      -5.675898492746e-17 
 1393       1.048008370715e-10       2.435204683861e-12      -7.450421537339e-12       1.122313241677e-14       1.614235757844e-15       5.559533657655e-16      -5.605868702627e-17 
 1394       1.049248601786e-10       2.412630059360e-12      -7.411368443935e-12       1.122037746665e-14       1.609540957005e-15       5.551221439479e-16      -5.535685187726e-17 
 1395       1.050453151513e-10       2.390195716314e-12      -7.370874953135e-12       1.121761538191e-14       1.604862537450e-15       5.542428976030e-16      -5.465357441278e-17 
 1396       1.051620709054e-10       2.367910923576e-12      -7.328954654707e-12       1.121484398674e-14       1.600200413968e-15       5.533162395181e-16      -5.394895011143e-17 
 1397       1.052749956724e-10       2.345784999647e-12      -7.285621241306e-12       1.121206109251e-14       1.595554500343e-15       5.523427868331e-16      -5.324307499902e-17 
 1398       1.053839569987e-10       2.323827312760e-12      -7.240888508673e-12       1.120926449780e-14       1.590924709345e-15       5.513231610483e-16      -5.253604564958e-17 
 1399       1.054888217440e-10       2.302047280972e-12      -7.194770355837e-12       1.120645198834e-14       1.586310952735e-15       5.502579880331e-16      -5.182795918628e-17 
 1400       1.055894560801e-10       2.280454372246e-12      -7.147280785308e-12       1.120362133700e-14       1.581713141256e-15       5.491478980342e-16      -5.111891328241e-17 
 1401       1.056857254903e-10       2.259058104537e-12      -7.098433903278e-12       1.120077030378e-14       1.577131184635e-15       5.479935256837e-16      -5.040900616239e-17 
 1402       1.057775109916e-10       2.237867144138e-12      -7.048245854663e-12       1.119789678297e-14       1.572564999479e-15       5.467956802823e-16      -4.969832678459e-17 
 1403       1.058647579925e-10       2.216886590224e-12      -6.996740649911e-12       1.119499924647e-14       1.568014533062e-15       5.455558585749e-16      -4.898692527594e-17 
 1404       1.059474279429e-10       2.196120662155e-12      -6.943944399364e-12       1.119207630507e-14       1.563479739782e-15       5.442757373400e-16      -4.827484219084e-17 
 1405       1.060254821556e-10       2.175573598679e-12      -6.889883384251e-12       1.118912656163e-14       1.558960573280e-15       5.429570036190e-16      -4.756211830174e-17 
 1406       1.060988818069e-10       2.155249657968e-12      -6.834584056998e-12       1.118614861107e-14       1.554456986444e-15       5.416013547346e-16      -4.684879459944e-17 
 1407       1.061675879355e-10       2.135153117644e-12      -6.778073041552e-12       1.118314104037e-14       1.549968931402e-15       5.402104983099e-16      -4.613491229351e-17 
 1408       1.062315614429e-10       2.115288274815e-12      -6.720377133693e-12       1.118010242852e-14       1.545496359521e-15       5.387861522865e-16      -4.542051281263e-17 
 1409       1.062907630930e-10       2.095659446104e-12      -6.661523301349e-12       1.117703134656e-14       1.541039221409e-15       5.373300449435e-16      -4.470563780501e-17 
 1410       1.063451535118e-10       2.076270967681e-12      -6.601538684919e-12       1.117392635751e-14       1.536597466908e-15       5.358439149165e-16      -4.399032913869e-17 
 1411       1.063946931875e-10       2.057127195296e-12      -6.540450597583e-12       1.117078601638e-14       1.532171045098e-15       5.343295112153e-16      -4.327462890198e-17 
 1412       1.064393424701e-10       2.038232504309e-12      -6.478286525622e-12       1.116760887016e-14       1.527759904290e-15       5.327885932435e-16      -4.255857940379e-17 
 1413       1.064790615711e-10       2.019591289721e-12      -6.415074128733e-12       1.116439345782e-14       1.523363992027e-15       5.312229308168e-16      -4.184222317402e-17 
 1414       1.065138105637e-10       2.001207966207e-12      -6.350841240347e-12       1.116113831025e-14       1.518983255082e-15       5.296343041816e-16      -4.112560296393e-17 
 1415       1.065435493820e-10       1.983086968147e-12      -6.285615867944e-12       1.115784195029e-14       1.514617639457e-15       5.280245040335e-16      -4.040876174650e-17 
 1416       1.065682378216e-10       1.965232749657e-12      -6.219426193373e-12       1.115450289269e-14       1.510267090379e-15       5.263953315366e-16      -3.969174271683e-17 
 1417       1.065878355385e-10       1.947649784621e-12      -6.152300573162e-12       1.115111964411e-14       1.505931552301e-15       5.247485983415e-16      -3.897458929247e-17 
 1418       1.066023020496e-10       1.930342566721e-12      -6.084267538841e-12       1.114769070309e-14       1.501610968898e-15       5.230861266042e-16      -3.825734511385e-17 
 1419       1.066115967324e-10       1.913315609471e-12      -6.015355797255e-12       1.114421456005e-14       1.497305283068e-15       5.214097490048e-16      -3.754005404459e-17 
 1420       1.066156788244e-10       1.896573446246e-12      -5.945594230883e-12       1.114068969729e-14       1.493014436927e-15       5.197213087661e-16      -3.682276017191e-17 
 1421       1.066145074234e-10       1.880120630318e-12      -5.875011898151e-12       1.113711458893e-14       1.488738371809e-15       5.180226596723e-16      -3.610550780699e-17 
 1422       1.066080414869e-10       1.863961734880e-12      -5.803638033753e-12       1.113348770094e-14       1.484477028266e-15       5.163156660878e-16      -3.538834148535e-17 
 1423       1.065962398322e-10       1.848101353085e-12      -5.731502048964e-12       1.112980749110e-14       1.480230346062e-15       5.146022029755e-16      -3.467130596721e-17 
 1424       1.065790611361e-10       1.832544098071e-12      -5.658633531957e-12       1.112607240899e-14       1.475998264176e-15       5.128841559158e-16      -3.395444623789e-17 
 1425       1.065564639347e-10       1.817294602999e-12      -5.585062248123e-12       1.112228089599e-14       1.471780720796e-15       5.111634211250e-16      -3.323780750813e-17 
 1426       1.065284066231e-10       1.802357521079e-12      -5.510818140382e-12       1.111843138526e-14       1.467577653322e-15       5.094419054742e-16      -3.252143521451e-17 
 1427       1.064948474555e-10       1.787737525605e-12      -5.435931329503e-12       1.111452230171e-14       1.463388998359e-15       5.077215265079e-16      -3.180537501980e-17 
 1428       1.064557445446e-10       1.773439309983e-12      -5.360432114423e-12       1.111055206200e-14       1.459214691720e-15       5.060042124625e-16      -3.108967281334e-17 
 1429       1.064110558619e-10       1.759467587768e-12      -5.284350972557e-12       1.110651907452e-14       1.455054668421e-15       5.042919022852e-16      -3.037437471142e-17 
 1430       1.063607392369e-10       1.745827092689e-12      -5.207718560119e-12       1.110242173938e-14       1.450908862681e-15       5.025865456523e-16      -2.965952705763e-17 
 1431       1.063047523574e-10       1.732522578686e-12      -5.130565712440e-12       1.109825844840e-14       1.446777207921e-15       5.008901029884e-16      -2.894517642324e-17 
 1432       1.062430527693e-10       1.719558819937e-12      -5.052923444279e-12       1.109402758509e-14       1.442659636760e-15       4.992045454846e-16      -2.823136960758e-17 
 1433       1.061755978759e-10       1.706940610893e-12      -4.974822950144e-12       1.108972752462e-14       1.438556081013e-15       4.975318551173e-16      -2.751815363841e-17 
 1434       1.061023449383e-10       1.694672766308e-12      -4.896295604609e-12       1.108535663384e-14       1.434466471694e-15       4.958740246669e-16      -2.680557577229e-17 
 1435       1.060232510748e-10       1.682760121271e-12      -4.817372962627e-12       1.108091327124e-14       1.430390739008e-15       4.942330577366e-16      -2.609368349495e-17 
 1436       1.059382732609e-10       1.671207531235e-12      -4.738086759849e-12       1.107639578694e-14       1.426328812355e-15       4.926109687707e-16      -2.538252452167e-17 
 1437       1.058473683293e-10       1.660019872054e-12      -4.658468912941e-12       1.107180252268e-14       1.422280620323e-15       4.910097830735e-16      -2.467214679763e-17 
 1438       1.057504929691e-10       1.649202040007e-12      -4.578551519897e-12       1.106713181180e-14       1.418246090692e-15       4.894315368280e-16      -2.396259849832e-17 
 1439       1.056476037261e-10       1.638758951837e-12      -4.498366860360e-12       1.106238197924e-14       1.414225150425e-15       4.878782771145e-16      -2.325392802988e-17 
 1440       1.055386570025e-10       1.628695544778e-12      -4.417947395938e-12       1.105755134151e-14       1.410217725675e-15       4.863520619291e-16      -2.254618402948e-17 
 1441       1.054236235235e-10       1.619015745756e-12      -4.337324478973e-12       1.105263845116e-14       1.406223748118e-15       4.848542412347e-16      -2.183941827711e-17 
 1442       1.053025318974e-10       1.609719367484e-12      -4.256524463890e-12       1.104764283299e-14       1.402243174055e-15       4.833832920924e-16      -2.113369446254e-17 
 1443       1.051754254972e-10       1.600805180930e-12      -4.175572557013e-12       1.104256425527e-14       1.398275965501e-15       4.819369615953e-16      -2.042907950806e-17 
 1444       1.050423480345e-10       1.592271943258e-12      -4.094494104772e-12       1.103740248597e-14       1.394322083864e-15       4.805129838199e-16      -1.972564066572e-17 
 1445       1.049033435601e-10       1.584118397801e-12      -4.013314593941e-12       1.103215729274e-14       1.390381489939e-15       4.791090798035e-16      -1.902344551783e-17 
 1446       1.047584564650e-10       1.576343274036e-12      -3.932059651882e-12       1.102682844290e-14       1.386454143911e-15       4.777229575212e-16      -1.832256197752e-17 
 1447       1.046077314806e-10       1.568945287550e-12      -3.850755046787e-12       1.102141570347e-14       1.382540005350e-15       4.763523118629e-16      -1.762305828928e-17 
 1448       1.044512136795e-10       1.561923140018e-12      -3.769426687919e-12       1.101591884113e-14       1.378639033211e-15       4.749948246106e-16      -1.692500302949e-17 
 1449       1.042889484763e-10       1.555275519171e-12      -3.688100625858e-12       1.101033762225e-14       1.374751185833e-15       4.736481644154e-16      -1.622846510698e-17 
 1450       1.041209816278e-10       1.549001098769e-12      -3.606803052735e-12       1.100467181289e-14       1.370876420939e-15       4.723099867750e-16      -1.553351376354e-17 
 1451       1.039473592344e-10       1.543098538574e-12      -3.525560302482e-12       1.099892117878e-14       1.367014695629e-15       4.709779340103e-16      -1.484021857449e-17 
 1452       1.037681277398e-10       1.537566484322e-12      -3.444398851070e-12       1.099308548534e-14       1.363165966388e-15       4.696496352430e-16      -1.414864944922e-17 
 1453       1.035833339325e-10       1.532403567691e-12      -3.363345316751e-12       1.098716449765e-14       1.359330189075e-15       4.683227063724e-16      -1.345887663168e-17 
 1454       1.033930249458e-10       1.527608406280e-12      -3.282426460302e-12       1.098115798049e-14       1.355507318929e-15       4.669947500530e-16      -1.277097070100e-17 
 1455       1.031972482589e-10       1.523179603574e-12      -3.201669185262e-12       1.097506569833e-14       1.351697310562e-15       4.656633556709e-16      -1.208500257196e-17 
 1456       1.029960516972e-10       1.519115748921e-12      -3.121100538183e-12       1.096888741528e-14       1.347900117964e-15       4.643260993217e-16      -1.140104349558e-17 
 1457       1.027894834331e-10       1.515415417501e-12      -3.040747708861e-12       1.096262289516e-14       1.344115694494e-15       4.629805437874e-16      -1.071916505962e-17 
 1458       1.025775919867e-10       1.512077170299e-12      -2.960638030588e-12       1.095627190148e-14       1.340343992885e-15       4.616242385131e-16      -1.003943918916e-17 
 1459       1.023604262264e-10       1.509099554076e-12      -2.880798980387e-12       1.094983419739e-14       1.336584965241e-15       4.602547195848e-16      -9.361938147100e-18 
 1460       1.021380353692e-10       1.506481101345e-12      -2.801258179256e-12       1.094330954576e-14       1.332838563033e-15       4.588695097062e-16      -8.686734534728e-18 
 1461       1.019104689821e-10       1.504220330337e-12      -2.722043392412e-12       1.093669770911e-14       1.329104737101e-15       4.574661181758e-16      -8.013901292255e-18 
 1462       1.016777769820e-10       1.502315744976e-12      -2.643182529531e-12       1.092999844966e-14       1.325383437651e-15       4.560420408643e-16      -7.343511699347e-18 
 1463       1.014400096366e-10       1.500765834851e-12      -2.564703644989e-12       1.092321152928e-14       1.321674614253e-15       4.545947601913e-16      -6.675639375676e-18 
 1464       1.011972175652e-10       1.499569075189e-12      -2.486634938107e-12       1.091633670955e-14       1.317978215843e-15       4.531217451028e-16      -6.010358281450e-18 
 1465       1.009494517391e-10       1.498723926823e-12      -2.409004753391e-12       1.090937375172e-14       1.314294190718e-15       4.516204510485e-16      -5.347742717961e-18 
 1466       1.006967634826e-10       1.498228836170e-12      -2.331841580772e-12       1.090232241670e-14       1.310622486535e-15       4.500883199584e-16      -4.687867328121e-18 
 1467       1.004392044729e-10       1.498082235197e-12      -2.255174055853e-12       1.089518246510e-14       1.306963050311e-15       4.485227802203e-16      -4.030807097004e-18 
 1468       1.001768267418e-10       1.498282541396e-12      -2.179030960147e-12       1.088795365720e-14       1.303315828423e-15       4.469212466569e-16      -3.376637352386e-18 
 1469       9.990968267537e-11       1.498828157757e-12      -2.103441221319e-12       1.088063575294e-14       1.299680766603e-15       4.452811205029e-16      -2.725433765283e-18 
 1470       9.963782501512e-11       1.499717472735e-12      -2.028433913432e-12       1.087322851197e-14       1.296057809940e-15       4.435997893821e-16      -2.077272350496e-18 
 1471       9.936130685850e-11       1.500948860230e-12      -1.954038257184e-12       1.086573169359e-14       1.292446902877e-15       4.418746272848e-16      -1.432229467147e-18 
 1472       9.908018165957e-11       1.502520679552e-12      -1.880283620152e-12       1.085814505680e-14       1.288847989208e-15       4.401029945445e-16      -7.903818192200e-19 
 1473       9.879450322961e-11       1.504431275394e-12      -1.807199517034e-12       1.085046836026e-14       1.285261012081e-15       4.382822378154e-16      -1.518064561030e-19 
 1474       9.850432573778e-11       1.506678977807e-12      -1.734815609892e-12       1.084270136230e-14       1.281685913993e-15       4.364096900493e-16       4.834192268734e-19 
 1475       9.820970371173e-11       1.509262102171e-12      -1.663161708392e-12       1.083484382094e-14       1.278122636790e-15       4.344826704730e-16       1.115217487895e-18 
 1476       9.791069203829e-11       1.512178949165e-12      -1.592267770047e-12       1.082689549389e-14       1.274571121667e-15       4.324984845651e-16       1.743510238124e-18 
 1477       9.760734596407e-11       1.515427804740e-12      -1.522163900459e-12       1.081885613851e-14       1.271031309164e-15       4.304544240336e-16       2.368219041160e-18 
 1478       9.729972109612e-11       1.519006940091e-12      -1.452880353561e-12       1.081072551183e-14       1.267503139165e-15       4.283477667926e-16       2.989265112496e-18 
 1479       9.698787340257e-11       1.522914611631e-12      -1.384447531859e-12       1.080250337060e-14       1.263986550898e-15       4.261757769396e-16       3.606569318983e-18 
 1480       9.667186447512e-11       1.527148484580e-12      -1.316892666819e-12       1.079418966312e-14       1.260481488051e-15       4.239365219857e-16       4.220059762036e-18 
 1481       9.635177737217e-11       1.531703897567e-12      -1.250229823663e-12       1.078578510719e-14       1.256987914170e-15       4.216313334262e-16       4.829694610321e-18 
 1482       9.602770093354e-11       1.536575580827e-12      -1.184469798274e-12       1.077729061791e-14       1.253505797409e-15       4.192623704413e-16       5.435439491639e-18 
 1483       9.569972453377e-11       1.541758230958e-12      -1.119623428153e-12       1.076870711627e-14       1.250035105426e-15       4.168318048710e-16       6.037259929527e-18 
 1484       9.536793808300e-11       1.547246510868e-12      -1.055701592476e-12       1.076003552924e-14       1.246575805385e-15       4.143418212375e-16       6.635121343130e-18 
 1485       9.503243202793e-11       1.553035049709e-12      -9.927152121537e-13       1.075127678966e-14       1.243127863949e-15       4.117946167668e-16       7.228989047082e-18 
 1486       9.469329735275e-11       1.559118442823e-12      -9.306752498947e-13       1.074243183637e-14       1.239691247284e-15       4.091924014107e-16       7.818828251373e-18 
 1487       9.435062558003e-11       1.565491251679e-12      -8.695927102622e-13       1.073350161414e-14       1.236265921056e-15       4.065373978687e-16       8.404604061232e-18 
 1488       9.400450877173e-11       1.572148003815e-12      -8.094786397363e-13       1.072448707370e-14       1.232851850431e-15       4.038318416096e-16       8.986281476997e-18 
 1489       9.365503953005e-11       1.579083192776e-12      -7.503441267736e-13       1.071538917178e-14       1.229449000072e-15       4.010779808941e-16       9.563825393990e-18 
 1490       9.330231099837e-11       1.586291278059e-12      -6.922003018676e-13       1.070620887107e-14       1.226057334139e-15       3.982780767956e-16       1.013720060240e-17 
 1491       9.294641686222e-11       1.593766685048e-12      -6.350583376088e-13       1.069694714027e-14       1.222676816289e-15       3.954344032232e-16       1.070637178713e-17 
 1492       9.258745135018e-11       1.601503804959e-12      -5.789294487449e-13       1.068760495409e-14       1.219307409673e-15       3.925492469427e-16       1.127130352773e-17 
 1493       9.222550923482e-11       1.609496994777e-12      -5.238248922411e-13       1.067818329326e-14       1.215949076936e-15       3.896249075992e-16       1.183196029819e-17 
 1494       9.186068583359e-11       1.617740577199e-12      -4.697559673402e-13       1.066868314453e-14       1.212601780217e-15       3.866636977382e-16       1.238830646691e-17 
 1495       9.149307700982e-11       1.626228840571e-12      -4.167340156229e-13       1.065910550069e-14       1.209265481146e-15       3.836679428284e-16       1.294030629648e-17 
 1496       9.112277917358e-11       1.634956038835e-12      -3.647704210681e-13       1.064945136057e-14       1.205940140842e-15       3.806399812827e-16       1.348792394362e-17 
 1497       9.074988928265e-11       1.643916391460e-12      -3.138766101129e-13       1.063972172909e-14       1.202625719917e-15       3.775821644807e-16       1.403112345904e-17 
 1498       9.037450484343e-11       1.653104083390e-12      -2.640640517129e-13       1.062991761719e-14       1.199322178469e-15       3.744968567904e-16       1.456986878730e-17 
 1499       8.999672391188e-11       1.662513264982e-12      -2.153442574026e-13       1.062004004194e-14       1.196029476084e-15       3.713864355898e-16       1.510412376671e-17 
 1500       8.961664509444e-11       1.672138051947e-12      -1.677287813553e-13       1.061009002647e-14       1.192747571836e-15       3.682532912893e-16       1.563385212916e-17 
 1501       8.923436754896e-11       1.681972525287e-12      -1.212292204436e-13       1.060006860002e-14       1.189476424282e-15       3.650998273532e-16       1.615901750005e-17 
 1502       8.884999098563e-11       1.692010731240e-12      -7.585721429922e-14       1.058997679793e-14       1.186215991465e-15       3.619284603217e-16       1.667958339813e-17 
 1503       8.846361566792e-11       1.702246681218e-12      -3.162444537383e-14       1.057981566167e-14       1.182966230910e-15       3.587416198329e-16       1.719551323539e-17 
 1504       8.807534241348e-11       1.712674351748e-12       1.145736100130e-14       1.056958623885e-14       1.179727099627e-15       3.555417486443e-16       1.770677031694e-17 
 1505       8.768527259510e-11       1.723287684412e-12       5.337643655481e-14       1.055928958321e-14       1.176498554104e-15       3.523313026553e-16       1.821331784084e-17 
 1506       8.729350814162e-11       1.734080585788e-12       9.412097001511e-14       1.054892675464e-14       1.173280550311e-15       3.491127509284e-16       1.871511889804e-17 
 1507       8.690015153886e-11       1.745046927391e-12       1.336791070501e-13       1.053849881920e-14       1.170073043695e-15       3.458885757117e-16       1.921213647222e-17 
 1508       8.650530583056e-11       1.756180545609e-12       1.720389502072e-13       1.052800684911e-14       1.166875989184e-15       3.426612724603e-16       1.970433343966e-17 
 1509       8.610907461930e-11       1.767475241652e-12       2.091885588527e-13       1.051745192279e-14       1.163689341180e-15       3.394333498584e-16       2.019167256914e-17 
 1510       8.571156206741e-11       1.778924781483e-12       2.451159491118e-13       1.050683512485e-14       1.160513053562e-15       3.362073298414e-16       2.067411652177e-17 
 1511       8.531287289796e-11       1.790522895765e-12       2.798090938087e-13       1.049615754608e-14       1.157347079685e-15       3.329857476172e-16       2.115162785093e-17 
 1512       8.491311239561e-11       1.802263279799e-12       3.132559224056e-13       1.048542028352e-14       1.154191372377e-15       3.297711516886e-16       2.162416900208e-17 
 1513       8.451238640758e-11       1.814139593463e-12       3.454443209434e-13       1.047462444041e-14       1.151045883937e-15       3.265661038752e-16       2.209170231269e-17 
 1514       8.411080134458e-11       1.826145461155e-12       3.763621319806e-13       1.046377112624e-14       1.147910566137e-15       3.233731793347e-16       2.255419001207e-17 
 1515       8.370846418175e-11       1.838274471733e-12       4.059971545340e-13       1.045286145672e-14       1.144785370221e-15       3.201949665855e-16       2.301159422128e-17 
 1516       8.330548245954e-11       1.850520178453e-12       4.343371440177e-13       1.044189655384e-14       1.141670246899e-15       3.170340675282e-16       2.346387695296e-17 
 1517       8.290196428470e-11       1.862876098913e-12       4.613698121832e-13       1.043087754584e-14       1.138565146354e-15       3.138930974675e-16       2.391100011127e-17 
 1518       8.249801833114e-11       1.875335714991e-12       4.870828270594e-13       1.041980556726e-14       1.135470018231e-15       3.107746851342e-16       2.435292549170e-17 
 1519       8.209374874404e-11       1.887892603104e-12       5.114670484290e-13       1.040868180199e-14       1.132384815795e-15       3.076809918767e-16       2.478961990856e-17 
 1520       8.168923979630e-11       1.900540826486e-12       5.345262684618e-13       1.039750761308e-14       1.129309508412e-15       3.046122641283e-16       2.522107063143e-17 
 1521       8.128457108615e-11       1.913274546569e-12       5.562675647584e-13       1.038628441424e-14       1.126244069181e-15       3.015682670448e-16       2.564727009711e-17 
