# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  374       2.638836420026e-10       2.753135511217e-12       6.389088470442e-12       5.411820475396e-15       2.104876308013e-13       3.141216374895e-14       2.259812040063e-15 
  375       2.618793666847e-10       2.763334303623e-12       6.140173089516e-12       5.427834788573e-15       2.086312674014e-13       3.088267810512e-14       2.252453935213e-15 
  376       2.599324105513e-10       2.773068338911e-12       5.889950056206e-12       5.443886561239e-15       2.067963289125e-13       3.035936868128e-14       2.244891903975e-15 
  377       2.580429122001e-10       2.782331591415e-12       5.638534874656e-12       5.459979307259e-15       2.049824214234e-13       2.984228339258e-14       2.237132998461e-15 
  378       2.562109934007e-10       2.791118027435e-12       5.386045344024e-12       5.476116601804e-15       2.031891325995e-13       2.933146845653e-14       2.229184445292e-15 
  379       2.544367589323e-10       2.799421605442e-12       5.132601572754e-12       5.492302081705e-15       2.014160315332e-13       2.882696837441e-14       2.221053646765e-15 
  380       2.527202964224e-10       2.807236276275e-12       4.878325992851e-12       5.508539445800e-15       1.996626685940e-13       2.832882591271e-14       2.212748182027e-15 
  381       2.510616761850e-10       2.814555983350e-12       4.623343374146e-12       5.524832455284e-15       1.979285752784e-13       2.783708208450e-14       2.204275808244e-15 
  382       2.494609510590e-10       2.821374662857e-12       4.367780838571e-12       5.541184934065e-15       1.962132640598e-13       2.735177613084e-14       2.195644461772e-15 
  383       2.479181562464e-10       2.827686243961e-12       4.111767874429e-12       5.557600769105e-15       1.945162282390e-13       2.687294550215e-14       2.186862259326e-15 
  384       2.464333091506e-10       2.833484649010e-12       3.855436350667e-12       5.574083910781e-15       1.928369417934e-13       2.640062583966e-14       2.177937499149e-15 
  385       2.450064092148e-10       2.838763793731e-12       3.598920531145e-12       5.590638373229e-15       1.911748592281e-13       2.593485095678e-14       2.168878662188e-15 
  386       2.436374377604e-10       2.843517587435e-12       3.342357088908e-12       5.607268234695e-15       1.895294154250e-13       2.547565282049e-14       2.159694413258e-15 
  387       2.423263578251e-10       2.847739933219e-12       3.085885120457e-12       5.623977637887e-15       1.879000254933e-13       2.502306153277e-14       2.150393602214e-15 
  388       2.410731017045e-10       2.851425841930e-12       2.829634229274e-12       5.640770332020e-15       1.862861894388e-13       2.457709581187e-14       2.140983830267e-15 
  389       2.398775333915e-10       2.854574819580e-12       2.573688255855e-12       5.657648279342e-15       1.846878107947e-13       2.413773408158e-14       2.131467087424e-15 
  390       2.387394844147e-10       2.857187607039e-12       2.318120218980e-12       5.674612997172e-15       1.831048896149e-13       2.370494226407e-14       2.121843954157e-15 
  391       2.376587658375e-10       2.859265078795e-12       2.063004128719e-12       5.691666011484e-15       1.815374186648e-13       2.327868315620e-14       2.112115021555e-15 
  392       2.366351680863e-10       2.860808244039e-12       1.808414991224e-12       5.708808856893e-15       1.799853833546e-13       2.285891640347e-14       2.102280891353e-15 
  393       2.356684607795e-10       2.861818247760e-12       1.554428813505e-12       5.726043076645e-15       1.784487616722e-13       2.244559847375e-14       2.092342175963e-15 
  394       2.347583925557e-10       2.862296371825e-12       1.301122608227e-12       5.743370222596e-15       1.769275241174e-13       2.203868263123e-14       2.082299498502e-15 
  395       2.339046909024e-10       2.862244036070e-12       1.048574398485e-12       5.760791855206e-15       1.754216336346e-13       2.163811891021e-14       2.072153492821e-15 
  396       2.331070619847e-10       2.861662799389e-12       7.968632225973e-13       5.778309543519e-15       1.739310455463e-13       2.124385408896e-14       2.061904803533e-15 
  397       2.323651904734e-10       2.860554360817e-12       5.460691388857e-13       5.795924865152e-15       1.724557074868e-13       2.085583166356e-14       2.051554086049e-15 
  398       2.316787393740e-10       2.858920560624e-12       2.962732304649e-13       5.813639406283e-15       1.709955593350e-13       2.047399182178e-14       2.041102006599e-15 
  399       2.310473498551e-10       2.856763381395e-12       4.755761002604e-14       5.831454761630e-15       1.695505331483e-13       2.009827141687e-14       2.030549242268e-15 
  400       2.304706410766e-10       2.854084949124e-12      -1.999945753772e-13       5.849372534447e-15       1.681205530959e-13       1.972860394145e-14       2.019896481021e-15 
  401       2.299482100187e-10       2.850887534299e-12      -4.462991395432e-13       5.867394336501e-15       1.667055353916e-13       1.936491950134e-14       2.009144421736e-15 
  402       2.294796313104e-10       2.847173552987e-12      -6.912708523365e-13       5.885521788066e-15       1.653053882281e-13       1.900714478943e-14       1.998293774230e-15 
  403       2.290644570578e-10       2.842945567928e-12      -9.348234349028e-13       5.903756517901e-15       1.639200117093e-13       1.865520305949e-14       1.987345259293e-15 
  404       2.287022166726e-10       2.838206289615e-12      -1.176869554883e-12       5.922100163245e-15       1.625492977849e-13       1.830901410002e-14       1.976299608712e-15 
  405       2.283924167011e-10       2.832958577388e-12      -1.417320821627e-12       5.940554369794e-15       1.611931301824e-13       1.796849420815e-14       1.965157565304e-15 
  406       2.281345406522e-10       2.827205440517e-12      -1.656087781410e-12       5.959120791695e-15       1.598513843417e-13       1.763355616341e-14       1.953919882947e-15 
  407       2.279280488262e-10       2.820950039292e-12      -1.893079912646e-12       5.977801091528e-15       1.585239273477e-13       1.730410920163e-14       1.942587326603e-15 
  408       2.277723781434e-10       2.814195686110e-12      -2.128205621099e-12       5.996596940293e-15       1.572106178639e-13       1.698005898878e-14       1.931160672355e-15 
  409       2.276669419725e-10       2.806945846562e-12      -2.361372235105e-12       6.015510017394e-15       1.559113060659e-13       1.666130759479e-14       1.919640707433e-15 
  410       2.276111299594e-10       2.799204140521e-12      -2.592486000779e-12       6.034542010631e-15       1.546258335745e-13       1.634775346742e-14       1.908028230240e-15 
  411       2.276043078552e-10       2.790974343231e-12      -2.821452077232e-12       6.053694616180e-15       1.533540333893e-13       1.603929140612e-14       1.896324050389e-15 
  412       2.276458173452e-10       2.782260386391e-12      -3.048174531788e-12       6.072969538580e-15       1.520957298219e-13       1.573581253582e-14       1.884528988727e-15 
  413       2.277349758776e-10       2.773066359246e-12      -3.272556335194e-12       6.092368490725e-15       1.508507384294e-13       1.543720428085e-14       1.872643877366e-15 
  414       2.278710764914e-10       2.763396509674e-12      -3.494499356838e-12       6.111893193841e-15       1.496188659478e-13       1.514335033873e-14       1.860669559712e-15 
  415       2.280533876454e-10       2.753255245269e-12      -3.713904359963e-12       6.131545377480e-15       1.483999102251e-13       1.485413065404e-14       1.848606890495e-15 
  416       2.282811530468e-10       2.742647134438e-12      -3.930670996877e-12       6.151326779501e-15       1.471936601550e-13       1.456942139229e-14       1.836456735799e-15 
  417       2.285535914795e-10       2.731576907477e-12      -4.144697804175e-12       6.171239146061e-15       1.459998956100e-13       1.428909491369e-14       1.824219973090e-15 
  418       2.288698966326e-10       2.720049457670e-12      -4.355882197946e-12       6.191284231594e-15       1.448183873750e-13       1.401301974710e-14       1.811897491246e-15 
  419       2.292292369293e-10       2.708069842367e-12      -4.564120468995e-12       6.211463798805e-15       1.436488970804e-13       1.374106056380e-14       1.799490190589e-15 
  420       2.296307553551e-10       2.695643284077e-12      -4.769307778048e-12       6.231779618650e-15       1.424911771359e-13       1.347307815136e-14       1.786998982908e-15 
  421       2.300735692863e-10       2.682775171555e-12      -4.971338150977e-12       6.252233470327e-15       1.413449706633e-13       1.320892938749e-14       1.774424791498e-15 
  422       2.305567703190e-10       2.669471060886e-12      -5.170104474005e-12       6.272827141258e-15       1.402100114304e-13       1.294846721388e-14       1.761768551179e-15 
  423       2.310794240972e-10       2.655736676578e-12      -5.365498488926e-12       6.293562427077e-15       1.390860237839e-13       1.269154061008e-14       1.749031208334e-15 
  424       2.316405701414e-10       2.641577912646e-12      -5.557410788320e-12       6.314441131617e-15       1.379727225831e-13       1.243799456727e-14       1.736213720933e-15 
  425       2.322392216772e-10       2.627000833700e-12      -5.745730810764e-12       6.335465066893e-15       1.368698131332e-13       1.218767006220e-14       1.723317058567e-15 
  426       2.328743654641e-10       2.612011676032e-12      -5.930346836045e-12       6.356636053094e-15       1.357769911187e-13       1.194040403097e-14       1.710342202471e-15 
  427       2.335450444026e-10       2.596617030036e-12      -6.111159645282e-12       6.377955511586e-15       1.346939952702e-13       1.169606057639e-14       1.697290229063e-15 
  428       2.342506088015e-10       2.580824392075e-12      -6.288124022856e-12       6.399423228725e-15       1.336207674747e-13       1.145462581274e-14       1.684162563595e-15 
  429       2.349904733224e-10       2.564641633525e-12      -6.461208657038e-12       6.421038549960e-15       1.325572979818e-13       1.121611619636e-14       1.670960735188e-15 
  430       2.357640348562e-10       2.548076822346e-12      -6.630382606830e-12       6.442800782737e-15       1.315035731301e-13       1.098054757809e-14       1.657686294190e-15 
  431       2.365706724059e-10       2.531138224288e-12      -6.795615306153e-12       6.464709196206e-15       1.304595753153e-13       1.074793519763e-14       1.644340812266e-15 
  432       2.374097469697e-10       2.513834304098e-12      -6.956876568038e-12       6.486763020952e-15       1.294252829581e-13       1.051829367788e-14       1.630925882473e-15 
  433       2.382806014235e-10       2.496173726726e-12      -7.114136588809e-12       6.508961448704e-15       1.284006704724e-13       1.029163701931e-14       1.617443119356e-15 
  434       2.391825604044e-10       2.478165358532e-12      -7.267365952270e-12       6.531303632062e-15       1.273857082331e-13       1.006797859430e-14       1.603894159022e-15 
  435       2.401149301929e-10       2.459818268493e-12      -7.416535633894e-12       6.553788684209e-15       1.263803625442e-13       9.847331141494e-15       1.590280659229e-15 
  436       2.410769985966e-10       2.441141729407e-12      -7.561617005011e-12       6.576415678634e-15       1.253845956065e-13       9.629706760175e-15       1.576604299472e-15 
  437       2.420680348321e-10       2.422145219106e-12      -7.702581836990e-12       6.599183648850e-15       1.243983654862e-13       9.415116904601e-15       1.562866781064e-15 
  438       2.430872894090e-10       2.402838421653e-12      -7.839402305431e-12       6.622091588114e-15       1.234216260824e-13       9.203572378370e-15       1.549069827221e-15 
  439       2.441339940119e-10       2.383231228559e-12      -7.972050994351e-12       6.645138449143e-15       1.224543270951e-13       8.995083328768e-15       1.535215183146e-15 
  440       2.452073613836e-10       2.363333739982e-12      -8.100500900368e-12       6.668323143836e-15       1.214964139935e-13       8.789659241132e-15       1.521304616116e-15 
  441       2.463065852083e-10       2.343156265936e-12      -8.224725436891e-12       6.691644542989e-15       1.205478279837e-13       8.587308933196e-15       1.507339915563e-15 
  442       2.474308399939e-10       2.322709327499e-12      -8.344698438308e-12       6.715101476020e-15       1.196085059769e-13       8.388040549454e-15       1.493322893160e-15 
  443       2.485792809556e-10       2.302003658018e-12      -8.460394164167e-12       6.738692730682e-15       1.186783805572e-13       8.191861555510e-15       1.479255382904e-15 
  444       2.497510438980e-10       2.281050204317e-12      -8.571787303371e-12       6.762417052784e-15       1.177573799499e-13       7.998778732436e-15       1.465139241203e-15 
  445       2.509452450987e-10       2.259860127901e-12      -8.678852978360e-12       6.786273145912e-15       1.168454279891e-13       7.808798171124e-15       1.450976346957e-15 
  446       2.521609811907e-10       2.238444806165e-12      -8.781566749298e-12       6.810259671144e-15       1.159424440859e-13       7.621925266645e-15       1.436768601643e-15 
  447       2.533973290458e-10       2.216815833602e-12      -8.879904618262e-12       6.834375246773e-15       1.150483431965e-13       7.438164712600e-15       1.422517929402e-15 
  448       2.546533456568e-10       2.194985023004e-12      -8.973843033427e-12       6.858618448022e-15       1.141630357899e-13       7.257520495477e-15       1.408226277121e-15 
  449       2.559280680212e-10       2.172964406675e-12      -9.063358893257e-12       6.882987806766e-15       1.132864278164e-13       7.079995889007e-15       1.393895614516e-15 
  450       2.572205130232e-10       2.150766237634e-12      -9.148429550685e-12       6.907481811248e-15       1.124184206748e-13       6.905593448518e-15       1.379527934219e-15 
  451       2.585296773176e-10       2.128402990822e-12      -9.229032817308e-12       6.932098905801e-15       1.115589111812e-13       6.734315005287e-15       1.365125251862e-15 
  452       2.598545372118e-10       2.105887364310e-12      -9.305146967566e-12       6.956837490567e-15       1.107077915366e-13       6.566161660902e-15       1.350689606159e-15 
  453       2.611940485492e-10       2.083232280503e-12      -9.376750742937e-12       6.981695921210e-15       1.098649492948e-13       6.401133781610e-15       1.336223058993e-15 
  454       2.625471465920e-10       2.060450887350e-12      -9.443823356118e-12       7.006672508642e-15       1.090302673307e-13       6.239230992677e-15       1.321727695498e-15 
  455       2.639127459039e-10       2.037556559548e-12      -9.506344495213e-12       7.031765518741e-15       1.082036238080e-13       6.080452172738e-15       1.307205624145e-15 
  456       2.652897402334e-10       2.014562899750e-12      -9.564294327923e-12       7.056973172064e-15       1.073848921475e-13       5.924795448160e-15       1.292658976825e-15 
  457       2.666770023962e-10       1.991483739772e-12      -9.617653505730e-12       7.082293643572e-15       1.065739409947e-13       5.772258187386e-15       1.278089908936e-15 
  458       2.680733841586e-10       1.968333141796e-12      -9.666403168085e-12       7.107725062348e-15       1.057706341882e-13       5.622836995301e-15       1.263500599463e-15 
  459       2.694777161198e-10       1.945125399582e-12      -9.710524946596e-12       7.133265511313e-15       1.049748307275e-13       5.476527707580e-15       1.248893251064e-15 
  460       2.708888075954e-10       1.921875039672e-12      -9.750000969212e-12       7.158913026946e-15       1.041863847408e-13       5.333325385046e-15       1.234270090158e-15 
  461       2.723054465001e-10       1.898596822595e-12      -9.784813864415e-12       7.184665599007e-15       1.034051454535e-13       5.193224308023e-15       1.219633367004e-15 
  462       2.737263992302e-10       1.875305744077e-12      -9.814946765400e-12       7.210521170249e-15       1.026309571556e-13       5.056217970692e-15       1.204985355787e-15 
  463       2.751504105470e-10       1.852017036243e-12      -9.840383314269e-12       7.236477636143e-15       1.018636591701e-13       4.922299075448e-15       1.190328354704e-15 
  464       2.765762034595e-10       1.828746168830e-12      -9.861107666214e-12       7.262532844591e-15       1.011030858211e-13       4.791459527253e-15       1.175664686045e-15 
  465       2.780024791075e-10       1.805508850389e-12      -9.877104493705e-12       7.288684595651e-15       1.003490664011e-13       4.663690427989e-15       1.160996696282e-15 
  466       2.794280539454e-10       1.782319980978e-12      -9.888366646078e-12       7.314930579281e-15       9.960145374392e-14       4.538979510089e-15       1.146326526983e-15 
  467       2.808522762449e-10       1.759190471829e-12      -9.894918382774e-12       7.341268187012e-15       9.886021098607e-14       4.417303360780e-15       1.131655419538e-15 
  468       2.822746223564e-10       1.736130328836e-12      -9.896792873201e-12       7.367694693846e-15       9.812532744894e-14       4.298634944127e-15       1.116984388904e-15 
  469       2.836945605413e-10       1.713149692721e-12      -9.894024615242e-12       7.394207319385e-15       9.739679026315e-14       4.182946132794e-15       1.102314450779e-15 
  470       2.851115509304e-10       1.690258839667e-12      -9.886649443664e-12       7.420803227511e-15       9.667458435234e-14       4.070207700990e-15       1.087646621548e-15 
  471       2.865250454824e-10       1.667468181945e-12      -9.874704538525e-12       7.447479526073e-15       9.595869241697e-14       3.960389317405e-15       1.072981918250e-15 
  472       2.879344879428e-10       1.644788268540e-12      -9.858228433583e-12       7.474233266572e-15       9.524909491806e-14       3.853459538162e-15       1.058321358529e-15 
  473       2.893393138025e-10       1.622229785784e-12      -9.837261024703e-12       7.501061443848e-15       9.454577006095e-14       3.749385799752e-15       1.043665960599e-15 
  474       2.907389502558e-10       1.599803557980e-12      -9.811843578267e-12       7.527960995758e-15       9.384869377908e-14       3.648134411982e-15       1.029016743196e-15 
  475       2.921328161599e-10       1.577520548035e-12      -9.782018739584e-12       7.554928802868e-15       9.315783971776e-14       3.549670550918e-15       1.014374725539e-15 
  476       2.935203219928e-10       1.555391858082e-12      -9.747830541292e-12       7.581961688134e-15       9.247317921793e-14       3.453958251823e-15       9.997409272849e-16 
  477       2.949008698124e-10       1.533428730117e-12      -9.709324411773e-12       7.609056416586e-15       9.179468129992e-14       3.360960402107e-15       9.851163684912e-16 
  478       2.962738532147e-10       1.511642546619e-12      -9.666547183557e-12       7.636209695016e-15       9.112231264724e-14       3.270638734264e-15       9.705020695702e-16 
  479       2.976386572925e-10       1.490044831185e-12      -9.619547101734e-12       7.663418171660e-15       9.045603759032e-14       3.182953818819e-15       9.558990512479e-16 
  480       2.989946585944e-10       1.468647249154e-12      -9.568373832358e-12       7.690678435884e-15       8.979581809027e-14       3.097865057269e-15       9.413083345222e-16 
  481       3.003412250827e-10       1.447461608239e-12      -9.513078470859e-12       7.717987017868e-15       8.914161372271e-14       3.015330675026e-15       9.267309406208e-16 
  482       3.016777160928e-10       1.426499859150e-12      -9.453713550448e-12       7.745340388291e-15       8.849338166143e-14       2.935307714361e-15       9.121678909587e-16 
  483       3.030034822911e-10       1.405774096231e-12      -9.390333050528e-12       7.772734958016e-15       8.785107666227e-14       2.857752027346e-15       8.976202070967e-16 
  484       3.043178656340e-10       1.385296558081e-12      -9.322992405102e-12       7.800167077773e-15       8.721465104680e-14       2.782618268800e-15       8.830889106987e-16 
  485       3.056201993265e-10       1.365079628183e-12      -9.251748511180e-12       7.827633037849e-15       8.658405468614e-14       2.709859889226e-15       8.685750234904e-16 
  486       3.069098077806e-10       1.345135835539e-12      -9.176659737188e-12       7.855129067766e-15       8.595923498469e-14       2.639429127758e-15       8.540795672166e-16 
  487       3.081860065740e-10       1.325477855291e-12      -9.097785931376e-12       7.882651335969e-15       8.534013686392e-14       2.571277005107e-15       8.396035635991e-16 
  488       3.094481024089e-10       1.306118509353e-12      -9.015188430226e-12       7.910195949510e-15       8.472670274615e-14       2.505353316497e-15       8.251480342951e-16 
  489       3.106953930702e-10       1.287070767038e-12      -8.928930066862e-12       7.937758953735e-15       8.411887253825e-14       2.441606624612e-15       8.107140008549e-16 
  490       3.119271673845e-10       1.268347745688e-12      -8.839075179456e-12       7.965336331966e-15       8.351658361551e-14       2.379984252540e-15       7.963024846797e-16 
  491       3.131427051786e-10       1.249962711303e-12      -8.745689619638e-12       7.992924005187e-15       8.291977080530e-14       2.320432276713e-15       7.819145069797e-16 
  492       3.143412772378e-10       1.231929079167e-12      -8.648840760905e-12       8.020517831726e-15       8.232836637091e-14       2.262895519852e-15       7.675510887319e-16 
  493       3.155221452649e-10       1.214260414476e-12      -8.548597507024e-12       8.048113606946e-15       8.174229999529e-14       2.207317543911e-15       7.532132506380e-16 
  494       3.166845618388e-10       1.196970432972e-12      -8.445030300449e-12       8.075707062923e-15       8.116149876482e-14       2.153640643016e-15       7.389020130827e-16 
  495       3.178277703727e-10       1.180073001563e-12      -8.338211130721e-12       8.103293868134e-15       8.058588715308e-14       2.101805836412e-15       7.246183960909e-16 
  496       3.189510050732e-10       1.163582138959e-12      -8.228213542881e-12       8.130869627142e-15       8.001538700461e-14       2.051752861404e-15       7.103634192865e-16 
  497       3.200534908984e-10       1.147512016298e-12      -8.115112645878e-12       8.158429880280e-15       7.944991751866e-14       2.003420166302e-15       6.961381018496e-16 
  498       3.211344435170e-10       1.131876957771e-12      -7.998985120977e-12       8.185970103335e-15       7.888939523300e-14       1.956744903361e-15       6.819434624748e-16 
  499       3.221930692666e-10       1.116691441256e-12      -7.879909230163e-12       8.213485707234e-15       7.833373400766e-14       1.911662921725e-15       6.677805193291e-16 
  500       3.232285651125e-10       1.101970098943e-12      -7.757964824557e-12       8.240972037728e-15       7.778284500869e-14       1.868108760373e-15       6.536502900097e-16 
  501       3.242401186060e-10       1.087727717962e-12      -7.633233352818e-12       8.268424375078e-15       7.723663669194e-14       1.826015641056e-15       6.395537915020e-16 
  502       3.252269078433e-10       1.073979241014e-12      -7.505797869555e-12       8.295837933736e-15       7.669501478682e-14       1.785315461247e-15       6.254920401375e-16 
  503       3.261881014241e-10       1.060739766999e-12      -7.375743043733e-12       8.323207862036e-15       7.615788228007e-14       1.745938787079e-15       6.114660515518e-16 
  504       3.271228584099e-10       1.048024551642e-12      -7.243155167083e-12       8.350529241872e-15       7.562513939953e-14       1.707814846290e-15       5.974768406424e-16 
  505       3.280304521131e-10       1.035847186633e-12      -7.108119187398e-12       8.377797446774e-15       7.509669971889e-14       1.670883513194e-15       5.835254451869e-16 
  506       3.289106454687e-10       1.024214078078e-12      -6.970709697349e-12       8.405009228112e-15       7.457253901524e-14       1.635131657666e-15       5.696129975299e-16 
  507       3.297633263951e-10       1.013129810213e-12      -6.830999702639e-12       8.432161659560e-15       7.405264778709e-14       1.600557829428e-15       5.557406548785e-16 
  508       3.305883849586e-10       1.002598952287e-12      -6.689063580633e-12       8.459251781394e-15       7.353701525198e-14       1.567160359299e-15       5.419095757978e-16 
  509       3.313857133898e-10       9.926260583330e-13      -6.544977087363e-12       8.486276600348e-15       7.302562933786e-14       1.534937357770e-15       5.281209201799e-16 
  510       3.321552061009e-10       9.832156669413e-13      -6.398817364546e-12       8.513233089460e-15       7.251847667439e-14       1.503886713579e-15       5.143758492134e-16 
  511       3.328967597021e-10       9.743723010322e-13      -6.250662946592e-12       8.540118187934e-15       7.201554258432e-14       1.474006092286e-15       5.006755253517e-16 
  512       3.336102730185e-10       9.661004676297e-13      -6.100593767612e-12       8.566928800985e-15       7.151681107476e-14       1.445292934845e-15       4.870211122829e-16 
  513       3.342956471067e-10       9.584046576341e-13      -5.948691168436e-12       8.593661799697e-15       7.102226482862e-14       1.417744456182e-15       4.734137748980e-16 
  514       3.349527852718e-10       9.512893455955e-13      -5.795037903617e-12       8.620314020874e-15       7.053188519583e-14       1.391357643767e-15       4.598546792606e-16 
  515       3.355815930841e-10       9.447589894862e-13      -5.639718148449e-12       8.646882266892e-15       7.004565218476e-14       1.366129256188e-15       4.463449925756e-16 
  516       3.361819783954e-10       9.388180304745e-13      -5.482817505972e-12       8.673363305557e-15       6.956354445354e-14       1.342055821732e-15       4.328858831582e-16 
  517       3.367538513567e-10       9.334708926973e-13      -5.324423013987e-12       8.699753869952e-15       6.908553930138e-14       1.319133636950e-15       4.194785204031e-16 
  518       3.372971244339e-10       9.287219830332e-13      -5.164623152067e-12       8.726050658293e-15       6.861161265990e-14       1.297358765239e-15       4.061240747536e-16 
  519       3.378117124254e-10       9.245756908757e-13      -5.003507848564e-12       8.752250333781e-15       6.814173908450e-14       1.276727035413e-15       3.928237176703e-16 
  520       3.382975324783e-10       9.210363879063e-13      -4.841168487627e-12       8.778349524457e-15       6.767589174569e-14       1.257234040279e-15       3.795786216006e-16 
  521       3.387545041055e-10       9.181084278672e-13      -4.677697916207e-12       8.804344823052e-15       6.721404242039e-14       1.238875135211e-15       3.663899599472e-16 
  522       3.391825492023e-10       9.157961463348e-13      -4.513190451071e-12       8.830232786844e-15       6.675616148332e-14       1.221645436725e-15       3.532589070378e-16 
  523       3.395815920631e-10       9.141038604925e-13      -4.347741885814e-12       8.856009937507e-15       6.630221789829e-14       1.205539821054e-15       3.401866380933e-16 
  524       3.399515593984e-10       9.130358689038e-13      -4.181449497867e-12       8.881672760966e-15       6.585217920958e-14       1.190552922721e-15       3.271743291978e-16 
  525       3.402923803513e-10       9.125964512855e-13      -4.014412055511e-12       8.907217707250e-15       6.540601153323e-14       1.176679133114e-15       3.142231572668e-16 
  526       3.406039865143e-10       9.127898682806e-13      -3.846729824888e-12       8.932641190345e-15       6.496367954844e-14       1.163912599065e-15       3.013343000167e-16 
  527       3.408863119462e-10       9.136203612313e-13      -3.678504577010e-12       8.957939588046e-15       6.452514648884e-14       1.152247221416e-15       2.885089359336e-16 
  528       3.411392931889e-10       9.150921519523e-13      -3.509839594771e-12       8.983109241813e-15       6.409037413387e-14       1.141676653602e-15       2.757482442427e-16 
  529       3.413628692837e-10       9.172094425036e-13      -3.340839679960e-12       9.008146456620e-15       6.365932280011e-14       1.132194300219e-15       2.630534048770e-16 
  530       3.415569817886e-10       9.199764149639e-13      -3.171611160271e-12       9.033047500810e-15       6.323195133259e-14       1.123793315606e-15       2.504255984462e-16 
  531       3.417215747949e-10       9.233972312032e-13      -3.002261896312e-12       9.057808605948e-15       6.280821709617e-14       1.116466602411e-15       2.378660062062e-16 
  532       3.418565949438e-10       9.274760326562e-13      -2.832901288620e-12       9.082425966676e-15       6.238807596686e-14       1.110206810173e-15       2.253758100280e-16 
  533       3.419619914433e-10       9.322169400953e-13      -2.663640284668e-12       9.106895740562e-15       6.197148232314e-14       1.105006333890e-15       2.129561923663e-16 
  534       3.420377160848e-10       9.376240534036e-13      -2.494591385881e-12       9.131214047956e-15       6.155838903732e-14       1.100857312602e-15       2.006083362291e-16 
  535       3.420837232601e-10       9.437014513479e-13      -2.325868654642e-12       9.155376971842e-15       6.114874746686e-14       1.097751627955e-15       1.883334251466e-16 
  536       3.420999699781e-10       9.504531913520e-13      -2.157587721307e-12       9.179380557691e-15       6.074250744573e-14       1.095680902787e-15       1.761326431400e-16 
  537       3.420864158812e-10       9.578833092695e-13      -1.989865791214e-12       9.203220813313e-15       6.033961727571e-14       1.094636499692e-15       1.640071746908e-16 
  538       3.420430232626e-10       9.659958191570e-13      -1.822821651697e-12       9.226893708715e-15       5.994002371778e-14       1.094609519603e-15       1.519582047095e-16 
  539       3.419697570828e-10       9.747947130470e-13      -1.656575679091e-12       9.250395175945e-15       5.954367198340e-14       1.095590800361e-15       1.399869185052e-16 
  540       3.418665849861e-10       9.842839607212e-13      -1.491249845752e-12       9.273721108955e-15       5.915050572588e-14       1.097570915294e-15       1.280945017540e-16 
  541       3.417334773180e-10       9.944675094835e-13      -1.326967727059e-12       9.296867363448e-15       5.876046703173e-14       1.100540171786e-15       1.162821404687e-16 
  542       3.415704071412e-10       1.005349283933e-12      -1.163854508432e-12       9.319829756729e-15       5.837349641196e-14       1.104488609858e-15       1.045510209670e-16 
  543       3.413773502530e-10       1.016933185736e-12      -1.002036992341e-12       9.342604067567e-15       5.798953279344e-14       1.109406000738e-15       9.290232984153e-17 
  544       3.411543406695e-10       1.029221642913e-12      -8.416318702458e-13       9.365186590113e-15       5.760852303044e-14       1.115281373979e-15       8.133707902146e-17 
  545       3.409016386770e-10       1.042211215473e-12      -6.827101792592e-13       9.387575812275e-15       5.723045073655e-14       1.122101587791e-15       6.985557587822e-17 
  546       3.406195673108e-10       1.055896871741e-12      -5.253319082102e-13       9.409770781970e-15       5.685530820718e-14       1.129852717637e-15       5.845793887952e-17 
  547       3.403084573333e-10       1.070273427397e-12      -3.695576489253e-13       9.431770557187e-15       5.648308696436e-14       1.138520522623e-15       4.714427111159e-17 
  548       3.399686472730e-10       1.085335544659e-12      -2.154485984898e-13       9.453574206067e-15       5.611377775193e-14       1.148090443879e-15       3.591466017744e-17 
  549       3.396004834637e-10       1.101077731473e-12      -6.306656150931e-14       9.475180806976e-15       5.574737053073e-14       1.158547602941e-15       2.476917809507e-17 
  550       3.392043200840e-10       1.117494340696e-12       8.752604762938e-14       9.496589448590e-15       5.538385447377e-14       1.169876800139e-15       1.370788119578e-17 
  551       3.387805191963e-10       1.134579569284e-12       2.362662024964e-13       9.517799229963e-15       5.502321796146e-14       1.182062512979e-15       2.730810022358e-18 
  552       3.383294507860e-10       1.152327457476e-12       3.830902623575e-13       9.538809260612e-15       5.466544857678e-14       1.195088894523e-15      -8.162010772669e-18 
  553       3.378514928008e-10       1.170731887981e-12       5.279339699131e-13       9.559618660590e-15       5.431053310045e-14       1.208939771780e-15      -1.897057252876e-17 
  554       3.373470311899e-10       1.189786585165e-12       6.707324490361e-13       9.580226560565e-15       5.395845750615e-14       1.223598644085e-15      -2.969488267916e-17 
  555       3.368164599430e-10       1.209485114234e-12       8.114202025112e-13       9.600632101895e-15       5.360920695571e-14       1.239048681483e-15      -4.033496485260e-17 
  556       3.362601811298e-10       1.229820880425e-12       9.499311097734e-13       9.620834436708e-15       5.326276579429e-14       1.255272723114e-15      -5.089085897510e-17 
  557       3.356786049390e-10       1.250787128187e-12       1.086198424646e-12       9.640832727981e-15       5.291911754556e-14       1.272253275595e-15      -6.136262137172e-17 
